Sample Names	MutationType	ID83A	ID83B
TCGA-AC-A62X-01	5:Del:M:4	0.0	1.0
TCGA-AC-A62X-01	5:Del:M:5	0.0	1.0
TCGA-AC-A62Y-01	1:Del:C:0	6.413709277675069e-06	0.9999935862907222
TCGA-AC-A62Y-01	1:Del:C:1	0.6975693306952764	0.30243066930472357
TCGA-AC-A62Y-01	1:Del:C:2	0.9999368258023066	6.317419769347085e-05
TCGA-AC-A62Y-01	1:Del:C:3	0.9999587783174428	4.122168255712084e-05
TCGA-AC-A62Y-01	1:Del:C:4	0.9996031827467017	0.0003968172532982482
TCGA-AC-A62Y-01	1:Del:C:5	0.4981313205289441	0.501868679471056
TCGA-AC-A62Y-01	1:Del:T:0	7.543673387405164e-05	0.999924563266126
TCGA-AC-A62Y-01	1:Del:T:1	0.9993975122492585	0.0006024877507414345
TCGA-AC-A62Y-01	1:Del:T:2	0.9999326801735386	6.731982646130087e-05
TCGA-AC-A62Y-01	1:Del:T:3	0.9999606087886169	3.939121138312146e-05
TCGA-AC-A62Y-01	1:Del:T:4	0.9998142959020508	0.00018570409794919123
TCGA-AC-A62Y-01	1:Del:T:5	0.7523359341521386	0.24766406584786146
TCGA-AC-A62Y-01	1:Ins:C:0	5.370203972547298e-06	0.9999946297960274
TCGA-AC-A62Y-01	1:Ins:C:1	1.1468019276691114e-06	0.9999988531980725
TCGA-AC-A62Y-01	1:Ins:C:2	1.8348985313490014e-06	0.9999981651014686
TCGA-AC-A62Y-01	1:Ins:C:3	2.4860225340898768e-06	0.9999975139774658
TCGA-AC-A62Y-01	1:Ins:C:4	1.4305382130504357e-06	0.9999985694617869
TCGA-AC-A62Y-01	1:Ins:C:5	7.062514811859645e-07	0.9999992937485189
TCGA-AC-A62Y-01	1:Ins:T:0	1.6263550814722855e-06	0.9999983736449185
TCGA-AC-A62Y-01	1:Ins:T:1	2.3447010804590363e-07	0.9999997655298919
TCGA-AC-A62Y-01	1:Ins:T:2	1.1696465362561032e-06	0.9999988303534638
TCGA-AC-A62Y-01	1:Ins:T:3	1.384238781789232e-06	0.9999986157612182
TCGA-AC-A62Y-01	1:Ins:T:4	4.361389266378836e-06	0.9999956386107336
TCGA-AC-A62Y-01	1:Ins:T:5	1.3595855758870255e-07	0.9999998640414425
TCGA-AC-A62Y-01	2:Del:R:0	6.379167215618503e-08	0.9999999362083279
TCGA-AC-A62Y-01	2:Del:R:1	3.175139170866808e-06	0.9999968248608291
TCGA-AC-A62Y-01	2:Del:R:2	0.00066207986960456	0.9993379201303952
TCGA-AC-A62Y-01	2:Del:R:3	0.0003189845191628951	0.9996810154808372
TCGA-AC-A62Y-01	2:Del:R:4	8.722011377334645e-05	0.9999127798862266
TCGA-AC-A62Y-01	2:Del:R:5	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	3:Del:R:0	0.0016713915460898655	0.9983286084539101
TCGA-AC-A62Y-01	3:Del:R:1	6.091511528125312e-06	0.9999939084884719
TCGA-AC-A62Y-01	3:Del:R:2	9.549094701125412e-05	0.9999045090529889
TCGA-AC-A62Y-01	3:Del:R:3	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	3:Del:R:4	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	3:Del:R:5	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	4:Del:R:0	4.880534331422584e-07	0.9999995119465669
TCGA-AC-A62Y-01	4:Del:R:1	0.007534491290058187	0.9924655087099419
TCGA-AC-A62Y-01	4:Del:R:2	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	4:Del:R:3	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	4:Del:R:4	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	4:Del:R:5	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	5:Del:R:0	9.950298375152023e-10	0.9999999990049703
TCGA-AC-A62Y-01	5:Del:R:1	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	5:Del:R:2	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	5:Del:R:3	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	5:Del:R:4	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	5:Del:R:5	0.026147917036607606	0.9738520829633924
TCGA-AC-A62Y-01	2:Ins:R:0	2.7726940415485182e-06	0.9999972273059584
TCGA-AC-A62Y-01	2:Ins:R:1	1.4316433953952291e-06	0.9999985683566046
TCGA-AC-A62Y-01	2:Ins:R:2	2.394963057257177e-06	0.9999976050369426
TCGA-AC-A62Y-01	2:Ins:R:3	0.001255320040142138	0.9987446799598577
TCGA-AC-A62Y-01	2:Ins:R:4	0.00016080129180878655	0.9998391987081912
TCGA-AC-A62Y-01	2:Ins:R:5	4.116982463266388e-05	0.9999588301753674
TCGA-AC-A62Y-01	3:Ins:R:0	4.147774180694639e-06	0.9999958522258193
TCGA-AC-A62Y-01	3:Ins:R:1	5.458881646345779e-06	0.9999945411183536
TCGA-AC-A62Y-01	3:Ins:R:2	0.0012073688310514452	0.9987926311689486
TCGA-AC-A62Y-01	3:Ins:R:3	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	3:Ins:R:4	0.00031011223579049805	0.9996898877642096
TCGA-AC-A62Y-01	3:Ins:R:5	0.008254060137928069	0.9917459398620719
TCGA-AC-A62Y-01	4:Ins:R:0	7.914714589605849e-06	0.9999920852854103
TCGA-AC-A62Y-01	4:Ins:R:1	3.573773572303077e-06	0.9999964262264277
TCGA-AC-A62Y-01	4:Ins:R:2	3.306554329090597e-05	0.999966934456709
TCGA-AC-A62Y-01	4:Ins:R:3	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	4:Ins:R:4	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	4:Ins:R:5	0.001108761705558648	0.9988912382944414
TCGA-AC-A62Y-01	5:Ins:R:0	3.1768435882240563e-06	0.9999968231564119
TCGA-AC-A62Y-01	5:Ins:R:1	1.5193897529928593e-06	0.999998480610247
TCGA-AC-A62Y-01	5:Ins:R:2	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	5:Ins:R:3	0.026147917100429845	0.9738520828995703
TCGA-AC-A62Y-01	5:Ins:R:4	0.0014076652060035163	0.9985923347939965
TCGA-AC-A62Y-01	5:Ins:R:5	0.0006250969228472972	0.9993749030771526
TCGA-AC-A62Y-01	2:Del:M:1	4.225292391792953e-07	0.9999995774707608
TCGA-AC-A62Y-01	3:Del:M:1	3.50433711739939e-07	0.9999996495662883
TCGA-AC-A62Y-01	3:Del:M:2	1.280593038127723e-06	0.9999987194069618
TCGA-AC-A62Y-01	4:Del:M:1	7.54396265183052e-07	0.9999992456037348
TCGA-AC-A62Y-01	4:Del:M:2	2.7411944675929346e-06	0.9999972588055323
TCGA-AC-A62Y-01	4:Del:M:3	1.082723077889713e-05	0.9999891727692211
TCGA-AC-A62Y-01	5:Del:M:1	7.703003921237124e-08	0.9999999229699607
TCGA-AC-A62Y-01	5:Del:M:2	5.007389881047043e-07	0.9999994992610118
TCGA-AC-A62Y-01	5:Del:M:3	2.194850887065505e-06	0.999997805149113
TCGA-AC-A62Y-01	5:Del:M:4	5.572802580936239e-06	0.999994427197419
TCGA-AC-A62Y-01	5:Del:M:5	0.03531533008570082	0.9646846699142992
TCGA-AC-A6IV-01	1:Del:C:0	0.0	1.0
TCGA-AC-A6IV-01	1:Del:C:1	0.0	1.0
TCGA-AC-A6IV-01	1:Del:C:2	0.0	1.0
TCGA-AC-A6IV-01	1:Del:C:3	0.0	1.0
TCGA-AC-A6IV-01	1:Del:C:4	0.0	1.0
TCGA-AC-A6IV-01	1:Del:C:5	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:0	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:1	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:2	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:3	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:4	0.0	1.0
TCGA-AC-A6IV-01	1:Del:T:5	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:0	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:1	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:2	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:3	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:4	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:C:5	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:0	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:1	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:2	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:3	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:4	0.0	1.0
TCGA-AC-A6IV-01	1:Ins:T:5	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:0	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:1	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:2	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:3	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:4	0.0	1.0
TCGA-AC-A6IV-01	2:Del:R:5	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:0	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:1	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:2	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:3	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:4	0.0	1.0
TCGA-AC-A6IV-01	3:Del:R:5	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:0	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:1	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:2	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:3	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:4	0.0	1.0
TCGA-AC-A6IV-01	4:Del:R:5	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:0	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:1	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:2	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:3	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:4	0.0	1.0
TCGA-AC-A6IV-01	5:Del:R:5	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:0	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:1	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:2	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:3	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:4	0.0	1.0
TCGA-AC-A6IV-01	2:Ins:R:5	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:0	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:1	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:2	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:3	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:4	0.0	1.0
TCGA-AC-A6IV-01	3:Ins:R:5	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:0	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:1	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:2	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:3	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:4	0.0	1.0
TCGA-AC-A6IV-01	4:Ins:R:5	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:0	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:1	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:2	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:3	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:4	0.0	1.0
TCGA-AC-A6IV-01	5:Ins:R:5	0.0	1.0
TCGA-AC-A6IV-01	2:Del:M:1	0.0	1.0
TCGA-AC-A6IV-01	3:Del:M:1	0.0	1.0
TCGA-AC-A6IV-01	3:Del:M:2	0.0	1.0
TCGA-AC-A6IV-01	4:Del:M:1	0.0	1.0
TCGA-AC-A6IV-01	4:Del:M:2	0.0	1.0
TCGA-AC-A6IV-01	4:Del:M:3	0.0	1.0
TCGA-AC-A6IV-01	5:Del:M:1	0.0	1.0
TCGA-AC-A6IV-01	5:Del:M:2	0.0	1.0
TCGA-AC-A6IV-01	5:Del:M:3	0.0	1.0
TCGA-AC-A6IV-01	5:Del:M:4	0.0	1.0
TCGA-AC-A6IV-01	5:Del:M:5	0.0	1.0
TCGA-AC-A6IW-01	1:Del:C:0	2.405150620338681e-06	0.9999975948493797
TCGA-AC-A6IW-01	1:Del:C:1	0.46379363274480756	0.5362063672551924
TCGA-AC-A6IW-01	1:Del:C:2	0.9998315532086356	0.0001684467913644248
TCGA-AC-A6IW-01	1:Del:C:3	0.9998900830647828	0.0001099169352173036
TCGA-AC-A6IW-01	1:Del:C:4	0.9989425200350299	0.0010574799649701332
TCGA-AC-A6IW-01	1:Del:C:5	0.27124719840556777	0.7287528015944322
TCGA-AC-A6IW-01	1:Del:T:0	2.829010902366042e-05	0.9999717098909763
TCGA-AC-A6IW-01	1:Del:T:1	0.9983949776751735	0.0016050223248265344
TCGA-AC-A6IW-01	1:Del:T:2	0.9998205006025503	0.00017949939744965862
TCGA-AC-A6IW-01	1:Del:T:3	0.9998949636654925	0.00010503633450756474
TCGA-AC-A6IW-01	1:Del:T:4	0.9995049422958762	0.0004950577041238814
TCGA-AC-A6IW-01	1:Del:T:5	0.5325241197287	0.4674758802713001
TCGA-AC-A6IW-01	1:Ins:C:0	2.0138332488898077e-06	0.9999979861667511
TCGA-AC-A6IW-01	1:Ins:C:1	4.300510311155114e-07	0.999999569948969
TCGA-AC-A6IW-01	1:Ins:C:2	6.880877383628634e-07	0.9999993119122617
TCGA-AC-A6IW-01	1:Ins:C:3	9.322598987956514e-07	0.9999990677401012
TCGA-AC-A6IW-01	1:Ins:C:4	5.364523095286185e-07	0.9999994635476905
TCGA-AC-A6IW-01	1:Ins:C:5	2.6484442234896517e-07	0.9999997351555777
TCGA-AC-A6IW-01	1:Ins:T:0	6.098837754818429e-07	0.9999993901162246
TCGA-AC-A6IW-01	1:Ins:T:1	8.792630340227003e-08	0.9999999120736965
TCGA-AC-A6IW-01	1:Ins:T:2	4.386177717383871e-07	0.9999995613822282
TCGA-AC-A6IW-01	1:Ins:T:3	5.190899922612736e-07	0.9999994809100077
TCGA-AC-A6IW-01	1:Ins:T:4	1.6355254331189815e-06	0.9999983644745669
TCGA-AC-A6IW-01	1:Ins:T:5	5.0984463428122275e-08	0.9999999490155367
TCGA-AC-A6IW-01	2:Del:R:0	2.392187801232976e-08	0.999999976078122
TCGA-AC-A6IW-01	2:Del:R:1	1.1906795519333561e-06	0.999998809320448
TCGA-AC-A6IW-01	2:Del:R:2	0.0002483827318559095	0.9997516172681441
TCGA-AC-A6IW-01	2:Del:R:3	0.0001196430473610442	0.999880356952639
TCGA-AC-A6IW-01	2:Del:R:4	3.2709325734449926e-05	0.9999672906742656
TCGA-AC-A6IW-01	2:Del:R:5	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	3:Del:R:0	0.0006274272526623784	0.9993725727473376
TCGA-AC-A6IW-01	3:Del:R:1	2.2843255199190157e-06	0.99999771567448
TCGA-AC-A6IW-01	3:Del:R:2	3.581124241012741e-05	0.99996418875759
TCGA-AC-A6IW-01	3:Del:R:3	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	3:Del:R:4	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	3:Del:R:5	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	4:Del:R:0	1.8302009325558745e-07	0.9999998169799068
TCGA-AC-A6IW-01	4:Del:R:1	0.0028388023158486693	0.9971611976841513
TCGA-AC-A6IW-01	4:Del:R:2	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	4:Del:R:3	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	4:Del:R:4	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	4:Del:R:5	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	5:Del:R:0	3.7313618930025194e-10	0.9999999996268638
TCGA-AC-A6IW-01	5:Del:R:1	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	5:Del:R:2	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	5:Del:R:3	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	5:Del:R:4	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	5:Del:R:5	0.00996837656587419	0.9900316234341258
TCGA-AC-A6IW-01	2:Ins:R:0	1.0397620674195e-06	0.9999989602379326
TCGA-AC-A6IW-01	2:Ins:R:1	5.368667536492998e-07	0.9999994631332464
TCGA-AC-A6IW-01	2:Ins:R:2	8.981124908128394e-07	0.9999991018875092
TCGA-AC-A6IW-01	2:Ins:R:3	0.000471114639833669	0.9995288853601663
TCGA-AC-A6IW-01	2:Ins:R:4	6.030654528478641e-05	0.9999396934547152
TCGA-AC-A6IW-01	2:Ins:R:5	1.5439081502422672e-05	0.9999845609184975
TCGA-AC-A6IW-01	3:Ins:R:0	1.5554193499656268e-06	0.99999844458065
TCGA-AC-A6IW-01	3:Ins:R:1	2.0470876016352528e-06	0.9999979529123983
TCGA-AC-A6IW-01	3:Ins:R:2	0.0004531052273497223	0.9995468947726502
TCGA-AC-A6IW-01	3:Ins:R:3	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	3:Ins:R:4	0.00011631463254065698	0.9998836853674593
TCGA-AC-A6IW-01	3:Ins:R:5	0.0031113232072613175	0.9968886767927386
TCGA-AC-A6IW-01	4:Ins:R:0	2.968032653059282e-06	0.999997031967347
TCGA-AC-A6IW-01	4:Ins:R:1	1.3401680830244524e-06	0.9999986598319169
TCGA-AC-A6IW-01	4:Ins:R:2	1.2399834988640126e-05	0.9999876001650113
TCGA-AC-A6IW-01	4:Ins:R:3	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	4:Ins:R:4	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	4:Ins:R:5	0.0004160739688866063	0.9995839260311135
TCGA-AC-A6IW-01	5:Ins:R:0	1.1913187109797764e-06	0.999998808681289
TCGA-AC-A6IW-01	5:Ins:R:1	5.697716984381224e-07	0.9999994302283016
TCGA-AC-A6IW-01	5:Ins:R:2	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	5:Ins:R:3	0.00996837659060939	0.9900316234093905
TCGA-AC-A6IW-01	5:Ins:R:4	0.0005283392802649399	0.9994716607197351
TCGA-AC-A6IW-01	5:Ins:R:5	0.00023450296299308996	0.9997654970370069
TCGA-AC-A6IW-01	2:Del:M:1	1.5844850653544002e-07	0.9999998415514934
TCGA-AC-A6IW-01	3:Del:M:1	1.3141267068462085e-07	0.9999998685873293
TCGA-AC-A6IW-01	3:Del:M:2	4.802227736541091e-07	0.9999995197772263
TCGA-AC-A6IW-01	4:Del:M:1	2.828987328297367e-07	0.9999997171012672
TCGA-AC-A6IW-01	4:Del:M:2	1.0279496864785967e-06	0.9999989720503135
TCGA-AC-A6IW-01	4:Del:M:3	4.060239017801963e-06	0.9999959397609822
TCGA-AC-A6IW-01	5:Del:M:1	2.8886266095333102e-08	0.999999971113734
TCGA-AC-A6IW-01	5:Del:M:2	1.8777717930636085e-07	0.9999998122228207
TCGA-AC-A6IW-01	5:Del:M:3	8.230702117223046e-07	0.9999991769297882
TCGA-AC-A6IW-01	5:Del:M:4	2.089808246656584e-06	0.9999979101917534
TCGA-AC-A6IW-01	5:Del:M:5	0.013542152268022837	0.9864578477319771
TCGA-AC-A6IX-01	1:Del:C:0	4.810289671206175e-06	0.9999951897103289
TCGA-AC-A6IX-01	1:Del:C:1	0.6336871842721885	0.36631281572781144
TCGA-AC-A6IX-01	1:Del:C:2	0.9999157695101398	8.423048986008839e-05
TCGA-AC-A6IX-01	1:Del:C:3	0.9999450385117922	5.49614882078212e-05
TCGA-AC-A6IX-01	1:Del:C:4	0.9994709803036499	0.0005290196963500488
TCGA-AC-A6IX-01	1:Del:C:5	0.42674186223697996	0.5732581377630201
TCGA-AC-A6IX-01	1:Del:T:0	5.6578617432065286e-05	0.999943421382568
TCGA-AC-A6IX-01	1:Del:T:1	0.9991968442961693	0.0008031557038307473
TCGA-AC-A6IX-01	1:Del:T:2	0.9999102422455438	8.975775445624997e-05
TCGA-AC-A6IX-01	1:Del:T:3	0.9999474790744435	5.252092555653507e-05
TCGA-AC-A6IX-01	1:Del:T:4	0.9997524098622355	0.0002475901377645234
TCGA-AC-A6IX-01	1:Del:T:5	0.6949634434764678	0.30503655652353223
TCGA-AC-A6IX-01	1:Ins:C:0	4.027658386747241e-06	0.9999959723416132
TCGA-AC-A6IX-01	1:Ins:C:1	8.601016923434031e-07	0.9999991398983077
TCGA-AC-A6IX-01	1:Ins:C:2	1.376174529796907e-06	0.9999986238254701
TCGA-AC-A6IX-01	1:Ins:C:3	1.8645180593758856e-06	0.9999981354819406
TCGA-AC-A6IX-01	1:Ins:C:4	1.072904043495385e-06	0.9999989270959564
TCGA-AC-A6IX-01	1:Ins:C:5	5.296887044128313e-07	0.9999994703112955
TCGA-AC-A6IX-01	1:Ins:T:0	1.2197668070477004e-06	0.999998780233193
TCGA-AC-A6IX-01	1:Ins:T:1	1.7585259134247176e-07	0.9999998241474086
TCGA-AC-A6IX-01	1:Ins:T:2	8.772351587058437e-07	0.9999991227648414
TCGA-AC-A6IX-01	1:Ins:T:3	1.0381794456139868e-06	0.9999989618205544
TCGA-AC-A6IX-01	1:Ins:T:4	3.271045516359828e-06	0.9999967289544837
TCGA-AC-A6IX-01	1:Ins:T:5	1.0196892165741378e-07	0.9999998980310782
TCGA-AC-A6IX-01	2:Del:R:0	4.784375488014706e-08	0.9999999521562452
TCGA-AC-A6IX-01	2:Del:R:1	2.3813562684344978e-06	0.9999976186437316
TCGA-AC-A6IX-01	2:Del:R:2	0.0004966421063886795	0.9995033578936113
TCGA-AC-A6IX-01	2:Del:R:3	0.00023925746922936588	0.9997607425307706
TCGA-AC-A6IX-01	2:Del:R:4	6.541651173890896e-05	0.9999345834882611
TCGA-AC-A6IX-01	2:Del:R:5	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	3:Del:R:0	0.0012540676690924856	0.9987459323309076
TCGA-AC-A6IX-01	3:Del:R:1	4.56864060357571e-06	0.9999954313593965
TCGA-AC-A6IX-01	3:Del:R:2	7.161992002193752e-05	0.999928380079978
TCGA-AC-A6IX-01	3:Del:R:3	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	3:Del:R:4	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	3:Del:R:5	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	4:Del:R:0	3.660401195184781e-07	0.9999996339598806
TCGA-AC-A6IX-01	4:Del:R:1	0.00566153265967181	0.9943384673403283
TCGA-AC-A6IX-01	4:Del:R:2	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	4:Del:R:3	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	4:Del:R:4	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	4:Del:R:5	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	5:Del:R:0	7.462723783220426e-10	0.9999999992537277
TCGA-AC-A6IX-01	5:Del:R:1	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	5:Del:R:2	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	5:Del:R:3	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	5:Del:R:4	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	5:Del:R:5	0.019739977601613577	0.9802600223983865
TCGA-AC-A6IX-01	2:Ins:R:0	2.0795219726309343e-06	0.9999979204780274
TCGA-AC-A6IX-01	2:Ins:R:1	1.0737329308470865e-06	0.9999989262670691
TCGA-AC-A6IX-01	2:Ins:R:2	1.7962233684150355e-06	0.9999982037766316
TCGA-AC-A6IX-01	2:Ins:R:3	0.0009417855906879805	0.9990582144093121
TCGA-AC-A6IX-01	2:Ins:R:4	0.00012060581724939326	0.9998793941827505
TCGA-AC-A6IX-01	2:Ins:R:5	3.087768628173023e-05	0.9999691223137183
TCGA-AC-A6IX-01	3:Ins:R:0	3.1108338612800713e-06	0.9999968891661386
TCGA-AC-A6IX-01	3:Ins:R:1	4.094166822152365e-06	0.9999959058331778
TCGA-AC-A6IX-01	3:Ins:R:2	0.0009058000319700254	0.99909419996803
TCGA-AC-A6IX-01	3:Ins:R:3	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	3:Ins:R:4	0.00023260221004072493	0.9997673977899594
TCGA-AC-A6IX-01	3:Ins:R:5	0.006203345800770032	0.9937966541992299
TCGA-AC-A6IX-01	4:Ins:R:0	5.936047687735196e-06	0.9999940639523122
TCGA-AC-A6IX-01	4:Ins:R:1	2.680332573952737e-06	0.999997319667426
TCGA-AC-A6IX-01	4:Ins:R:2	2.479936246927781e-05	0.9999752006375306
TCGA-AC-A6IX-01	4:Ins:R:3	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	4:Ins:R:4	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	4:Ins:R:5	0.0008318018466775382	0.9991681981533224
TCGA-AC-A6IX-01	5:Ins:R:0	2.382634583482392e-06	0.9999976173654165
TCGA-AC-A6IX-01	5:Ins:R:1	1.139542747597038e-06	0.9999988604572524
TCGA-AC-A6IX-01	5:Ins:R:2	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	5:Ins:R:3	0.01973997765011225	0.9802600223498878
TCGA-AC-A6IX-01	5:Ins:R:4	0.0010561205705477634	0.9989438794294522
TCGA-AC-A6IX-01	5:Ins:R:5	0.0004688959684922329	0.9995311040315077
TCGA-AC-A6IX-01	2:Del:M:1	3.168969628590296e-07	0.9999996831030371
TCGA-AC-A6IX-01	3:Del:M:1	2.628253068306662e-07	0.9999997371746933
TCGA-AC-A6IX-01	3:Del:M:2	9.604450860806151e-07	0.9999990395549139
TCGA-AC-A6IX-01	4:Del:M:1	5.657973055961326e-07	0.9999994342026943
TCGA-AC-A6IX-01	4:Del:M:2	2.0558972595982496e-06	0.9999979441027405
TCGA-AC-A6IX-01	4:Del:M:3	8.120445064656033e-06	0.9999918795549354
TCGA-AC-A6IX-01	5:Del:M:1	5.7772530521833507e-08	0.9999999422274695
TCGA-AC-A6IX-01	5:Del:M:2	3.7555428809219677e-07	0.9999996244457119
TCGA-AC-A6IX-01	5:Del:M:3	1.6461390685565776e-06	0.9999983538609314
TCGA-AC-A6IX-01	5:Del:M:4	4.179607758734406e-06	0.9999958203922412
TCGA-AC-A6IX-01	5:Del:M:5	0.026722425382544383	0.9732775746174557
TCGA-AC-A6NO-01	1:Del:C:0	4.810289671206175e-06	0.9999951897103289
TCGA-AC-A6NO-01	1:Del:C:1	0.6336871842721885	0.36631281572781144
TCGA-AC-A6NO-01	1:Del:C:2	0.9999157695101398	8.423048986008839e-05
TCGA-AC-A6NO-01	1:Del:C:3	0.9999450385117922	5.49614882078212e-05
TCGA-AC-A6NO-01	1:Del:C:4	0.9994709803036499	0.0005290196963500488
TCGA-AC-A6NO-01	1:Del:C:5	0.42674186223697996	0.5732581377630201
TCGA-AC-A6NO-01	1:Del:T:0	5.6578617432065286e-05	0.999943421382568
