Samples	ID1	ID2	ID7	ID8	ID15	ID83B	ID83C
TCGA-E2-A14N-01	0	0	0	3	0	0	0
TCGA-E2-A14O-01	0	2	0	0	0	0	0
TCGA-E2-A14P-01	0	0	0	4	0	0	0
TCGA-E2-A14Q-01	0	0	0	0	0	0	4
TCGA-E2-A14R-01	0	0	0	6	0	3	0
TCGA-E2-A14T-01	0	0	0	2	0	1	3
TCGA-E2-A14V-01	0	0	0	7	0	0	0
TCGA-E2-A14W-01	0	0	0	23	0	0	0
TCGA-E2-A14X-01	2	0	0	0	0	0	0
TCGA-E2-A14Y-01	0	0	0	3	0	0	0
TCGA-E2-A14Z-01	0	0	0	0	0	1	3
TCGA-E2-A150-01	0	0	0	1	0	1	0
TCGA-E2-A152-01	0	0	1	0	0	0	0
TCGA-E2-A153-01	0	0	0	3	0	0	0
TCGA-E2-A154-01	0	0	1	2	0	0	0
TCGA-E2-A155-01	0	0	1	0	0	0	3
TCGA-E2-A156-01	0	0	0	3	0	2	0
TCGA-E2-A158-01	0	0	0	6	0	0	0
TCGA-E2-A15A-01	1	0	0	0	3	0	0
TCGA-E2-A15C-01	0	0	0	0	0	3	0
TCGA-E2-A15D-01	1	0	0	0	0	0	2
TCGA-E2-A15E-01	0	0	0	0	1	0	0
TCGA-E2-A15F-01	0	0	0	0	0	3	0
TCGA-E2-A15G-01	1	0	0	2	0	2	0
TCGA-E2-A15H-01	0	0	0	0	0	4	0
TCGA-E2-A15I-01	0	0	0	0	0	2	0
TCGA-E2-A15J-01	0	0	0	1	0	0	2
TCGA-E2-A15K-01	0	0	0	0	0	0	3
TCGA-E2-A15L-01	0	0	2	2	0	0	0
TCGA-E2-A15M-01	0	0	0	2	0	3	0
TCGA-E2-A15O-01	0	0	0	1	0	1	1
TCGA-E2-A15P-01	0	0	0	0	0	0	25
TCGA-E2-A15R-01	0	0	0	0	0	2	0
TCGA-E2-A15S-01	0	0	0	2	0	0	2
TCGA-E2-A15T-01	0	0	0	0	0	1	0
TCGA-E2-A1AZ-01	0	0	0	3	0	0	0
TCGA-E2-A1B0-01	0	0	0	0	0	0	1
TCGA-E2-A1B1-01	0	0	0	0	0	0	1
TCGA-E2-A1B4-01	0	0	0	0	0	0	1
TCGA-E2-A1B5-01	0	0	0	0	0	0	3
TCGA-E2-A1B6-01	0	0	0	0	2	0	0
TCGA-E2-A1BC-01	0	0	0	0	0	2	2
TCGA-E2-A1BD-01	0	0	0	0	5	0	0
TCGA-E2-A1IE-01	0	0	0	0	0	0	1
TCGA-E2-A1IF-01	0	0	0	0	2	0	0
TCGA-E2-A1IG-01	0	0	0	0	0	0	6
TCGA-E2-A1IH-01	0	0	0	3	0	0	0
TCGA-E2-A1II-01	0	0	1	0	0	0	2
TCGA-E2-A1IJ-01	0	0	0	0	0	3	0
TCGA-E2-A1IK-01	0	0	0	0	0	2	0
TCGA-E2-A1IL-01	0	0	0	1	0	0	2
TCGA-E2-A1IN-01	0	0	0	1	0	2	0
TCGA-E2-A1IO-01	0	0	0	0	0	0	1
TCGA-E2-A1IU-01	0	0	0	0	0	0	1
TCGA-E2-A1L6-01	0	0	0	0	0	0	2
TCGA-E2-A1L7-01	0	0	0	2	0	0	0
TCGA-E2-A1L8-01	0	0	0	1	0	0	0
TCGA-E2-A1L9-01	0	0	0	3	0	0	0
TCGA-E2-A1LA-01	0	0	0	3	0	3	0
TCGA-E2-A1LB-01	0	0	0	0	0	0	2
TCGA-E2-A1LG-01	0	0	0	0	0	0	2
TCGA-E2-A1LH-01	0	0	0	10	0	0	0
TCGA-E2-A1LK-01	2	0	0	0	0	5	0
TCGA-E2-A1LL-01	0	0	0	0	1	0	0
TCGA-E2-A2P6-01	0	0	0	0	0	5	0
TCGA-E2-A56Z-01	0	0	0	0	1	0	0
TCGA-E2-A570-01	3	3	0	0	0	0	0
TCGA-E2-A573-01	0	0	0	3	0	2	0
TCGA-E2-A574-01	0	0	0	0	0	5	0
TCGA-E2-A576-01	0	0	0	0	3	0	2
TCGA-E2-A9RU-01	0	0	0	5	0	0	0
TCGA-E9-A1N3-01	0	0	0	0	0	0	1
TCGA-E9-A1N5-01	1	0	0	2	0	0	0
TCGA-E9-A1N8-01	0	0	0	0	0	0	4
TCGA-E9-A1N9-01	0	0	0	0	0	0	1
TCGA-E9-A1NA-01	0	0	0	0	0	0	6
TCGA-E9-A1NE-01	0	0	0	0	1	0	0
TCGA-E9-A1NF-01	5	0	0	0	0	0	0
TCGA-E9-A1NH-01	0	0	0	0	0	5	0
TCGA-E9-A1QZ-01	0	0	0	0	0	2	0
TCGA-E9-A1R2-01	0	0	0	6	2	0	0
TCGA-E9-A1R3-01	0	0	0	0	0	0	2
TCGA-E9-A1R4-01	0	0	0	0	0	1	3
TCGA-E9-A1R5-01	1	0	0	4	0	0	0
TCGA-E9-A1R6-01	0	0	0	0	0	0	3
TCGA-E9-A1R7-01	0	0	0	0	0	0	1
TCGA-E9-A1RA-01	0	0	0	2	0	0	0
TCGA-E9-A1RB-01	0	0	0	0	0	0	2
TCGA-E9-A1RC-01	0	0	0	0	0	1	2
TCGA-E9-A1RD-01	0	0	0	0	0	0	2
TCGA-E9-A1RE-01	0	0	0	0	1	0	0
TCGA-E9-A1RF-01	0	0	0	0	0	4	0
TCGA-E9-A1RG-01	2	0	0	0	0	0	0
TCGA-E9-A1RH-01	0	0	0	4	0	3	0
TCGA-E9-A1RI-01	0	0	0	0	0	0	1
TCGA-E9-A226-01	0	0	0	0	0	0	6
TCGA-E9-A227-01	0	0	0	0	0	4	0
TCGA-E9-A228-01	0	0	1	0	0	0	0
TCGA-E9-A229-01	0	0	0	3	0	0	0
TCGA-E9-A22A-01	0	0	0	2	0	0	0
TCGA-E9-A22B-01	0	0	0	1	0	0	0
TCGA-E9-A22D-01	0	0	0	2	0	0	0
TCGA-E9-A22E-01	0	0	0	5	0	0	0
TCGA-E9-A22G-01	0	0	0	6	0	3	0
TCGA-E9-A22H-01	0	0	0	0	0	3	0
TCGA-E9-A243-01	0	0	0	1	0	2	0
TCGA-E9-A244-01	0	0	3	4	0	0	0
TCGA-E9-A245-01	0	0	0	3	0	0	0
TCGA-E9-A247-01	0	0	0	0	0	0	1
TCGA-E9-A248-01	0	0	0	1	0	3	0
TCGA-E9-A249-01	0	0	0	1	0	0	2
TCGA-E9-A24A-01	0	0	0	0	0	2	0
TCGA-E9-A295-01	0	0	0	0	0	0	4
TCGA-E9-A2JS-01	0	0	0	0	0	2	3
TCGA-E9-A3HO-01	0	0	0	0	0	0	10
TCGA-E9-A3X8-01	2	0	0	2	0	0	0
TCGA-E9-A54Y-01	0	0	0	0	0	0	3
TCGA-E9-A5FK-01	0	0	0	0	0	0	4
TCGA-E9-A5FL-01	3	0	0	4	0	0	0
TCGA-E9-A5UO-01	0	0	0	0	0	0	5
TCGA-E9-A6HE-01	0	0	3	0	0	0	0
TCGA-EW-A1IW-01	0	0	0	0	0	2	0
TCGA-EW-A1IY-01	0	0	0	0	0	0	2
TCGA-EW-A1IZ-01	8	34	51	0	0	0	0
TCGA-EW-A1J1-01	0	0	0	2	0	0	0
TCGA-EW-A1J5-01	0	0	0	0	4	0	0
TCGA-EW-A1J6-01	0	0	0	0	0	0	3
TCGA-EW-A1OV-01	0	0	0	2	0	1	0
TCGA-EW-A1OZ-01	0	0	0	0	0	2	0
TCGA-EW-A1P0-01	0	0	0	0	1	0	0
TCGA-EW-A1P3-01	0	0	0	0	0	0	2
TCGA-EW-A1P4-01	0	0	0	4	0	0	0
TCGA-EW-A1P5-01	0	0	0	1	0	0	0
TCGA-EW-A1P6-01	0	0	0	0	0	0	2
TCGA-EW-A1P7-01	0	0	0	0	0	1	2
TCGA-EW-A1P8-01	0	0	0	0	0	0	3
TCGA-EW-A1PA-01	0	0	0	0	0	0	3
TCGA-EW-A1PB-01	0	0	0	9	0	0	0
TCGA-EW-A1PD-01	0	0	0	5	0	0	0
TCGA-EW-A1PE-01	0	0	0	0	0	0	3
TCGA-EW-A1PG-01	0	0	0	0	3	0	0
TCGA-EW-A1PH-01	0	0	0	0	0	0	2
TCGA-EW-A2FS-01	1	1	0	2	0	0	0
TCGA-EW-A2FV-01	0	0	0	0	4191	0	0
TCGA-EW-A2FW-01	0	0	0	0	0	0	1
TCGA-EW-A423-01	0	4	0	0	0	0	0
TCGA-EW-A6S9-01	3	1	0	0	0	0	0
TCGA-EW-A6SA-01	0	0	0	1	0	0	2
TCGA-EW-A6SB-01	0	0	0	2	0	0	0
TCGA-EW-A6SC-01	0	0	0	0	1	0	0
TCGA-EW-A6SD-01	0	0	0	1	0	0	2
TCGA-GM-A2D9-01	0	0	0	0	1	0	0
TCGA-GM-A2DA-01	0	0	0	2	0	0	0
TCGA-GM-A2DB-01	0	0	0	0	0	0	28
TCGA-GM-A2DC-01	0	0	3	0	0	0	0
TCGA-GM-A2DD-01	0	0	0	0	2	0	0
TCGA-GM-A2DF-01	0	0	0	0	1	0	0
TCGA-GM-A2DH-01	0	0	0	10	0	0	0
TCGA-GM-A2DI-01	0	0	1	0	0	0	0
TCGA-GM-A2DK-01	0	0	0	0	0	0	1
TCGA-GM-A2DL-01	0	0	0	0	0	2	0
TCGA-GM-A2DN-01	0	0	0	0	0	0	2
TCGA-GM-A3NW-01	0	0	0	0	0	0	2
TCGA-GM-A3XL-01	0	0	0	11	0	0	0
TCGA-GM-A4E0-01	0	0	0	0	0	3	0
TCGA-GM-A5PV-01	0	0	0	0	1	0	0
TCGA-GM-A5PX-01	0	0	0	2	0	0	0
TCGA-HN-A2NL-01	0	0	0	8	0	0	0
TCGA-HN-A2OB-01	3	0	0	0	0	0	0
TCGA-JL-A3YX-01	0	0	0	0	0	0	4
TCGA-LD-A66U-01	1	0	0	0	0	2	0
TCGA-LD-A74U-01	0	0	0	0	0	3	0
TCGA-LD-A7W5-01	0	0	0	0	0	0	2
TCGA-LD-A7W6-01	0	0	0	0	0	0	2
TCGA-LD-A9QF-01	0	0	0	0	1	0	0
TCGA-LL-A50Y-01	0	0	2	0	0	3	0
TCGA-LL-A5YL-01	2	0	0	0	0	0	0
TCGA-LL-A5YM-01	2	0	0	4	0	0	0
TCGA-LL-A5YN-01	5	0	0	0	0	0	0
TCGA-LL-A6FP-01	0	0	0	6	0	0	0
TCGA-LL-A6FQ-01	0	0	0	0	0	0	4
TCGA-LL-A6FR-01	0	0	0	7	0	0	0
TCGA-LL-A73Y-01	0	0	0	0	0	3	0
TCGA-LL-A73Z-01	0	1	0	0	0	2	4
TCGA-LL-A740-01	0	0	0	4	0	0	5
TCGA-LL-A7T0-01	3	0	0	0	0	0	0
TCGA-LL-A8F5-01	0	0	0	13	0	0	0
TCGA-LL-A9Q3-01	1	0	0	0	0	0	5
TCGA-OK-A5Q2-01	0	0	0	0	0	0	1
TCGA-OL-A5D6-01	0	0	0	0	0	1	3
TCGA-OL-A5D7-01	1	0	0	4	0	0	0
TCGA-OL-A5D8-01	0	1	0	0	0	1	5
TCGA-OL-A5RU-01	0	0	0	0	4	0	0
TCGA-OL-A5RW-01	0	0	0	0	0	7	0
TCGA-OL-A5RX-01	0	0	0	0	2	0	0
TCGA-OL-A5RY-01	0	0	0	0	1	0	0
TCGA-OL-A5RZ-01	2	0	0	4	0	3	0
TCGA-OL-A5S0-01	0	0	0	0	7	0	0
TCGA-OL-A66H-01	0	0	0	0	0	1	2
TCGA-OL-A66I-01	0	0	2	0	0	0	2
TCGA-OL-A66J-01	0	0	0	0	2	0	0
TCGA-OL-A66K-01	1	0	0	1	0	0	2
TCGA-OL-A66L-01	0	0	0	0	0	2	0
TCGA-OL-A66N-01	0	0	0	3	0	0	0
TCGA-OL-A66O-01	1	0	0	3	0	0	0
TCGA-OL-A66P-01	0	0	0	0	0	0	17
TCGA-OL-A6VO-01	3	0	0	0	0	0	0
TCGA-OL-A6VQ-01	2	0	0	0	0	3	0
TCGA-OL-A6VR-01	0	0	0	1	0	0	0
TCGA-OL-A97C-01	0	0	0	0	0	0	22
TCGA-PE-A5DC-01	0	0	0	16	0	0	0
TCGA-PE-A5DD-01	0	1	0	0	0	0	4
TCGA-PE-A5DE-01	0	0	0	1	0	0	0
TCGA-PL-A8LV-01	0	0	0	0	0	7	0
TCGA-PL-A8LX-01	1	0	0	0	0	0	3
TCGA-PL-A8LZ-01	0	0	0	2	0	0	2
TCGA-S3-A6ZF-01	1	0	0	3	0	0	0
TCGA-S3-A6ZG-01	2	0	0	0	3	0	0
TCGA-S3-A6ZH-01	0	2	0	2	0	0	0
TCGA-S3-AA0Z-01	0	0	0	0	0	0	3
TCGA-S3-AA10-01	0	0	0	12	0	0	0
TCGA-S3-AA11-01	0	0	0	0	0	0	7
TCGA-S3-AA12-01	0	0	0	0	0	0	7
TCGA-S3-AA14-01	0	0	0	0	0	0	1
TCGA-S3-AA15-01	0	0	0	0	2	0	0
TCGA-S3-AA17-01	0	0	0	12	0	0	0
TCGA-UL-AAZ6-01	0	0	0	6	0	0	0
TCGA-UU-A93S-01	0	3	0	0	0	0	6
TCGA-V7-A7HQ-01	0	0	0	0	0	3	0
TCGA-W8-A86G-01	0	0	0	0	0	0	2
TCGA-WT-AB41-01	0	0	0	2	0	0	0
TCGA-WT-AB44-01	0	0	0	5	0	0	0
TCGA-XX-A899-01	0	0	0	1	0	0	0
TCGA-XX-A89A-01	1	0	0	3	0	0	0
TCGA-Z7-A8R5-01	0	0	0	0	2	0	0
TCGA-Z7-A8R6-01	0	6	0	0	0	0	0
