Samples	ID83A	ID83B
TCGA-E2-A14T-01	8.84E-02	8.84E-02
TCGA-E2-A14V-01	1.78E-01	1.78E-01
TCGA-E2-A14W-01	2.74E-01	2.74E-01
TCGA-E2-A14X-01	1.31E-01	1.31E-01
TCGA-E2-A14Y-01	0.00E+00	0.00E+00
TCGA-E2-A14Z-01	8.84E-02	8.84E-02
TCGA-E2-A150-01	1.59E-01	1.59E-01
TCGA-E2-A152-01	0.00E+00	0.00E+00
TCGA-E2-A153-01	0.00E+00	0.00E+00
TCGA-E2-A154-01	1.14E-01	1.14E-01
TCGA-E2-A155-01	2.18E-01	2.18E-01
TCGA-E2-A156-01	2.54E-01	2.54E-01
TCGA-E2-A158-01	0.00E+00	0.00E+00
TCGA-E2-A15A-01	1.55E-01	1.55E-01
TCGA-E2-A15C-01	1.85E-01	1.82E-01
TCGA-E2-A15D-01	1.31E-01	1.31E-01
TCGA-E2-A15E-01	0.00E+00	0.00E+00
TCGA-E2-A15F-01	1.75E-01	1.69E-01
TCGA-E2-A15G-01	2.29E-01	2.29E-01
TCGA-E2-A15H-01	2.18E-01	2.18E-01
TCGA-E2-A15I-01	0.00E+00	0.00E+00
TCGA-E2-A15J-01	1.62E-01	1.62E-01
TCGA-E2-A15K-01	1.64E-01	1.64E-01
TCGA-E2-A15L-01	1.06E-01	1.06E-01
TCGA-E2-A15M-01	2.18E-01	2.18E-01
TCGA-E2-A15O-01	1.93E-01	1.93E-01
TCGA-E2-A15P-01	2.07E-01	2.07E-01
TCGA-E2-A15R-01	1.28E-01	1.28E-01
TCGA-E2-A15S-01	1.30E-01	1.30E-01
TCGA-E2-A15T-01	0.00E+00	0.00E+00
TCGA-E2-A1AZ-01	0.00E+00	0.00E+00
TCGA-E2-A1B0-01	0.00E+00	0.00E+00
TCGA-E2-A1B1-01	0.00E+00	0.00E+00
TCGA-E2-A1B4-01	0.00E+00	0.00E+00
TCGA-E2-A1B5-01	0.00E+00	0.00E+00
TCGA-E2-A1B6-01	0.00E+00	0.00E+00
TCGA-E2-A1BC-01	2.17E-01	2.09E-01
TCGA-E2-A1BD-01	1.62E-01	1.62E-01
TCGA-E2-A1IE-01	0.00E+00	0.00E+00
TCGA-E2-A1IF-01	0.00E+00	0.00E+00
TCGA-E2-A1IG-01	1.33E-01	1.33E-01
TCGA-E2-A1IH-01	0.00E+00	0.00E+00
TCGA-E2-A1II-01	1.78E-01	1.78E-01
TCGA-E2-A1IJ-01	1.78E-01	1.78E-01
TCGA-E2-A1IK-01	1.50E-01	1.50E-01
TCGA-E2-A1IL-01	0.00E+00	0.00E+00
TCGA-E2-A1IN-01	1.90E-01	1.90E-01
TCGA-E2-A1IO-01	0.00E+00	0.00E+00
TCGA-E2-A1IU-01	0.00E+00	0.00E+00
TCGA-E2-A1L6-01	0.00E+00	0.00E+00
TCGA-E2-A1L7-01	1.26E-01	1.26E-01
TCGA-E2-A1L8-01	0.00E+00	0.00E+00
TCGA-E2-A1L9-01	0.00E+00	0.00E+00
TCGA-E2-A1LA-01	2.53E-01	2.53E-01
TCGA-E2-A1LB-01	0.00E+00	0.00E+00
TCGA-E2-A1LG-01	0.00E+00	0.00E+00
TCGA-E2-A1LH-01	1.91E-01	1.91E-01
TCGA-E2-A1LK-01	2.43E-01	2.43E-01
TCGA-E2-A1LL-01	0.00E+00	0.00E+00
TCGA-E2-A2P6-01	2.68E-01	2.68E-01
TCGA-E2-A56Z-01	0.00E+00	0.00E+00
TCGA-E2-A570-01	2.44E-01	2.44E-01
TCGA-E2-A573-01	2.11E-01	2.11E-01
TCGA-E2-A574-01	1.88E-01	1.88E-01
TCGA-E2-A576-01	2.12E-01	2.12E-01
TCGA-E2-A9RU-01	1.55E-01	1.55E-01
TCGA-E9-A1N3-01	0.00E+00	0.00E+00
TCGA-E9-A1N5-01	0.00E+00	0.00E+00
TCGA-E9-A1N8-01	0.00E+00	0.00E+00
TCGA-E9-A1N9-01	0.00E+00	0.00E+00
TCGA-E9-A1NA-01	1.90E-01	1.90E-01
TCGA-E9-A1NE-01	0.00E+00	0.00E+00
TCGA-E9-A1NF-01	1.33E-01	1.33E-01
TCGA-E9-A1NH-01	2.78E-01	2.73E-01
TCGA-E9-A1QZ-01	0.00E+00	0.00E+00
TCGA-E9-A1R2-01	2.98E-01	2.98E-01
TCGA-E9-A1R3-01	0.00E+00	0.00E+00
TCGA-E9-A1R4-01	1.42E-01	1.42E-01
TCGA-E9-A1R5-01	1.50E-01	1.50E-01
TCGA-E9-A1R6-01	0.00E+00	0.00E+00
TCGA-E9-A1R7-01	0.00E+00	0.00E+00
TCGA-E9-A1RA-01	0.00E+00	0.00E+00
TCGA-E9-A1RB-01	0.00E+00	0.00E+00
TCGA-E9-A1RC-01	1.24E-01	1.24E-01
TCGA-E9-A1RD-01	0.00E+00	0.00E+00
TCGA-E9-A1RE-01	0.00E+00	0.00E+00
TCGA-E9-A1RF-01	1.18E-01	1.18E-01
TCGA-E9-A1RG-01	0.00E+00	0.00E+00
TCGA-E9-A1RH-01	2.09E-01	2.09E-01
TCGA-E9-A1RI-01	0.00E+00	0.00E+00
TCGA-E9-A226-01	1.97E-01	1.97E-01
TCGA-E9-A227-01	2.03E-01	2.03E-01
TCGA-E9-A228-01	0.00E+00	0.00E+00
TCGA-E9-A229-01	0.00E+00	0.00E+00
TCGA-E9-A22A-01	0.00E+00	0.00E+00
TCGA-E9-A22B-01	0.00E+00	0.00E+00
TCGA-E9-A22D-01	0.00E+00	0.00E+00
TCGA-E9-A22E-01	0.00E+00	0.00E+00
TCGA-E9-A22G-01	3.10E-01	3.10E-01
TCGA-E9-A22H-01	1.59E-01	1.59E-01
TCGA-E9-A243-01	1.14E-01	1.03E-01
TCGA-E9-A244-01	2.32E-01	2.32E-01
TCGA-E9-A245-01	0.00E+00	0.00E+00
TCGA-E9-A247-01	0.00E+00	0.00E+00
TCGA-E9-A248-01	1.94E-01	1.94E-01
TCGA-E9-A249-01	0.00E+00	0.00E+00
TCGA-E9-A24A-01	1.49E-01	1.49E-01
TCGA-E9-A295-01	1.79E-01	1.79E-01
TCGA-E9-A2JS-01	1.41E-01	1.41E-01
TCGA-E9-A3HO-01	2.45E-01	2.45E-01
TCGA-E9-A3X8-01	0.00E+00	0.00E+00
TCGA-E9-A54Y-01	1.33E-01	1.33E-01
TCGA-E9-A5FK-01	0.00E+00	0.00E+00
TCGA-E9-A5FL-01	1.67E-01	1.67E-01
TCGA-E9-A5UO-01	0.00E+00	0.00E+00
TCGA-E9-A6HE-01	2.04E-01	2.04E-01
TCGA-EW-A1IW-01	0.00E+00	0.00E+00
TCGA-EW-A1IY-01	0.00E+00	0.00E+00
TCGA-EW-A1IZ-01	2.43E+00	2.43E+00
TCGA-EW-A1J1-01	0.00E+00	0.00E+00
TCGA-EW-A1J5-01	1.28E-01	1.28E-01
TCGA-EW-A1J6-01	0.00E+00	0.00E+00
TCGA-EW-A1OV-01	1.83E-01	1.83E-01
TCGA-EW-A1OZ-01	0.00E+00	0.00E+00
TCGA-EW-A1P0-01	0.00E+00	0.00E+00
TCGA-EW-A1P3-01	6.67E-02	6.67E-02
TCGA-EW-A1P4-01	1.69E-01	1.69E-01
TCGA-EW-A1P5-01	0.00E+00	0.00E+00
TCGA-EW-A1P6-01	0.00E+00	0.00E+00
TCGA-EW-A1P7-01	1.89E-01	1.89E-01
TCGA-EW-A1P8-01	0.00E+00	0.00E+00
TCGA-EW-A1PA-01	0.00E+00	0.00E+00
TCGA-EW-A1PB-01	7.93E-02	7.93E-02
TCGA-EW-A1PD-01	1.33E-01	1.33E-01
TCGA-EW-A1PE-01	0.00E+00	0.00E+00
TCGA-EW-A1PG-01	1.40E-01	1.40E-01
TCGA-EW-A1PH-01	0.00E+00	0.00E+00
TCGA-EW-A2FS-01	1.79E-01	1.79E-01
TCGA-EW-A2FV-01	0.00E+00	0.00E+00
TCGA-EW-A2FW-01	0.00E+00	0.00E+00
TCGA-EW-A423-01	2.59E-01	2.59E-01
TCGA-EW-A6S9-01	1.32E-01	1.32E-01
TCGA-EW-A6SA-01	1.52E-01	1.52E-01
TCGA-EW-A6SB-01	0.00E+00	0.00E+00
TCGA-EW-A6SC-01	0.00E+00	0.00E+00
TCGA-EW-A6SD-01	0.00E+00	0.00E+00
TCGA-GM-A2D9-01	0.00E+00	0.00E+00
TCGA-GM-A2DA-01	0.00E+00	0.00E+00
TCGA-GM-A2DB-01	2.77E-01	2.77E-01
TCGA-GM-A2DC-01	1.35E-01	1.35E-01
TCGA-GM-A2DD-01	1.30E-01	1.30E-01
TCGA-GM-A2DF-01	0.00E+00	0.00E+00
TCGA-GM-A2DH-01	1.94E-01	1.94E-01
TCGA-GM-A2DI-01	0.00E+00	0.00E+00
TCGA-GM-A2DK-01	0.00E+00	0.00E+00
TCGA-GM-A2DL-01	0.00E+00	0.00E+00
TCGA-GM-A2DN-01	0.00E+00	0.00E+00
TCGA-GM-A3NW-01	0.00E+00	0.00E+00
TCGA-GM-A3XL-01	1.69E-01	1.69E-01
TCGA-GM-A4E0-01	2.02E-01	2.02E-01
TCGA-GM-A5PV-01	0.00E+00	0.00E+00
TCGA-GM-A5PX-01	0.00E+00	0.00E+00
TCGA-HN-A2NL-01	1.52E-01	1.52E-01
TCGA-HN-A2OB-01	0.00E+00	0.00E+00
TCGA-JL-A3YX-01	0.00E+00	0.00E+00
TCGA-LD-A66U-01	1.32E-01	1.22E-01
TCGA-LD-A74U-01	1.80E-01	1.80E-01
TCGA-LD-A7W5-01	0.00E+00	0.00E+00
TCGA-LD-A7W6-01	0.00E+00	0.00E+00
TCGA-LD-A9QF-01	0.00E+00	0.00E+00
TCGA-LL-A50Y-01	2.94E-01	2.94E-01
TCGA-LL-A5YL-01	0.00E+00	0.00E+00
TCGA-LL-A5YM-01	0.00E+00	0.00E+00
TCGA-LL-A5YN-01	0.00E+00	0.00E+00
TCGA-LL-A6FP-01	1.66E-01	1.66E-01
TCGA-LL-A6FQ-01	1.82E-01	1.82E-01
TCGA-LL-A6FR-01	2.00E-01	2.00E-01
TCGA-LL-A73Y-01	1.72E-01	1.67E-01
TCGA-LL-A73Z-01	1.96E-01	1.96E-01
TCGA-LL-A740-01	2.19E-01	2.19E-01
TCGA-LL-A7T0-01	1.47E-01	1.47E-01
TCGA-LL-A8F5-01	3.40E-01	3.40E-01
TCGA-LL-A9Q3-01	1.69E-01	1.69E-01
TCGA-OK-A5Q2-01	0.00E+00	0.00E+00
TCGA-OL-A5D6-01	1.19E-01	1.19E-01
TCGA-OL-A5D7-01	1.46E-01	1.46E-01
TCGA-OL-A5D8-01	1.96E-01	1.96E-01
TCGA-OL-A5RU-01	1.62E-01	1.62E-01
TCGA-OL-A5RW-01	3.23E-01	3.21E-01
TCGA-OL-A5RX-01	0.00E+00	0.00E+00
TCGA-OL-A5RY-01	0.00E+00	0.00E+00
TCGA-OL-A5RZ-01	2.66E-01	2.52E-01
TCGA-OL-A5S0-01	3.04E-01	3.04E-01
TCGA-OL-A66H-01	1.41E-01	1.41E-01
TCGA-OL-A66I-01	1.82E-01	1.82E-01
TCGA-OL-A66J-01	0.00E+00	0.00E+00
TCGA-OL-A66K-01	0.00E+00	0.00E+00
TCGA-OL-A66L-01	1.41E-01	1.41E-01
TCGA-OL-A66N-01	1.59E-01	1.59E-01
TCGA-OL-A66O-01	1.43E-01	1.43E-01
TCGA-OL-A66P-01	3.11E-01	3.11E-01
TCGA-OL-A6VO-01	1.40E-01	1.40E-01
TCGA-OL-A6VQ-01	1.90E-01	1.90E-01
TCGA-OL-A6VR-01	0.00E+00	0.00E+00
TCGA-OL-A97C-01	2.13E-01	2.13E-01
TCGA-PE-A5DC-01	2.61E-01	2.61E-01
TCGA-PE-A5DD-01	1.55E-01	1.55E-01
TCGA-PE-A5DE-01	0.00E+00	0.00E+00
TCGA-PL-A8LV-01	3.10E-01	3.10E-01
TCGA-PL-A8LX-01	0.00E+00	0.00E+00
TCGA-PL-A8LZ-01	1.59E-01	1.59E-01
TCGA-S3-A6ZF-01	0.00E+00	0.00E+00
TCGA-S3-A6ZG-01	1.69E-01	1.69E-01
TCGA-S3-A6ZH-01	2.12E-01	2.12E-01
TCGA-S3-AA0Z-01	0.00E+00	0.00E+00
TCGA-S3-AA10-01	1.72E-01	1.72E-01
TCGA-S3-AA11-01	1.53E-01	1.53E-01
TCGA-S3-AA12-01	0.00E+00	0.00E+00
TCGA-S3-AA14-01	0.00E+00	0.00E+00
TCGA-S3-AA15-01	0.00E+00	0.00E+00
TCGA-S3-AA17-01	2.34E-01	2.34E-01
TCGA-UL-AAZ6-01	1.59E-01	1.59E-01
TCGA-UU-A93S-01	2.98E-01	3.02E-01
TCGA-V7-A7HQ-01	1.38E-01	1.38E-01
TCGA-W8-A86G-01	0.00E+00	0.00E+00
TCGA-WT-AB41-01	0.00E+00	0.00E+00
TCGA-WT-AB44-01	1.42E-01	1.42E-01
TCGA-XX-A899-01	0.00E+00	0.00E+00
TCGA-XX-A89A-01	1.33E-01	1.33E-01
TCGA-Z7-A8R5-01	1.14E-01	1.14E-01
TCGA-Z7-A8R6-01	2.07E-01	2.07E-01
