Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
TCGA-C8-A26W-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-C8-A26X-01	2.09E-01	4.63E-02	1.84E-01	1.72E-01	1.98E-01	4.63E-02	1.73E-01	1.24E-01	1.71E-01	2.19E-01	2.37E-01	2.95E-01	2.22E-01
TCGA-C8-A26Y-01	7.35E-02	2.48E-01	3.13E-01	1.47E-01	0.00E+00	3.33E-02	1.33E-01	1.67E-01	3.88E-01	9.04E-01	9.94E-01	4.52E-01	4.00E-01
TCGA-C8-A26Z-01	7.93E-02	1.32E-01	8.42E-02	7.35E-02	3.33E-02	0.00E+00	0.00E+00	1.00E-01	1.00E-01	0.00E+00	1.66E-01	0.00E+00	3.33E-02
TCGA-C8-A273-01	6.67E-02	6.67E-02	3.33E-02	6.67E-02	0.00E+00	6.67E-02	7.93E-02	6.67E-02	3.33E-02	1.33E-01	9.20E-02	8.42E-02	1.55E-01
TCGA-C8-A274-01	6.67E-02	0.00E+00	1.37E-01	1.04E-01	3.33E-02	1.78E-01	7.35E-02	1.04E-01	1.71E-01	2.61E-01	2.76E-01	2.77E-01	2.63E-01
TCGA-C8-A275-01	7.43E-02	9.10E-02	6.31E-02	6.31E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02
TCGA-C8-A278-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-C8-A27B-01	3.33E-02	3.33E-02	4.63E-02	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	2.59E-01	1.19E-01	1.21E-01	2.04E-01	1.28E-01
TCGA-C8-A3M7-01	4.63E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.31E-01	0.00E+00	0.00E+00	7.93E-02	8.42E-02	1.01E-01	1.19E-01	5.57E-02
TCGA-C8-A3M8-01	0.00E+00	4.63E-02	1.67E-01	1.52E-01	3.33E-02	3.33E-02	0.00E+00	7.35E-02	1.53E-01	2.83E-01	2.91E-01	1.37E-01	1.64E-01
TCGA-C8-A8HP-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.44E-01	3.33E-02	0.00E+00	7.93E-02	1.49E-01	1.01E-01	3.33E-02	0.00E+00
TCGA-C8-A8HQ-01	7.93E-02	1.33E-01	1.14E-01	8.42E-02	3.33E-02	1.26E-01	0.00E+00	3.33E-02	5.57E-02	1.06E-01	1.84E-01	1.79E-01	7.85E-02
TCGA-C8-A8HR-01	8.42E-02	1.45E-01	8.42E-02	6.67E-02	4.63E-02	4.63E-02	3.33E-02	0.00E+00	1.14E-01	7.93E-02	7.93E-02	9.69E-02	4.63E-02
TCGA-C8-A9FZ-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	1.47E-01	0.00E+00	1.69E-01	6.67E-02	8.84E-02	1.04E-01	4.63E-02
TCGA-D8-A13Y-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	3.33E-02	4.18E-01	1.53E-01	1.84E-01	3.59E-01	1.71E-01
TCGA-D8-A13Z-01	3.33E-02	6.67E-02	4.63E-02	6.67E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	2.37E-01	2.06E-01	2.37E-01	1.11E-01	1.57E-01
TCGA-D8-A140-01	7.35E-02	9.69E-02	1.32E-01	1.41E-01	1.30E-01	3.33E-02	3.00E-01	3.33E-02	1.76E-01	2.64E-01	2.90E-01	2.66E-01	2.78E-01
TCGA-D8-A141-01	0.00E+00	7.35E-02	0.00E+00	1.35E-01	0.00E+00	6.67E-02	0.00E+00	5.57E-02	7.35E-02	8.84E-02	1.13E-01	4.63E-02	3.33E-02
TCGA-D8-A142-01	1.38E-01	1.54E-01	9.26E-02	7.35E-02	7.35E-02	1.62E-01	0.00E+00	1.45E-01	5.57E-02	1.57E-01	2.00E-01	1.04E-01	1.54E-01
TCGA-D8-A143-01	0.00E+00	1.33E-01	1.01E-01	3.33E-02	0.00E+00	3.33E-02	2.58E-01	3.33E-02	2.76E-01	2.36E-01	2.02E-01	4.63E-02	1.56E-01
TCGA-D8-A145-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.59E-01	0.00E+00	1.31E-01	8.84E-02	1.04E-01	1.19E-01	1.22E-01	1.64E-01
TCGA-D8-A146-01	0.00E+00	0.00E+00	8.42E-02	6.67E-02	0.00E+00	1.40E-01	0.00E+00	0.00E+00	1.40E-01	1.06E-01	0.00E+00	8.84E-02	1.09E-01
TCGA-D8-A147-01	0.00E+00	8.84E-02	1.94E-01	3.33E-02	0.00E+00	2.56E-01	0.00E+00	0.00E+00	3.30E-01	1.57E-01	1.64E-01	2.22E-01	1.45E-01
TCGA-D8-A1J8-01	2.18E-01	4.80E-01	4.46E-01	4.67E-01	0.00E+00	2.97E-01	1.21E+00	2.12E-01	2.98E-01	4.50E-01	3.36E-01	1.69E-01	6.31E-01
TCGA-D8-A1J9-01	6.67E-02	0.00E+00	0.00E+00	6.67E-02	0.00E+00	6.67E-02	0.00E+00	4.63E-02	6.67E-02	1.06E-01	1.39E-01	1.01E-01	1.09E-01
TCGA-D8-A1JB-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-01	0.00E+00	0.00E+00	1.96E-01	0.00E+00	9.26E-02	2.01E-01	0.00E+00
TCGA-D8-A1JC-01	0.00E+00	9.26E-02	7.93E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.89E-01	1.04E-01	1.22E-01	1.45E-01	1.72E-01
TCGA-D8-A1JD-01	1.37E-01	0.00E+00	0.00E+00	2.48E-01	6.67E-02	0.00E+00	0.00E+00	1.00E-01	3.89E-01	0.00E+00	2.43E-01	2.85E-01	6.67E-02
TCGA-D8-A1JE-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-D8-A1JF-01	0.00E+00	1.93E-01	1.35E-01	3.33E-02	3.33E-02	1.44E-01	7.35E-02	1.64E-01	1.78E-01	2.74E-01	1.57E-01	1.33E-01	1.63E-01
TCGA-D8-A1JG-01	1.00E-01	3.33E-02	6.67E-02	0.00E+00	3.33E-02	1.73E-01	4.63E-02	7.35E-02	2.54E-01	9.69E-02	2.18E-01	2.23E-01	1.41E-01
TCGA-D8-A1JH-01	0.00E+00	6.67E-02	1.11E-01	4.63E-02	6.67E-02	9.69E-02	1.36E-01	0.00E+00	8.42E-02	1.57E-01	1.04E-01	8.84E-02	1.30E-01
TCGA-D8-A1JI-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-D8-A1JK-01	1.04E-01	1.87E-01	1.55E-01	1.77E-01	0.00E+00	4.00E-01	2.51E-01	9.26E-02	4.61E-01	3.04E-01	6.80E-01	3.60E-01	4.60E-01
TCGA-D8-A1JL-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.76E-01	0.00E+00	0.00E+00	3.33E-02	1.69E-01	0.00E+00	1.43E-01	1.64E-01	0.00E+00
TCGA-D8-A1JM-01	0.00E+00	0.00E+00	7.35E-02	6.67E-02	0.00E+00	4.63E-02	3.33E-02	0.00E+00	5.57E-02	1.62E-01	1.40E-01	9.69E-02	8.84E-02
TCGA-D8-A1JN-01	1.00E-01	1.04E-01	9.26E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.07E-01	1.40E-01	2.34E-01	7.93E-02	8.84E-02
TCGA-D8-A1JP-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.35E-01	0.00E+00	0.00E+00	3.23E-01	1.62E-01	1.37E-01	2.70E-01	0.00E+00
TCGA-D8-A1JS-01	0.00E+00	0.00E+00	9.69E-02	1.52E-01	0.00E+00	6.67E-02	0.00E+00	7.35E-02	9.69E-02	1.30E-01	3.33E-02	1.21E-01	1.82E-01
TCGA-D8-A1JT-01	1.06E-01	1.08E-01	1.19E-01	7.35E-02	1.00E-01	1.04E-01	3.33E-02	3.33E-02	1.42E-01	1.90E-01	2.11E-01	1.74E-01	9.69E-02
TCGA-D8-A1JU-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-D8-A1X5-01	1.33E-01	1.00E-01	3.33E-02	0.00E+00	0.00E+00	7.35E-02	1.90E-01	3.33E-02	5.57E-02	1.88E-01	1.28E-01	1.79E-01	1.91E-01
TCGA-D8-A1X6-01	0.00E+00	3.33E-02	1.11E-01	8.42E-02	1.88E-01	3.33E-02	1.19E-01	3.33E-02	1.71E-01	2.53E-01	2.17E-01	1.41E-01	1.75E-01
TCGA-D8-A1X9-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	1.17E-01	1.54E-01	0.00E+00	7.35E-02	1.41E-01	0.00E+00
TCGA-D8-A1XA-01	0.00E+00	7.35E-02	1.53E-01	1.00E-01	0.00E+00	6.67E-02	0.00E+00	0.00E+00	2.25E-01	1.57E-01	2.08E-01	2.21E-01	1.42E-01
TCGA-D8-A1XB-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.93E-02	3.33E-02	1.51E-01	1.55E-01	1.69E-01	1.11E-01	3.33E-02	0.00E+00
TCGA-D8-A1XC-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-D8-A1XF-01	0.00E+00	0.00E+00	0.00E+00	2.26E-01	0.00E+00	0.00E+00	3.33E-02	1.83E-01	1.45E-01	7.35E-02	7.35E-02	1.09E-01	2.09E-01
TCGA-D8-A1XG-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.95E-01	0.00E+00	1.55E-01	2.18E-01	0.00E+00
TCGA-D8-A1XK-01	1.05E+00	6.93E-01	2.33E+00	3.02E-01	3.13E-01	2.09E-01	2.67E+00	2.45E-01	2.33E-01	8.13E-01	4.61E-01	2.42E-01	1.17E+00
TCGA-D8-A1XL-01	2.18E-01	3.33E-02	7.35E-02	1.54E-01	3.33E-02	2.22E-01	8.42E-02	7.93E-02	2.52E-01	2.02E-01	9.69E-02	1.59E-01	1.56E-01
TCGA-D8-A1XM-01	6.67E-02	3.33E-02	8.84E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.01E-01	1.50E-01	1.33E-01	1.17E-01	1.06E-01
TCGA-D8-A1XQ-01	8.52E-01	6.89E-01	1.94E+00	2.18E-01	8.92E-01	5.05E-01	2.13E+00	2.95E-01	3.50E-01	1.25E+00	8.92E-01	4.16E-01	1.13E+00
TCGA-D8-A1XR-01	0.00E+00	6.67E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.42E-02	0.00E+00	1.52E-01	7.35E-02	7.93E-02	1.21E-01	2.05E-01
TCGA-D8-A1XS-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-D8-A1XT-01	0.00E+00	0.00E+00	0.00E+00	6.67E-02	1.30E-01	1.27E-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-D8-A1XU-01	0.00E+00	0.00E+00	8.84E-02	0.00E+00	0.00E+00	1.26E-01	0.00E+00	0.00E+00	1.26E-01	1.11E-01	0.00E+00	1.04E-01	1.04E-01
TCGA-D8-A1XV-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-D8-A1XW-01	1.66E-01	0.00E+00	0.00E+00	6.67E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	2.86E-01	7.93E-02	6.67E-02	2.16E-01	1.33E-01
TCGA-D8-A1XY-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00
TCGA-D8-A1XZ-01	0.00E+00	3.33E-02	1.41E-01	0.00E+00	0.00E+00	0.00E+00	1.82E-01	0.00E+00	2.19E-01	1.68E-01	1.64E-01	7.93E-02	7.35E-02
TCGA-D8-A1Y0-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.23E-01	0.00E+00	7.35E-02	1.15E-01	0.00E+00
TCGA-D8-A1Y1-01	1.67E-01	3.88E-01	5.63E-01	2.98E-01	0.00E+00	1.00E-01	8.41E-01	2.32E-01	0.00E+00	4.98E-01	4.85E-01	1.00E-01	5.29E-01
TCGA-D8-A1Y3-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	4.63E-02	1.42E-01	1.42E-01	1.01E-01	1.51E-01
TCGA-D8-A27E-01	0.00E+00	3.33E-02	4.63E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.64E-01	5.57E-02	1.30E-01	6.67E-02	1.33E-01
TCGA-D8-A27F-01	0.00E+00	3.33E-02	1.17E-01	0.00E+00	0.00E+00	1.78E-01	0.00E+00	0.00E+00	3.28E-01	1.57E-01	2.39E-01	3.11E-01	1.28E-01
TCGA-D8-A27G-01	0.00E+00	1.18E-01	1.01E-01	6.67E-02	0.00E+00	2.03E-01	6.67E-02	0.00E+00	4.63E-02	1.50E-01	2.04E-01	1.64E-01	2.29E-01
TCGA-D8-A27H-01	1.35E-01	0.00E+00	1.56E-01	1.04E-01	7.35E-02	0.00E+00	0.00E+00	0.00E+00	3.48E-01	0.00E+00	9.26E-02	3.11E-01	0.00E+00
TCGA-D8-A27I-01	1.26E-01	3.33E-02	3.33E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.51E-02	1.33E-01	3.33E-02	7.35E-02
TCGA-D8-A27K-01	1.00E-01	3.33E-02	3.33E-02	6.67E-02	4.63E-02	6.67E-02	7.35E-02	0.00E+00	1.30E-01	1.41E-01	1.54E-01	1.49E-01	1.97E-01
TCGA-D8-A27L-01	0.00E+00	0.00E+00	1.24E-01	6.67E-02	0.00E+00	5.57E-02	4.63E-02	0.00E+00	9.69E-02	1.95E-01	1.57E-01	1.40E-01	1.50E-01
TCGA-D8-A27M-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.69E-01	0.00E+00	1.69E-01	0.00E+00	0.00E+00
TCGA-D8-A27N-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	3.33E-02	0.00E+00	1.35E-01	1.49E-01	1.70E-01	0.00E+00	0.00E+00
TCGA-D8-A27R-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-D8-A27T-01	3.33E-02	3.33E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	8.21E-02	7.85E-02	4.63E-02	7.43E-02
TCGA-D8-A27V-01	1.11E+02	5.33E+01	7.50E+01	4.96E+01	7.87E+01	3.67E+01	1.64E+01	2.77E+01	0.00E+00	1.26E-01	3.90E+00	3.37E+01	1.27E+01
TCGA-D8-A27W-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.43E-02	3.33E-02	0.00E+00	6.92E-02	4.63E-02	4.63E-02	9.20E-02
TCGA-D8-A3Z6-01	7.35E-02	4.63E-02	1.82E-01	0.00E+00	0.00E+00	1.35E-01	6.67E-02	0.00E+00	1.43E-01	2.12E-01	2.58E-01	1.26E-01	1.90E-01
TCGA-D8-A73U-01	8.42E-02	0.00E+00	1.53E-01	7.35E-02	8.42E-02	1.43E-01	0.00E+00	3.33E-02	9.26E-02	1.06E-01	3.33E-02	9.26E-02	1.38E-01
TCGA-D8-A73W-01	1.55E-01	1.24E-01	8.42E-02	1.21E-01	0.00E+00	3.33E-02	0.00E+00	1.86E-01	6.67E-02	1.37E-01	1.04E-01	3.33E-02	8.42E-02
TCGA-D8-A73X-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.51E-01	1.43E-01	3.33E-02	3.33E-02	7.35E-02	1.62E-01	2.26E-01	6.67E-02	0.00E+00
TCGA-E2-A105-01	4.63E-02	1.64E-01	2.02E-01	1.04E-01	0.00E+00	0.00E+00	1.61E-01	0.00E+00	3.39E-01	2.30E-01	3.13E-01	1.82E-01	2.30E-01
TCGA-E2-A107-01	6.67E-02	0.00E+00	9.69E-02	3.33E-02	0.00E+00	2.11E-01	0.00E+00	0.00E+00	2.13E-01	1.90E-01	1.50E-01	1.99E-01	2.35E-01
TCGA-E2-A108-01	0.00E+00	0.00E+00	1.26E-01	6.67E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.50E-01	1.50E-01	1.38E-01	1.89E-01	1.21E-01
TCGA-E2-A109-01	1.21E-01	1.50E-01	1.11E-01	2.09E-01	0.00E+00	3.33E-02	1.93E-01	7.93E-02	2.01E-01	2.16E-01	2.07E-01	1.35E-01	1.83E-01
TCGA-E2-A10A-01	1.00E-01	1.36E-01	1.39E-01	1.00E-01	1.00E-01	6.67E-02	1.54E-01	7.35E-02	2.08E-01	1.92E-01	1.23E-01	1.48E-01	1.46E-01
TCGA-E2-A10B-01	9.69E-02	3.33E-02	7.35E-02	0.00E+00	0.00E+00	3.33E-02	3.33E-02	3.33E-02	1.04E-01	1.30E-01	1.42E-01	1.26E-01	1.19E-01
TCGA-E2-A10C-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A10F-01	0.00E+00	0.00E+00	1.01E-01	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-01	1.30E-01	9.26E-02	1.64E-01	5.57E-02
TCGA-E2-A14N-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A14O-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	1.11E-01	0.00E+00	3.33E-02	1.24E-01	9.51E-02	3.33E-02	0.00E+00
TCGA-E2-A14P-01	1.39E-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	9.26E-02	0.00E+00	3.33E-02	1.97E-01	2.27E-01	2.11E-01	2.22E-01	1.30E-01
TCGA-E2-A14Q-01	6.67E-02	0.00E+00	3.33E-02	3.33E-02	1.39E-01	3.33E-02	0.00E+00	4.63E-02	1.62E-01	1.30E-01	1.72E-01	8.42E-02	1.35E-01
TCGA-E2-A14R-01	3.33E-02	3.33E-02	7.35E-02	0.00E+00	0.00E+00	2.61E-01	7.35E-02	4.63E-02	2.85E-01	1.51E-01	2.42E-01	2.59E-01	9.69E-02
TCGA-E2-A14T-01	7.35E-02	0.00E+00	1.00E-01	0.00E+00	0.00E+00	1.79E-01	3.33E-02	0.00E+00	1.95E-01	2.35E-01	2.13E-01	1.82E-01	1.38E-01
TCGA-E2-A14V-01	3.33E-02	0.00E+00	1.94E-01	0.00E+00	0.00E+00	4.63E-02	0.00E+00	1.85E-01	3.28E-01	3.23E-01	2.52E-01	2.88E-01	1.49E-01
TCGA-E2-A14W-01	1.64E-01	2.25E-01	2.61E-01	1.01E-01	2.28E-01	3.35E-01	6.67E-02	1.75E-01	6.11E-01	2.25E-01	2.22E-01	4.71E-01	2.02E-01
TCGA-E2-A14X-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.26E-02	3.33E-02	1.19E-01	3.33E-02	0.00E+00	7.93E-02	5.57E-02	1.57E-01
TCGA-E2-A14Y-01	0.00E+00	0.00E+00	3.33E-02	6.67E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.37E-01	1.62E-01	1.87E-01	1.97E-01	1.46E-01
TCGA-E2-A14Z-01	0.00E+00	0.00E+00	6.31E-02	0.00E+00	0.00E+00	1.84E-01	0.00E+00	0.00E+00	1.51E-01	1.11E-01	1.47E-01	1.45E-01	7.93E-02
TCGA-E2-A150-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.21E-01	0.00E+00	0.00E+00	1.21E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A152-01	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	7.43E-02	6.92E-02	6.31E-02	7.85E-02
TCGA-E2-A153-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.11E-01	0.00E+00	1.11E-01	0.00E+00	0.00E+00
TCGA-E2-A154-01	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	1.44E-01	0.00E+00	1.64E-01	0.00E+00	9.69E-02	2.03E-01	0.00E+00
TCGA-E2-A155-01	0.00E+00	1.47E-01	1.17E-01	1.96E-01	0.00E+00	0.00E+00	1.52E-01	5.57E-02	0.00E+00	1.06E-01	1.36E-01	5.57E-02	6.92E-02
TCGA-E2-A156-01	0.00E+00	6.67E-02	3.33E-02	3.33E-02	6.67E-02	1.85E-01	0.00E+00	1.57E-01	1.71E-01	1.30E-01	1.39E-01	2.78E-01	1.21E-01
TCGA-E2-A158-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	3.20E-01	2.70E-01	3.26E-01	3.45E-01	1.51E-01
TCGA-E2-A15A-01	3.33E-02	3.33E-02	9.69E-02	1.26E-01	0.00E+00	1.18E-01	3.33E-02	1.67E-01	9.69E-02	1.14E-01	1.04E-01	4.63E-02	1.67E-01
TCGA-E2-A15C-01	0.00E+00	0.00E+00	7.35E-02	3.33E-02	0.00E+00	1.89E-01	0.00E+00	0.00E+00	7.35E-02	1.49E-01	1.30E-01	6.92E-02	1.64E-01
TCGA-E2-A15D-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	6.67E-02	1.72E-01	9.26E-02	0.00E+00	1.52E-01	6.67E-02	1.35E-01
TCGA-E2-A15E-01	6.31E-02	0.00E+00	0.00E+00	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A15F-01	0.00E+00	0.00E+00	1.46E-01	6.67E-02	0.00E+00	1.73E-01	0.00E+00	0.00E+00	1.39E-01	1.63E-01	6.67E-02	1.26E-01	2.16E-01
TCGA-E2-A15G-01	0.00E+00	6.67E-02	0.00E+00	1.57E-01	0.00E+00	1.48E-01	1.55E-01	5.57E-02	1.19E-01	6.92E-02	1.21E-01	1.92E-01	2.19E-01
TCGA-E2-A15H-01	1.37E-01	1.09E-01	1.26E-01	8.42E-02	3.33E-02	1.62E-01	1.14E-01	1.04E-01	3.33E-02	1.31E-01	9.26E-02	1.26E-01	1.61E-01
TCGA-E2-A15I-01	9.69E-02	1.21E-01	8.42E-02	7.93E-02	6.67E-02	1.47E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-E2-A15J-01	1.43E-01	0.00E+00	0.00E+00	4.63E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	1.39E-01	0.00E+00	1.35E-01	0.00E+00	0.00E+00
TCGA-E2-A15K-01	3.33E-02	0.00E+00	4.63E-02	4.63E-02	1.60E-01	6.67E-02	1.21E-01	9.26E-02	7.35E-02	1.82E-01	1.30E-01	1.06E-01	7.35E-02
TCGA-E2-A15L-01	1.18E-01	6.67E-02	3.33E-02	0.00E+00	0.00E+00	1.18E-01	1.42E-01	3.33E-02	1.72E-01	1.96E-01	1.57E-01	1.41E-01	1.76E-01
TCGA-E2-A15M-01	0.00E+00	0.00E+00	0.00E+00	1.52E-01	0.00E+00	1.96E-01	0.00E+00	1.36E-01	1.62E-01	0.00E+00	4.63E-02	1.68E-01	0.00E+00
TCGA-E2-A15O-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.33E-01	0.00E+00	0.00E+00	1.96E-01	0.00E+00	1.21E-01	0.00E+00	0.00E+00
TCGA-E2-A15P-01	1.96E-01	4.05E-01	4.76E-01	1.35E-01	6.67E-02	1.69E-01	3.38E-01	3.33E-02	5.40E-01	1.01E+00	9.33E-01	4.31E-01	4.94E-01
TCGA-E2-A15R-01	0.00E+00	6.67E-02	7.35E-02	0.00E+00	0.00E+00	7.93E-02	0.00E+00	1.24E-01	4.63E-02	8.42E-02	5.57E-02	7.43E-02	3.33E-02
TCGA-E2-A15S-01	9.20E-02	1.33E-01	7.93E-02	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.17E-01	0.00E+00	1.75E-01	1.48E-01	3.33E-02
TCGA-E2-A15T-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A1AZ-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.40E-01	3.33E-02	1.11E-01	6.67E-02	0.00E+00
TCGA-E2-A1B0-01	0.00E+00	0.00E+00	4.63E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	7.85E-02	7.43E-02	6.92E-02	6.31E-02	6.31E-02
TCGA-E2-A1B1-01	3.33E-02	3.33E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	8.21E-02	7.85E-02	4.63E-02	7.43E-02
TCGA-E2-A1B4-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-E2-A1B5-01	6.67E-02	3.33E-02	1.46E-01	0.00E+00	0.00E+00	6.67E-02	3.33E-02	3.33E-02	1.53E-01	1.95E-01	8.21E-02	1.49E-01	1.82E-01
TCGA-E2-A1B6-01	0.00E+00	0.00E+00	0.00E+00	1.42E-01	1.35E-01	0.00E+00	0.00E+00	1.01E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-E2-A1BC-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.72E-01	0.00E+00	0.00E+00	1.38E-01	1.04E-01	1.43E-01	7.35E-02	7.93E-02
