Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
TCGA-AC-A6IW-01	7.93E-02	0.00E+00	1.76E-01	7.93E-02	7.35E-02	6.67E-02	7.35E-02	1.18E-01	7.93E-02	1.77E-01	2.19E-01	1.48E-01	2.15E-01
TCGA-AC-A6IX-01	0.00E+00	0.00E+00	0.00E+00	1.00E-01	0.00E+00	6.67E-02	0.00E+00	1.44E-01	1.00E-01	1.50E-01	1.76E-01	0.00E+00	3.33E-02
TCGA-AC-A6NO-01	0.00E+00	3.33E-02	1.11E-01	0.00E+00	0.00E+00	1.47E-01	1.19E-01	3.33E-02	3.33E-02	1.11E-01	7.93E-02	8.42E-02	1.38E-01
TCGA-AC-A7VB-01	1.00E-01	6.67E-02	1.51E-01	0.00E+00	0.00E+00	7.35E-02	0.00E+00	0.00E+00	2.12E-01	2.34E-01	1.48E-01	2.16E-01	1.71E-01
TCGA-AC-A7VC-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AC-A8OP-01	1.82E-01	1.67E-01	3.32E-01	1.24E-01	5.57E-02	7.35E-02	1.18E-01	1.00E-01	2.07E-01	1.90E-01	3.47E-01	2.43E-01	3.35E-01
TCGA-AC-A8OQ-01	3.33E-02	9.26E-02	1.14E-01	0.00E+00	0.00E+00	1.55E-01	2.90E-01	0.00E+00	3.33E-02	1.48E-01	3.13E-01	1.74E-01	7.93E-02
TCGA-AC-A8OR-01	0.00E+00	1.39E-01	1.21E-01	0.00E+00	0.00E+00	6.67E-02	3.33E-02	0.00E+00	1.74E-01	1.31E-01	1.49E-01	7.35E-02	1.28E-01
TCGA-AC-A8OS-01	0.00E+00	9.26E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.97E-01	6.31E-02	2.14E-01	1.01E-01	0.00E+00
TCGA-AN-A0XL-01	6.67E-02	1.04E-01	0.00E+00	1.00E-01	3.33E-02	3.33E-02	1.00E-01	6.67E-02	1.82E-01	2.65E-01	1.71E-01	1.06E-01	1.11E-01
TCGA-AN-A0XN-01	0.00E+00	0.00E+00	7.93E-02	0.00E+00	0.00E+00	1.73E-01	3.33E-02	0.00E+00	5.09E-01	2.87E-01	3.04E-01	4.57E-01	2.48E-01
TCGA-AN-A0XO-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.37E-01	0.00E+00	3.33E-02	1.38E-01	0.00E+00
TCGA-AN-A0XP-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.42E-01	3.33E-02	0.00E+00	1.76E-01	1.71E-01	1.50E-01	1.14E-01	1.76E-01
TCGA-AN-A0XR-01	1.00E-01	3.33E-02	1.51E-01	1.00E-01	3.33E-02	0.00E+00	1.00E-01	1.18E-01	1.84E-01	1.33E-01	1.48E-01	2.43E-01	2.21E-01
TCGA-AN-A0XS-01	3.33E-02	1.04E-01	7.93E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.85E-02	9.20E-02	1.80E-01	1.42E-01	3.33E-02
TCGA-AN-A0XU-01	9.26E-02	0.00E+00	1.94E-01	9.26E-02	1.11E-01	3.33E-02	0.00E+00	0.00E+00	4.66E-01	1.77E-01	2.81E-01	5.47E-01	1.18E-01
TCGA-AN-A0XV-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.62E-01	0.00E+00	1.67E-01	3.33E-02	0.00E+00	1.36E-01	0.00E+00	0.00E+00
TCGA-AN-A0XW-01	0.00E+00	0.00E+00	7.35E-02	3.33E-02	0.00E+00	3.33E-02	6.67E-02	0.00E+00	9.26E-02	1.40E-01	7.35E-02	1.06E-01	1.54E-01
TCGA-AO-A03U-01	0.00E+00	3.33E-02	0.00E+00	6.67E-02	0.00E+00	7.35E-02	0.00E+00	0.00E+00	7.93E-02	1.41E-01	1.40E-01	9.20E-02	1.04E-01
TCGA-AO-A03V-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AO-A0JG-01	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	6.31E-02	7.85E-02	5.57E-02	5.57E-02	8.21E-02
TCGA-AO-A124-01	7.93E-02	1.08E-01	1.41E-01	3.33E-02	4.63E-02	2.60E-01	1.30E-01	0.00E+00	4.35E-01	2.33E-01	4.12E-01	5.01E-01	3.02E-01
TCGA-AO-A125-01	3.33E-02	3.33E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	8.21E-02	7.85E-02	4.63E-02	7.43E-02
TCGA-AO-A126-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AO-A128-01	3.28E-01	4.65E-01	9.34E-01	1.51E-01	0.00E+00	7.35E-02	1.09E+00	4.63E-02	1.55E-01	4.00E-01	5.07E-01	7.93E-02	2.12E-01
TCGA-AO-A129-01	0.00E+00	0.00E+00	0.00E+00	1.64E-01	0.00E+00	6.67E-02	0.00E+00	2.11E-01	3.10E-01	0.00E+00	7.35E-02	2.78E-01	0.00E+00
TCGA-AO-A12A-01	0.00E+00	0.00E+00	7.93E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	9.69E-02	8.84E-02	1.31E-01	1.01E-01	1.06E-01
TCGA-AO-A12B-01	7.35E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-01	0.00E+00	0.00E+00	8.42E-02	8.42E-02	8.42E-02	1.06E-01	6.67E-02
TCGA-AO-A12D-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AO-A12E-01	0.00E+00	6.67E-02	1.53E-01	0.00E+00	0.00E+00	1.41E-01	0.00E+00	0.00E+00	1.21E-01	1.80E-01	1.95E-01	1.00E-01	1.14E-01
TCGA-AO-A12F-01	9.69E-02	1.84E-01	7.35E-02	0.00E+00	3.33E-02	1.82E-01	0.00E+00	0.00E+00	1.54E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AO-A12G-01	0.00E+00	6.67E-02	4.63E-02	3.33E-02	0.00E+00	2.60E-01	3.33E-02	0.00E+00	1.33E-01	1.11E-01	2.73E-01	2.70E-01	2.51E-01
TCGA-AO-A12H-01	0.00E+00	0.00E+00	8.42E-02	6.67E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.17E-01	1.21E-01	3.33E-02	1.04E-01	1.32E-01
TCGA-AO-A1KR-01	6.67E-02	4.63E-02	6.31E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.66E-01	2.03E-01	1.64E-01	7.35E-02	1.09E-01
TCGA-AO-A1KT-01	6.67E-02	0.00E+00	6.67E-02	3.33E-02	0.00E+00	6.67E-02	0.00E+00	3.33E-02	1.73E-01	9.20E-02	1.54E-01	1.71E-01	1.24E-01
TCGA-AQ-A04H-01	3.33E-02	7.35E-02	1.33E-01	1.52E-01	0.00E+00	1.00E-01	3.33E-02	7.35E-02	1.01E-01	1.71E-01	1.77E-01	1.11E-01	7.43E-02
TCGA-AQ-A0Y5-01	0.00E+00	6.67E-02	3.33E-02	1.71E-01	0.00E+00	0.00E+00	0.00E+00	9.69E-02	1.55E-01	1.41E-01	1.26E-01	6.67E-02	7.35E-02
TCGA-AQ-A1H2-01	6.67E-02	4.63E-02	7.93E-02	3.33E-02	0.00E+00	2.00E-01	0.00E+00	0.00E+00	1.04E-01	1.64E-01	1.09E-01	1.71E-01	3.33E-02
TCGA-AQ-A1H3-01	6.67E-02	0.00E+00	1.75E-01	6.67E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.48E-01	2.11E-01	2.57E-01	1.19E-01	2.35E-01
TCGA-AQ-A54O-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AQ-A7U7-01	1.04E-01	6.67E-02	7.35E-02	7.35E-02	1.75E-01	0.00E+00	0.00E+00	6.67E-02	1.08E-01	1.26E-01	1.01E-01	1.42E-01	1.28E-01
TCGA-AR-A0TP-01	1.84E-01	6.67E-02	3.33E-02	7.35E-02	7.35E-02	1.47E-01	0.00E+00	3.03E-01	3.47E-01	1.12E-01	1.49E-01	3.08E-01	1.33E-01
TCGA-AR-A0TQ-01	0.00E+00	3.33E-02	3.33E-02	0.00E+00	9.26E-02	0.00E+00	0.00E+00	0.00E+00	9.20E-02	1.01E-01	9.69E-02	1.69E-01	1.04E-01
TCGA-AR-A0TR-01	3.33E-02	6.67E-02	6.67E-02	1.62E-01	0.00E+00	3.33E-02	1.08E-01	1.39E-01	1.18E-01	1.54E-01	1.04E-01	1.21E-01	3.33E-02
TCGA-AR-A0TS-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.61E-01	0.00E+00	1.82E-01	1.82E-01	1.37E-01	1.57E-01	1.68E-01	1.04E-01
TCGA-AR-A0TT-01	0.00E+00	6.67E-02	6.67E-02	4.63E-02	1.36E-01	6.67E-02	0.00E+00	0.00E+00	4.63E-02	1.86E-01	1.54E-01	9.26E-02	3.33E-02
TCGA-AR-A0TU-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	2.86E-01	3.33E-02	1.92E-01	3.19E-01	6.67E-02
TCGA-AR-A0TV-01	0.00E+00	3.33E-02	1.70E-01	6.67E-02	0.00E+00	1.49E-01	1.04E-01	1.79E-01	1.01E-01	1.64E-01	1.01E-01	1.01E-01	1.21E-01
TCGA-AR-A0TW-01	7.35E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	7.35E-02	0.00E+00	1.69E-01	1.28E-01	5.57E-02	7.43E-02	1.72E-01	8.42E-02
TCGA-AR-A0TX-01	0.00E+00	0.00E+00	3.33E-02	1.79E-01	0.00E+00	0.00E+00	3.33E-02	1.55E-01	1.19E-01	7.35E-02	7.93E-02	4.63E-02	4.63E-02
TCGA-AR-A0TZ-01	1.43E-01	0.00E+00	0.00E+00	4.63E-02	6.67E-02	3.33E-02	0.00E+00	0.00E+00	9.69E-02	1.41E-01	6.92E-02	0.00E+00	0.00E+00
TCGA-AR-A0U0-01	4.63E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	6.67E-02	7.35E-02	0.00E+00	1.41E-01	1.33E-01	1.61E-01	1.82E-01	2.27E-01
TCGA-AR-A0U1-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.39E-01	0.00E+00	1.39E-01	0.00E+00	0.00E+00
TCGA-AR-A0U2-01	7.93E-02	1.00E-01	7.93E-02	0.00E+00	0.00E+00	0.00E+00	1.04E-01	0.00E+00	8.42E-02	1.94E-01	1.33E-01	1.57E-01	2.43E-01
TCGA-AR-A0U3-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-01	3.33E-02	0.00E+00	1.26E-01	5.57E-02	6.92E-02	1.19E-01	1.50E-01
TCGA-AR-A0U4-01	1.24E-01	1.69E-01	1.96E-01	1.55E-01	3.33E-02	9.26E-02	5.57E-02	7.35E-02	2.57E-01	1.37E-01	2.28E-01	8.84E-02	1.71E-01
TCGA-AR-A1AH-01	7.35E-02	6.67E-02	1.18E-01	9.26E-02	1.96E-01	3.33E-02	7.35E-02	3.33E-02	2.84E-01	2.78E-01	1.90E-01	2.69E-01	3.17E-01
TCGA-AR-A1AI-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-01	0.00E+00	0.00E+00	1.19E-01	8.42E-02	8.84E-02	7.93E-02	7.35E-02
TCGA-AR-A1AJ-01	3.33E-02	7.35E-02	8.84E-02	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	7.35E-02	1.54E-01	1.06E-01	1.06E-01	1.09E-01
TCGA-AR-A1AK-01	6.67E-02	6.67E-02	0.00E+00	6.67E-02	0.00E+00	3.33E-02	0.00E+00	6.67E-02	9.26E-02	1.67E-01	9.69E-02	9.69E-02	1.32E-01
TCGA-AR-A1AL-01	0.00E+00	3.33E-02	1.04E-01	1.57E-01	0.00E+00	0.00E+00	3.33E-02	4.63E-02	1.14E-01	1.89E-01	1.24E-01	1.35E-01	1.09E-01
TCGA-AR-A1AN-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AR-A1AO-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.31E-01	0.00E+00	1.54E-01	1.43E-01	0.00E+00
TCGA-AR-A1AP-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-AR-A1AQ-01	2.02E-01	3.33E-02	1.14E-01	1.40E-01	2.42E-01	1.66E-01	2.13E-01	1.96E-01	1.94E-01	1.94E-01	2.48E-01	2.57E-01	1.33E-01
TCGA-AR-A1AR-01	3.33E-02	3.33E-02	7.35E-02	0.00E+00	0.00E+00	1.95E-01	5.57E-02	2.56E-01	1.14E-01	1.14E-01	6.31E-02	1.90E-01	1.08E-01
TCGA-AR-A1AS-01	0.00E+00	4.63E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.11E-01	1.04E-01	1.33E-01	1.55E-01	7.35E-02
TCGA-AR-A1AT-01	1.41E-01	0.00E+00	1.57E-01	1.59E-01	2.67E-01	2.37E-01	0.00E+00	7.35E-02	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00
TCGA-AR-A1AU-01	0.00E+00	0.00E+00	4.63E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	7.85E-02	7.43E-02	6.92E-02	6.31E-02	6.31E-02
TCGA-AR-A1AV-01	3.33E-02	7.35E-02	1.41E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.21E-01	2.51E-01	2.00E-01	1.82E-01	1.17E-01
TCGA-AR-A1AW-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AR-A1AX-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	1.11E-01	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AR-A1AY-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.54E-01	0.00E+00	0.00E+00	1.71E-01	1.69E-01	2.25E-01	0.00E+00	0.00E+00
TCGA-AR-A24H-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.32E-01	3.33E-02	0.00E+00	3.75E-01	0.00E+00	1.43E-01	2.28E-01	1.62E-01
TCGA-AR-A24K-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	8.21E-02	7.85E-02	6.92E-02	7.85E-02
TCGA-AR-A24L-01	1.04E-01	1.70E-01	1.01E-01	1.18E-01	6.67E-02	1.66E-01	0.00E+00	3.33E-02	1.51E-01	0.00E+00	5.57E-02	6.67E-02	2.03E-01
TCGA-AR-A24M-01	4.63E-02	0.00E+00	3.33E-02	0.00E+00	6.67E-02	8.42E-02	0.00E+00	1.26E-01	3.33E-02	7.93E-02	7.93E-02	6.31E-02	8.42E-02
TCGA-AR-A24N-01	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	6.31E-02	7.85E-02	5.57E-02	5.57E-02	8.21E-02
TCGA-AR-A24O-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.21E-02	0.00E+00	4.63E-02	8.75E-02	0.00E+00
TCGA-AR-A24P-01	7.35E-02	0.00E+00	3.33E-02	3.33E-02	0.00E+00	1.00E-01	3.33E-02	3.33E-02	8.84E-02	1.49E-01	1.41E-01	1.41E-01	1.96E-01
TCGA-AR-A24Q-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	4.63E-02	3.07E-01	3.33E-02	0.00E+00	1.90E-01	2.10E-01	1.89E-01	2.37E-01	8.42E-02
TCGA-AR-A24R-01	0.00E+00	1.08E-01	4.63E-02	1.90E-01	0.00E+00	0.00E+00	1.00E-01	4.63E-02	1.69E-01	1.89E-01	1.97E-01	7.93E-02	7.93E-02
TCGA-AR-A24S-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	7.93E-02	3.33E-02	1.26E-01	8.42E-02	1.19E-01	1.42E-01	1.49E-01
TCGA-AR-A24T-01	0.00E+00	7.35E-02	1.17E-01	1.00E-01	0.00E+00	3.33E-02	7.35E-02	0.00E+00	1.30E-01	2.02E-01	1.42E-01	1.89E-01	1.49E-01
TCGA-AR-A24U-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AR-A24W-01	3.33E-02	4.63E-02	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	7.85E-02	8.21E-02	5.57E-02	4.63E-02
TCGA-AR-A24X-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.27E-01	0.00E+00	3.33E-02	0.00E+00	1.31E-01	0.00E+00	0.00E+00
TCGA-AR-A24Z-01	1.01E-01	1.63E-01	7.93E-02	3.33E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.95E-01	4.63E-02	1.33E-01	9.69E-02	7.93E-02
TCGA-AR-A250-01	7.35E-02	7.93E-02	2.96E-01	3.33E-02	0.00E+00	7.93E-02	4.63E-02	1.59E-01	3.34E-01	3.46E-01	2.50E-01	1.77E-01	3.61E-01
TCGA-AR-A251-01	2.03E-01	6.67E-02	1.43E-01	1.67E-01	1.71E-01	1.85E-01	3.33E-02	3.33E-02	3.57E-01	2.15E-01	2.57E-01	3.84E-01	1.70E-01
TCGA-AR-A254-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-AR-A255-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	4.63E-02	0.00E+00	1.80E-01	1.33E-01	2.08E-01	6.67E-02	1.14E-01
TCGA-AR-A256-01	1.90E-01	1.69E-01	1.49E-01	9.69E-02	3.33E-02	4.63E-02	1.62E-01	3.33E-02	6.57E-01	2.92E-01	4.32E-01	6.30E-01	2.34E-01
TCGA-AR-A2LE-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	3.33E-02	1.52E-01	1.28E-01	0.00E+00	0.00E+00	1.04E-01	1.49E-01
TCGA-AR-A2LH-01	0.00E+00	3.33E-02	3.33E-02	1.30E-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	0.00E+00	1.49E-01	1.21E-01	4.63E-02	4.63E-02
TCGA-AR-A2LK-01	0.00E+00	0.00E+00	9.26E-02	1.85E-01	0.00E+00	0.00E+00	3.33E-02	4.63E-02	1.30E-01	1.17E-01	1.01E-01	8.42E-02	7.35E-02
TCGA-AR-A2LL-01	3.33E-02	6.67E-02	7.35E-02	0.00E+00	0.00E+00	1.31E-01	0.00E+00	0.00E+00	4.63E-02	1.04E-01	8.42E-02	1.09E-01	6.67E-02
TCGA-AR-A2LM-01	4.63E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	6.92E-02	7.43E-02	7.85E-02	7.43E-02
TCGA-AR-A2LN-01	0.00E+00	6.67E-02	7.93E-02	6.67E-02	0.00E+00	0.00E+00	1.28E-01	6.67E-02	6.67E-02	8.42E-02	8.42E-02	1.21E-01	1.82E-01
TCGA-AR-A2LR-01	1.54E-01	1.54E-01	1.04E-01	4.63E-02	1.47E-01	1.57E-01	1.00E-01	0.00E+00	1.90E-01	0.00E+00	1.11E-01	3.33E-02	1.88E-01
TCGA-AR-A5QM-01	0.00E+00	0.00E+00	1.38E-01	6.67E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	9.26E-02	1.57E-01	6.67E-02	1.38E-01	1.64E-01
TCGA-AR-A5QN-01	1.00E-01	1.66E-01	1.59E-01	3.33E-02	0.00E+00	2.14E-01	1.26E-01	3.33E-02	1.47E-01	2.20E-01	3.28E-01	1.68E-01	1.80E-01
TCGA-AR-A5QP-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.27E-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.31E-01	0.00E+00	0.00E+00
TCGA-AR-A5QQ-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.46E-01	2.32E-01	2.90E-01	1.38E-01	1.24E-01
TCGA-B6-A0I1-01	6.92E-02	3.33E-02	1.54E-01	4.63E-02	5.57E-02	0.00E+00	1.21E-01	0.00E+00	2.68E-01	1.22E-01	2.78E-01	2.22E-01	3.13E-01
TCGA-B6-A0IH-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	6.67E-02	1.39E-01	1.04E-01	1.41E-01	9.69E-02	6.31E-02
TCGA-B6-A0RH-01	9.26E-02	0.00E+00	1.89E-01	3.33E-02	0.00E+00	1.04E-01	0.00E+00	0.00E+00	1.84E-01	1.90E-01	2.13E-01	2.60E-01	1.64E-01
TCGA-B6-A0RL-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	1.66E-01	0.00E+00	0.00E+00	1.80E-01	0.00E+00	0.00E+00	9.69E-02	9.69E-02	1.39E-01
TCGA-B6-A0RM-01	9.69E-02	0.00E+00	1.62E-01	2.27E-01	6.67E-02	1.57E-01	0.00E+00	7.35E-02	1.99E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-B6-A0RN-01	9.69E-02	0.00E+00	1.62E-01	4.63E-02	1.35E-01	3.33E-02	6.67E-02	1.72E-01	4.63E-02	1.12E-01	1.01E-01	3.33E-02	0.00E+00
TCGA-B6-A0RO-01	3.33E-02	4.63E-02	6.92E-02	3.33E-02	0.00E+00	7.35E-02	4.63E-02	0.00E+00	1.64E-01	2.00E-01	1.63E-01	1.57E-01	2.00E-01
TCGA-B6-A0RQ-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-B6-A0RT-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-B6-A0RU-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.47E-01	3.33E-02	0.00E+00	1.69E-01	1.94E-01	6.31E-02	1.49E-01	0.00E+00
TCGA-B6-A0WS-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-B6-A0WT-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-B6-A0WV-01	4.63E-02	1.04E-01	2.22E-01	7.35E-02	0.00E+00	2.57E-01	1.33E-01	0.00E+00	2.30E-01	3.98E-01	2.70E-01	3.33E-01	4.08E-01
TCGA-B6-A0WW-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.43E-01	1.54E-01	1.01E-01	1.21E-01	1.66E-01	9.20E-02
TCGA-B6-A0WX-01	0.00E+00	3.33E-02	4.63E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.85E-02	6.31E-02	8.51E-02	3.33E-02	6.92E-02
TCGA-B6-A0WY-01	0.00E+00	3.33E-02	4.63E-02	0.00E+00	3.33E-02	6.67E-02	7.93E-02	3.33E-02	2.00E-01	2.20E-01	1.26E-01	1.04E-01	7.35E-02
TCGA-B6-A0X0-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-01	0.00E+00	1.30E-01	0.00E+00	0.00E+00
TCGA-B6-A0X1-01	1.18E-01	3.33E-02	4.63E-02	0.00E+00	4.63E-02	1.95E-01	0.00E+00	0.00E+00	2.67E-01	2.02E-01	2.58E-01	3.18E-01	9.69E-02
TCGA-B6-A0X4-01	0.00E+00	3.33E-02	7.35E-02	3.33E-02	0.00E+00	1.17E-01	0.00E+00	0.00E+00	1.17E-01	6.31E-02	1.06E-01	3.33E-02	8.84E-02
TCGA-B6-A0X5-01	4.63E-02	0.00E+00	1.04E-01	3.33E-02	0.00E+00	3.33E-02	1.82E-01	0.00E+00	4.63E-02	1.77E-01	1.40E-01	8.84E-02	1.89E-01
TCGA-B6-A0X7-01	6.67E-02	1.00E-01	7.93E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.85E-01	1.95E-01	1.40E-01	1.18E-01	2.08E-01
TCGA-B6-A1KN-01	4.63E-02	1.08E-01	9.26E-02	6.67E-02	0.00E+00	1.04E-01	7.93E-02	4.63E-02	1.19E-01	2.09E-01	1.88E-01	2.42E-01	7.85E-02
TCGA-B6-A2IU-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-B6-A401-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.27E-01	0.00E+00	0.00E+00	9.51E-02	0.00E+00	7.35E-02	1.40E-01	0.00E+00
TCGA-B6-A409-01	0.00E+00	0.00E+00	8.84E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	7.35E-02	1.17E-01	1.24E-01	6.31E-02	1.22E-01
TCGA-B6-A40B-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.64E-01	0.00E+00	9.26E-02	1.75E-01	0.00E+00
TCGA-B6-A40C-01	3.33E-02	4.63E-02	1.24E-01	3.33E-02	0.00E+00	3.33E-02	4.63E-02	0.00E+00	1.04E-01	1.71E-01	1.30E-01	1.64E-01	1.86E-01
