Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-BH-A6R8-01	0	2	10	10	0	0	0	15	0	0
TCGA-BH-A6R9-01	0	0	5	0	0	0	12	0	8	0
TCGA-BH-A8FY-01	4	1	5	10	6	5	15	4	4	2
TCGA-BH-A8FZ-01	6	9	15	0	0	16	23	0	0	22
TCGA-BH-A8G0-01	0	0	6	4	0	4	0	0	3	0
TCGA-BH-AB28-01	0	7	19	0	0	11	0	0	6	0
TCGA-C8-A12K-01	48	10	0	22	0	16	49	28	0	0
TCGA-C8-A12L-01	0	4	7	0	27	0	36	15	0	0
TCGA-C8-A12M-01	0	0	18	0	0	11	15	13	25	0
TCGA-C8-A12N-01	4	0	11	0	0	4	0	0	0	8
TCGA-C8-A12O-01	0	0	15	8	0	0	0	20	6	0
TCGA-C8-A12P-01	52	45	20	33	5	9	3	3	18	14
TCGA-C8-A12Q-01	28	35	0	13	35	0	0	0	28	0
TCGA-C8-A12T-01	89	71	0	0	0	0	0	35	19	0
TCGA-C8-A12U-01	4	6	18	0	17	0	0	16	0	0
TCGA-C8-A12V-01	0	2	0	0	15	7	9	19	0	0
TCGA-C8-A12W-01	4	0	26	0	0	0	0	37	10	0
TCGA-C8-A12X-01	0	0	26	0	24	0	0	0	15	0
TCGA-C8-A12Y-01	0	2	20	0	11	13	0	0	0	0
TCGA-C8-A12Z-01	12	9	16	12	0	0	0	0	12	0
TCGA-C8-A130-01	4	3	18	0	0	7	0	14	8	0
TCGA-C8-A131-01	0	8	13	0	0	10	22	0	21	0
TCGA-C8-A132-01	21	8	0	10	15	0	0	30	0	0
TCGA-C8-A133-01	0	5	0	0	0	5	0	5	8	10
TCGA-C8-A134-01	8	0	9	0	0	10	46	0	0	44
TCGA-C8-A135-01	7	5	30	0	0	12	0	16	7	0
TCGA-C8-A137-01	11	7	0	13	0	0	0	19	12	0
TCGA-C8-A138-01	0	0	9	0	0	0	0	12	10	21
TCGA-C8-A1HE-01	11	25	10	0	0	0	0	0	8	0
TCGA-C8-A1HF-01	5	9	6	0	12	0	0	0	7	0
TCGA-C8-A1HG-01	4	3	27	13	0	12	0	0	10	0
TCGA-C8-A1HI-01	9	9	6	0	0	0	0	48	0	0
TCGA-C8-A1HJ-01	13	0	12	0	0	19	49	0	0	31
TCGA-C8-A1HK-01	22	7	9	0	24	0	0	0	11	0
TCGA-C8-A1HL-01	0	0	10	0	10	0	0	0	0	17
TCGA-C8-A1HM-01	188	89	0	85	59	0	0	0	27	0
TCGA-C8-A1HN-01	0	4	18	8	0	0	0	20	0	20
TCGA-C8-A1HO-01	0	8	0	8	17	0	0	16	0	0
TCGA-C8-A26V-01	32	22	12	0	15	0	0	0	15	0
TCGA-C8-A26W-01	9	15	0	0	23	0	0	0	22	0
TCGA-C8-A26X-01	0	5	24	0	0	0	0	0	11	35
TCGA-C8-A26Y-01	315	305	0	154	142	0	0	0	0	0
TCGA-C8-A26Z-01	0	0	19	0	0	0	19	0	11	0
TCGA-C8-A273-01	2	0	4	0	0	0	0	14	4	0
TCGA-C8-A274-01	82	127	17	0	55	0	0	0	0	0
TCGA-C8-A275-01	43	30	0	0	41	0	0	0	28	0
TCGA-C8-A278-01	5	7	5	1	6	1	1	19	5	3
TCGA-C8-A27A-01	3	6	7	0	0	0	0	0	10	14
TCGA-C8-A27B-01	69	0	9	29	0	0	55	0	0	0
TCGA-C8-A3M7-01	25	73	17	57	30	0	0	0	19	0
TCGA-C8-A3M8-01	4	6	8	0	33	0	0	11	0	0
TCGA-C8-A8HP-01	81	81	0	35	43	0	0	0	33	0
TCGA-C8-A8HQ-01	134	154	24	0	0	0	0	0	60	0
TCGA-C8-A8HR-01	3	0	15	0	0	12	20	0	10	0
TCGA-C8-A9FZ-01	3	2	14	0	10	0	0	0	0	0
TCGA-D8-A13Y-01	5	11	6	7	33	9	0	0	11	0
TCGA-D8-A13Z-01	15	0	26	15	0	0	47	0	0	0
TCGA-D8-A140-01	0	21	22	30	40	0	0	21	0	0
TCGA-D8-A141-01	0	0	9	0	0	0	0	0	4	8
TCGA-D8-A142-01	12	1	27	9	12	6	27	48	13	11
TCGA-D8-A143-01	0	3	13	0	0	0	31	14	0	0
TCGA-D8-A145-01	3	0	17	0	10	7	10	0	0	0
TCGA-D8-A146-01	0	4	11	8	0	10	0	0	8	0
TCGA-D8-A147-01	41	12	0	23	32	0	73	0	19	0
TCGA-D8-A1J8-01	193	218	65	78	263	69	0	0	75	0
TCGA-D8-A1J9-01	87	95	0	0	44	0	0	0	52	0
TCGA-D8-A1JB-01	4	4	6	0	0	7	13	0	8	21
TCGA-D8-A1JC-01	28	25	0	24	0	0	0	31	14	0
TCGA-D8-A1JD-01	13	11	0	0	28	0	47	23	0	0
TCGA-D8-A1JE-01	0	2	7	0	0	5	0	14	0	12
TCGA-D8-A1JF-01	3	4	10	0	0	8	9	15	0	0
TCGA-D8-A1JG-01	10	0	26	0	0	0	0	0	48	85
TCGA-D8-A1JH-01	0	2	6	0	0	5	0	0	0	11
TCGA-D8-A1JI-01	0	0	0	11	9	7	0	11	4	0
TCGA-D8-A1JJ-01	13	31	12	0	29	0	0	0	13	0
TCGA-D8-A1JK-01	7	14	10	36	24	37	12	10	5	94
TCGA-D8-A1JL-01	9	0	0	0	23	19	39	24	13	0
TCGA-D8-A1JM-01	0	0	8	0	0	0	0	13	13	19
TCGA-D8-A1JN-01	36	71	0	29	31	0	0	0	41	0
TCGA-D8-A1JP-01	7	0	0	23	33	15	36	0	0	21
TCGA-D8-A1JS-01	0	2	4	0	0	5	0	11	7	0
TCGA-D8-A1JT-01	0	0	10	0	0	0	13	18	0	0
TCGA-D8-A1JU-01	0	1	3	0	0	5	0	11	0	0
TCGA-D8-A1X5-01	5	4	16	0	0	8	0	0	0	33
TCGA-D8-A1X6-01	0	4	20	0	0	0	18	0	0	0
TCGA-D8-A1X7-01	0	0	0	9	0	0	0	15	8	0
TCGA-D8-A1X9-01	7	0	0	0	16	14	0	23	0	42
TCGA-D8-A1XA-01	0	0	7	10	0	6	0	5	0	0
TCGA-D8-A1XB-01	0	9	20	0	0	11	0	0	10	0
TCGA-D8-A1XC-01	0	0	13	13	8	0	0	0	0	0
TCGA-D8-A1XF-01	3	0	18	11	0	0	0	0	10	9
TCGA-D8-A1XG-01	0	2	0	0	10	10	0	0	5	0
TCGA-D8-A1XK-01	0	0	83	0	0	1079	0	138	0	0
TCGA-D8-A1XL-01	6	5	9	0	0	17	30	10	0	33
TCGA-D8-A1XM-01	4	10	6	19	0	0	0	16	9	0
TCGA-D8-A1XO-01	6	7	5	0	0	0	0	11	0	0
TCGA-D8-A1XQ-01	20	19	174	16	73	435	119	126	37	12
TCGA-D8-A1XR-01	0	0	11	9	0	12	0	0	0	0
TCGA-D8-A1XS-01	0	4	8	6	0	0	0	0	8	0
TCGA-D8-A1XT-01	0	0	15	15	10	0	0	0	5	0
TCGA-D8-A1XU-01	0	10	5	0	9	0	8	0	3	0
TCGA-D8-A1XV-01	4	0	8	0	0	0	0	24	0	0
TCGA-D8-A1XW-01	10	9	7	0	0	13	55	28	0	0
TCGA-D8-A1XY-01	0	6	28	14	0	0	0	0	0	11
TCGA-D8-A1XZ-01	7	0	32	0	25	0	0	20	12	0
TCGA-D8-A1Y0-01	9	5	0	0	19	0	19	20	9	0
TCGA-D8-A1Y1-01	0	20	113	0	0	0	0	100	0	0
TCGA-D8-A1Y2-01	3	7	5	0	0	0	0	7	0	0
TCGA-D8-A1Y3-01	0	4	30	0	0	0	17	16	0	0
TCGA-D8-A27E-01	0	0	2	5	0	0	4	0	0	0
TCGA-D8-A27F-01	11	2	0	0	0	0	19	19	0	19
TCGA-D8-A27G-01	441	443	0	211	0	0	0	0	81	0
TCGA-D8-A27H-01	45	8	0	21	0	0	64	22	0	0
TCGA-D8-A27I-01	5	6	6	0	0	0	0	19	0	0
TCGA-D8-A27K-01	2	0	8	0	0	0	0	11	0	0
TCGA-D8-A27L-01	0	11	5	14	15	0	0	0	8	0
TCGA-D8-A27M-01	13	0	11	0	0	0	0	0	10	56
TCGA-D8-A27N-01	0	0	21	9	0	0	0	10	7	13
TCGA-D8-A27P-01	0	3	10	0	10	7	0	0	0	0
TCGA-D8-A27R-01	4	0	6	5	0	0	12	0	8	0
TCGA-D8-A27T-01	0	3	16	8	0	4	0	0	0	0
TCGA-D8-A27V-01	67	57	0	20	48	0	0	0	43	0
TCGA-D8-A27W-01	0	3	25	0	13	0	0	10	4	0
TCGA-D8-A3Z6-01	0	8	12	0	9	8	0	0	0	0
TCGA-D8-A4Z1-01	7	23	0	0	0	0	0	0	16	0
TCGA-D8-A73U-01	27	87	0	46	47	0	0	0	0	0
TCGA-D8-A73W-01	0	5	29	0	18	0	0	0	0	0
TCGA-D8-A73X-01	0	7	11	0	0	10	0	20	4	0
TCGA-E2-A105-01	0	5	17	13	19	0	13	0	0	0
TCGA-E2-A107-01	0	7	6	0	0	6	0	11	6	0
TCGA-E2-A108-01	76	54	0	30	0	0	0	26	0	0
TCGA-E2-A109-01	0	0	21	17	0	10	0	0	0	36
TCGA-E2-A10A-01	4	6	8	10	0	0	0	0	0	0
TCGA-E2-A10B-01	11	16	9	15	11	11	0	0	0	0
TCGA-E2-A10C-01	168	208	0	104	0	0	0	0	39	0
TCGA-E2-A10F-01	2	4	12	0	0	0	0	0	6	6
TCGA-E2-A14N-01	17	9	10	0	0	0	55	0	18	0
TCGA-E2-A14O-01	0	0	13	0	0	0	0	0	14	9
TCGA-E2-A14P-01	8	17	27	15	0	0	0	0	20	25
TCGA-E2-A14Q-01	0	5	15	0	0	0	0	0	0	20
TCGA-E2-A14R-01	12	0	0	14	33	13	29	19	0	23
TCGA-E2-A14T-01	5	5	10	0	0	6	0	12	5	0
TCGA-E2-A14V-01	34	23	15	0	18	0	0	29	22	0
TCGA-E2-A14W-01	9	0	0	0	35	0	38	0	20	0
TCGA-E2-A14X-01	0	6	24	7	0	0	0	0	0	0
TCGA-E2-A14Y-01	16	16	11	7	0	0	0	0	0	0
TCGA-E2-A14Z-01	5	20	9	15	15	0	0	0	11	20
TCGA-E2-A150-01	4	5	21	0	0	10	19	0	7	25
TCGA-E2-A152-01	40	38	0	22	41	0	0	0	30	0
TCGA-E2-A153-01	0	6	10	0	0	0	0	7	3	0
TCGA-E2-A154-01	0	0	15	0	0	0	0	12	10	21
TCGA-E2-A155-01	5	12	20	0	0	9	0	0	8	27
TCGA-E2-A156-01	0	3	0	5	8	0	0	9	0	0
TCGA-E2-A158-01	4	0	0	0	27	0	42	24	0	0
TCGA-E2-A159-01	51	53	0	0	97	0	0	0	0	0
TCGA-E2-A15A-01	0	0	12	12	10	0	0	0	0	28
TCGA-E2-A15C-01	0	2	22	0	20	0	0	0	6	0
TCGA-E2-A15D-01	2	0	12	0	0	8	0	12	0	0
TCGA-E2-A15E-01	6	0	7	0	0	10	0	17	0	0
TCGA-E2-A15F-01	0	0	9	0	0	0	0	10	9	0
TCGA-E2-A15G-01	0	8	8	0	0	8	12	24	13	0
TCGA-E2-A15H-01	0	0	13	0	13	0	0	0	7	0
TCGA-E2-A15I-01	0	4	14	11	0	0	0	14	0	0
TCGA-E2-A15J-01	0	0	9	4	0	0	9	0	0	0
TCGA-E2-A15K-01	0	0	13	0	13	0	0	13	14	0
TCGA-E2-A15L-01	4	0	11	6	0	0	0	13	0	0
TCGA-E2-A15M-01	11	19	25	0	32	0	0	0	0	21
TCGA-E2-A15O-01	0	3	5	0	0	0	0	26	0	0
TCGA-E2-A15P-01	0	2	11	0	0	8	0	0	7	0
TCGA-E2-A15R-01	0	5	21	0	0	0	0	0	21	0
TCGA-E2-A15S-01	0	9	0	0	15	9	12	23	0	0
TCGA-E2-A15T-01	3	0	6	0	0	0	0	27	4	0
TCGA-E2-A1AZ-01	14	8	0	0	37	0	0	0	20	0
TCGA-E2-A1B0-01	5	5	14	0	0	15	0	0	21	0
TCGA-E2-A1B1-01	14	9	6	28	0	0	0	9	0	0
TCGA-E2-A1B4-01	0	4	6	18	14	0	0	0	0	0
TCGA-E2-A1B5-01	8	16	12	0	0	0	0	0	10	0
TCGA-E2-A1B6-01	3	0	10	0	0	0	31	12	0	0
TCGA-E2-A1BC-01	0	0	8	0	23	0	0	0	0	10
TCGA-E2-A1BD-01	0	0	16	0	0	0	0	8	0	19
TCGA-E2-A1IE-01	0	0	7	0	0	0	13	7	3	0
TCGA-E2-A1IF-01	0	0	3	0	0	7	0	8	0	6
TCGA-E2-A1IG-01	0	5	5	15	0	0	0	21	11	0
TCGA-E2-A1IH-01	21	17	6	0	0	15	0	18	8	0
TCGA-E2-A1II-01	0	0	13	0	0	0	21	0	0	0
TCGA-E2-A1IJ-01	0	0	3	0	0	0	0	15	0	0
TCGA-E2-A1IK-01	2	0	0	0	0	0	0	7	8	0
TCGA-E2-A1IL-01	0	0	8	0	0	0	0	0	10	13
TCGA-E2-A1IN-01	100	86	20	42	0	0	0	0	0	0
TCGA-E2-A1IO-01	0	1	5	0	0	0	0	8	2	0
TCGA-E2-A1IU-01	0	5	3	0	0	0	10	0	13	0
TCGA-E2-A1L6-01	0	2	4	0	0	8	0	0	14	0
TCGA-E2-A1L7-01	4	0	0	6	0	8	13	33	0	17
TCGA-E2-A1L8-01	4	4	0	0	0	7	0	23	0	0
TCGA-E2-A1L9-01	0	3	7	0	0	4	9	0	5	0
TCGA-E2-A1LA-01	6	0	9	0	25	16	51	0	0	0
TCGA-E2-A1LB-01	7	7	0	19	16	0	0	6	0	0
TCGA-E2-A1LG-01	88	33	0	42	28	0	0	0	28	0
TCGA-E2-A1LH-01	44	10	0	31	0	22	65	31	0	28
TCGA-E2-A1LI-01	7	5	0	0	0	0	10	0	5	10
TCGA-E2-A1LK-01	4	0	36	0	0	0	0	0	14	0
TCGA-E2-A1LL-01	7	0	12	0	0	7	17	7	0	11
TCGA-E2-A2P6-01	31	64	23	68	0	0	0	0	0	0
TCGA-E2-A56Z-01	0	0	9	0	0	12	0	28	11	0
TCGA-E2-A570-01	0	0	10	0	0	0	10	0	10	0
TCGA-E2-A572-01	2	2	6	0	0	0	0	19	0	0
TCGA-E2-A573-01	0	0	14	10	21	8	19	0	0	0
TCGA-E2-A574-01	32	30	28	28	0	0	0	0	38	0
TCGA-E2-A576-01	0	0	19	0	13	0	0	24	14	0
TCGA-E2-A9RU-01	9	4	42	40	0	0	0	0	12	0
TCGA-E9-A1N3-01	0	0	0	0	12	0	0	10	0	9
TCGA-E9-A1N4-01	6	3	3	7	0	0	0	10	5	0
TCGA-E9-A1N5-01	6	9	4	0	0	10	10	0	0	0
TCGA-E9-A1N8-01	7	3	0	0	0	9	0	0	10	7
TCGA-E9-A1N9-01	0	9	18	0	0	0	18	0	0	21
TCGA-E9-A1NA-01	12	6	6	2	18	1	20	4	23	25
TCGA-E9-A1NE-01	4	4	8	0	0	0	34	0	0	12
TCGA-E9-A1NF-01	0	18	0	0	15	0	0	13	15	0
TCGA-E9-A1NG-01	0	2	3	0	7	0	0	9	0	0
TCGA-E9-A1NH-01	0	0	5	5	0	8	0	19	0	0
TCGA-E9-A1QZ-01	0	0	3	0	0	3	0	6	0	11
TCGA-E9-A1R0-01	4	3	14	5	0	0	0	0	9	0
TCGA-E9-A1R2-01	15	0	5	0	0	14	22	10	0	0
TCGA-E9-A1R3-01	0	3	6	0	0	4	8	0	4	0
TCGA-E9-A1R4-01	21	39	0	31	62	0	0	0	0	0
TCGA-E9-A1R5-01	0	3	0	0	0	0	0	41	7	0
TCGA-E9-A1R6-01	0	0	11	9	0	0	0	7	9	0
TCGA-E9-A1R7-01	0	10	9	0	29	0	0	0	0	15
TCGA-E9-A1RA-01	0	5	4	0	0	0	0	7	3	6
TCGA-E9-A1RB-01	0	0	10	0	0	11	8	0	0	9
TCGA-E9-A1RC-01	0	0	20	0	0	10	13	0	12	0
TCGA-E9-A1RD-01	0	6	6	0	11	0	0	0	0	0
TCGA-E9-A1RE-01	0	0	23	8	11	7	0	10	7	0
TCGA-E9-A1RF-01	15	3	21	12	13	2	48	19	5	32
TCGA-E9-A1RG-01	4	3	4	6	0	6	7	11	0	0
TCGA-E9-A1RH-01	9	6	19	10	0	9	26	0	14	18
TCGA-E9-A1RI-01	0	5	5	0	0	0	0	8	0	11
TCGA-E9-A226-01	21	10	9	28	0	0	0	0	11	0
TCGA-E9-A227-01	1	0	2	10	0	0	6	0	0	0
TCGA-E9-A228-01	5	5	25	17	0	0	0	0	0	0
TCGA-E9-A229-01	7	0	14	9	0	0	0	0	0	0
TCGA-E9-A22A-01	4	3	3	9	0	0	8	9	0	0
TCGA-E9-A22B-01	4	8	20	22	0	0	0	22	0	0
TCGA-E9-A22D-01	3	0	12	5	0	0	0	10	10	0
TCGA-E9-A22E-01	22	8	0	25	25	0	33	31	0	0
TCGA-E9-A22G-01	9	0	5	0	0	31	32	0	7	33
TCGA-E9-A22H-01	0	2	15	5	0	0	0	0	4	0
TCGA-E9-A243-01	10	4	0	10	13	12	25	15	0	0
TCGA-E9-A244-01	4	4	19	0	0	12	33	24	0	25
TCGA-E9-A245-01	0	0	0	7	0	0	0	6	0	10
TCGA-E9-A247-01	0	0	34	0	13	0	0	0	0	0
TCGA-E9-A248-01	0	6	15	0	0	0	0	0	0	7
TCGA-E9-A249-01	0	2	14	0	0	5	0	0	4	0
TCGA-E9-A24A-01	0	0	6	0	0	0	0	0	4	12
TCGA-E9-A295-01	0	0	24	0	0	0	0	19	0	66
TCGA-E9-A2JS-01	0	3	36	0	0	0	0	0	10	40
TCGA-E9-A2JT-01	10	12	0	0	6	0	0	0	0	0
TCGA-E9-A3HO-01	7	3	0	0	0	9	28	18	7	0
TCGA-E9-A3QA-01	13	9	0	0	13	0	19	8	0	0
TCGA-E9-A3X8-01	6	0	9	10	0	0	12	0	0	0
TCGA-E9-A54Y-01	0	12	15	15	16	0	0	0	0	0
TCGA-E9-A5FK-01	1	2	7	3	5	2	4	6	3	6
TCGA-E9-A5FL-01	15	9	12	0	39	15	43	0	0	0
TCGA-E9-A5UO-01	0	0	10	5	15	0	0	8	0	0
TCGA-E9-A6HE-01	0	0	12	10	0	0	0	0	0	0
TCGA-EW-A1IW-01	25	48	23	0	0	0	31	0	0	0
TCGA-EW-A1IX-01	12	11	0	6	13	0	0	0	0	0
TCGA-EW-A1IY-01	2	10	0	9	0	0	0	0	17	0
TCGA-EW-A1IZ-01	0	0	165	0	0	162	0	59	49	0
TCGA-EW-A1J1-01	0	0	10	0	0	0	7	0	6	0
TCGA-EW-A1J3-01	0	0	6	18	0	6	0	0	0	0
TCGA-EW-A1J5-01	182	232	0	126	0	0	0	0	0	0
TCGA-EW-A1J6-01	0	3	6	0	0	0	0	18	0	17
TCGA-EW-A1OV-01	33	66	11	30	0	0	0	0	0	0
TCGA-EW-A1OX-01	4	0	6	11	0	0	0	0	0	0
TCGA-EW-A1OZ-01	5	8	28	0	0	0	0	0	12	23
TCGA-EW-A1P0-01	0	0	0	0	9	5	0	9	0	5
TCGA-EW-A1P1-01	0	0	0	0	0	0	0	3	0	0
TCGA-EW-A1P3-01	0	0	6	10	0	0	0	12	0	0
TCGA-EW-A1P4-01	11	0	5	0	0	11	21	29	0	0
TCGA-EW-A1P5-01	2	0	18	0	0	0	0	0	0	0
TCGA-EW-A1P6-01	0	0	3	6	0	0	0	17	0	0
TCGA-EW-A1P7-01	0	0	0	0	8	0	11	0	0	0
TCGA-EW-A1P8-01	0	0	7	0	0	5	18	0	9	0
TCGA-EW-A1PA-01	3	0	6	8	0	0	10	0	14	0
TCGA-EW-A1PB-01	57	20	0	53	0	0	52	0	0	0
TCGA-EW-A1PD-01	12	6	0	0	0	11	33	0	14	17
TCGA-EW-A1PE-01	0	7	9	0	0	5	11	0	6	0
TCGA-EW-A1PG-01	0	0	2	3	0	0	0	0	6	0
TCGA-EW-A1PH-01	5	3	20	0	0	0	17	0	17	0
TCGA-EW-A2FR-01	10	4	10	13	0	0	0	9	8	0
TCGA-EW-A2FS-01	0	0	10	5	0	10	0	10	0	10
TCGA-EW-A2FV-01	0	2	0	0	0	0	0	16	14	0
TCGA-EW-A2FW-01	0	4	15	0	0	0	0	0	0	7
TCGA-EW-A423-01	11	10	26	13	0	0	17	0	11	0
TCGA-EW-A6S9-01	0	4	13	0	0	0	0	0	4	10
TCGA-EW-A6SA-01	7	10	18	3	11	10	12	13	20	19
TCGA-EW-A6SB-01	6	0	16	9	0	17	16	0	17	0
TCGA-EW-A6SC-01	0	9	6	0	14	10	0	0	0	0
TCGA-EW-A6SD-01	14	18	12	0	0	11	0	0	0	13
TCGA-GI-A2C8-01	16	8	25	0	0	11	47	0	0	41
TCGA-GM-A2D9-01	160	225	0	178	82	0	0	0	0	0
TCGA-GM-A2DA-01	6	3	7	7	0	0	0	22	0	0
TCGA-GM-A2DB-01	7	3	13	15	5	6	11	36	4	28
TCGA-GM-A2DC-01	0	0	11	4	0	0	0	12	0	0
TCGA-GM-A2DD-01	4	3	12	0	0	15	24	0	10	0
TCGA-GM-A2DF-01	5	0	15	7	0	0	10	11	5	0
TCGA-GM-A2DH-01	65	35	0	0	73	0	0	0	0	59
TCGA-GM-A2DI-01	31	33	0	0	0	0	0	0	27	0
TCGA-GM-A2DK-01	0	3	5	7	0	11	0	7	4	0
TCGA-GM-A2DL-01	4	7	8	0	0	0	0	0	10	20
TCGA-GM-A2DM-01	0	4	0	8	0	8	0	7	0	0
TCGA-GM-A2DN-01	0	2	7	4	0	0	0	0	6	0
TCGA-GM-A2DO-01	66	67	0	61	0	0	0	0	26	0
TCGA-GM-A3NW-01	21	16	12	15	22	0	0	0	9	0
TCGA-GM-A3XL-01	35	7	13	18	0	17	54	0	0	0
TCGA-GM-A4E0-01	0	0	10	0	0	0	0	18	6	0
TCGA-GM-A5PV-01	0	8	0	0	0	6	11	16	6	0
TCGA-GM-A5PX-01	4	7	13	0	0	11	0	0	7	0
TCGA-HN-A2NL-01	8	0	5	0	0	9	14	26	6	23
TCGA-HN-A2OB-01	0	3	2	0	6	0	0	8	0	0
TCGA-JL-A3YX-01	4	15	14	7	9	0	0	0	0	0
TCGA-LD-A66U-01	0	2	14	0	21	7	0	0	0	0
TCGA-LD-A74U-01	66	124	0	60	77	0	0	0	25	0
TCGA-LD-A7W5-01	6	9	14	0	17	0	0	14	5	0
TCGA-LD-A7W6-01	0	0	9	9	13	0	0	15	0	0
TCGA-LD-A9QF-01	2	0	10	0	0	0	0	19	8	0
TCGA-LL-A440-01	0	2	2	0	0	0	0	0	2	0
TCGA-LL-A50Y-01	0	0	9	9	0	7	0	18	0	0
TCGA-LL-A5YL-01	8	20	13	23	0	0	0	10	19	0
TCGA-LL-A5YM-01	3	0	9	14	0	0	0	10	4	0
TCGA-LL-A5YN-01	0	0	13	0	0	0	17	0	13	0
TCGA-LL-A5YO-01	10	3	0	0	18	7	18	0	5	0
TCGA-LL-A5YP-01	4	7	0	0	34	0	26	0	8	26
TCGA-LL-A6FP-01	0	14	6	0	15	0	0	0	23	17
TCGA-LL-A6FQ-01	0	4	33	9	0	10	0	0	13	0
TCGA-LL-A6FR-01	0	0	9	0	0	8	16	22	8	0
TCGA-LL-A73Y-01	71	29	0	22	71	0	0	0	0	0
TCGA-LL-A73Z-01	0	0	10	9	16	0	0	13	0	0
TCGA-LL-A740-01	0	6	14	0	14	9	15	0	10	0
TCGA-LL-A7SZ-01	0	8	17	0	0	15	0	16	19	0
TCGA-LL-A7T0-01	5	7	30	14	0	0	0	14	7	0
TCGA-LL-A8F5-01	10	0	0	32	38	24	58	38	0	0
TCGA-LL-A9Q3-01	0	10	22	0	0	9	0	0	11	16
TCGA-OK-A5Q2-01	0	5	7	0	0	0	0	16	15	0
TCGA-OL-A5D6-01	0	7	5	0	0	0	0	34	11	0
TCGA-OL-A5D7-01	7	7	14	0	14	7	31	0	0	0
TCGA-OL-A5D8-01	0	4	18	0	0	0	0	0	0	17
TCGA-OL-A5DA-01	34	28	12	0	0	0	0	0	40	0
TCGA-OL-A5RU-01	0	0	21	0	0	0	0	0	11	14
TCGA-OL-A5RV-01	0	0	4	0	0	0	0	13	0	0
TCGA-OL-A5RW-01	70	30	0	33	68	0	52	0	0	0
TCGA-OL-A5RX-01	2	0	18	0	0	8	0	0	7	0
TCGA-OL-A5RY-01	1	1	5	0	0	3	3	0	0	0
TCGA-OL-A5RZ-01	9	12	46	0	0	0	31	0	23	31
TCGA-OL-A5S0-01	0	4	19	8	13	0	0	0	0	0
TCGA-OL-A66H-01	0	0	6	5	7	0	9	0	0	0
TCGA-OL-A66I-01	3	0	9	6	0	0	10	12	16	0
TCGA-OL-A66J-01	0	7	16	10	0	11	0	24	0	0
TCGA-OL-A66K-01	0	0	22	12	13	0	0	0	0	0
TCGA-OL-A66L-01	21	37	13	23	0	0	0	0	0	0
TCGA-OL-A66N-01	0	2	19	0	0	7	0	20	10	0
TCGA-OL-A66O-01	0	0	15	0	0	0	0	23	0	0
TCGA-OL-A66P-01	0	0	15	16	0	21	0	0	11	60
TCGA-OL-A6VO-01	0	2	16	0	10	0	0	0	0	10
TCGA-OL-A6VQ-01	18	34	17	13	0	0	0	0	0	0
TCGA-OL-A6VR-01	0	1	6	0	5	0	0	0	0	5
TCGA-OL-A97C-01	0	0	15	0	21	11	16	0	7	0
TCGA-PE-A5DC-01	6	10	17	15	23	12	32	11	4	24
TCGA-PE-A5DD-01	14	22	19	30	0	0	0	0	0	0
TCGA-PE-A5DE-01	166	272	0	146	0	0	0	0	105	0
TCGA-PL-A8LV-01	17	14	2	10	64	6	28	12	1	1
TCGA-PL-A8LX-01	0	0	12	0	16	11	0	10	0	0
TCGA-PL-A8LY-01	0	0	0	0	0	3	0	4	0	0
TCGA-PL-A8LZ-01	0	11	12	26	0	0	30	0	13	44
TCGA-S3-A6ZF-01	5	3	29	0	0	0	0	0	0	15
TCGA-S3-A6ZG-01	0	0	13	13	0	0	0	18	16	0
TCGA-S3-A6ZH-01	0	0	18	16	11	0	0	0	0	0
TCGA-S3-AA0Z-01	8	13	22	0	0	0	0	0	0	34
TCGA-S3-AA10-01	12	8	5	9	17	10	66	13	3	7
TCGA-S3-AA11-01	0	0	6	12	0	11	0	0	19	48
TCGA-S3-AA12-01	4	4	10	8	0	0	0	28	6	0
TCGA-S3-AA14-01	3	3	11	0	0	0	0	7	0	0
TCGA-S3-AA15-01	13	10	0	12	20	0	0	0	5	0
TCGA-S3-AA17-01	11	8	7	0	23	15	41	27	9	0
TCGA-UL-AAZ6-01	12	9	7	3	15	19	22	26	9	18
TCGA-UU-A93S-01	7	6	28	24	31	0	40	0	0	60
TCGA-V7-A7HQ-01	2	2	6	0	9	0	12	0	0	0
TCGA-W8-A86G-01	0	2	6	0	0	0	0	27	0	0
TCGA-WT-AB41-01	0	19	6	7	13	0	0	17	0	0
TCGA-WT-AB44-01	0	0	28	8	0	0	0	0	0	24
TCGA-XX-A899-01	8	18	4	9	0	0	0	0	21	0
TCGA-XX-A89A-01	95	50	0	0	74	0	0	0	46	0
TCGA-Z7-A8R5-01	0	0	19	0	0	0	0	15	0	0
TCGA-Z7-A8R6-01	18	34	16	10	14	0	0	0	15	0
