Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-AR-A1AR-01	9	0	19	10	0	0	0	0	0	25
TCGA-AR-A1AS-01	0	12	7	9	13	0	0	0	0	0
TCGA-AR-A1AT-01	0	2	10	0	0	0	20	0	0	0
TCGA-AR-A1AU-01	0	0	7	7	0	4	0	8	0	0
TCGA-AR-A1AV-01	0	0	19	14	0	0	0	8	8	0
TCGA-AR-A1AW-01	0	2	11	0	10	8	0	0	0	10
TCGA-AR-A1AX-01	0	0	3	6	5	0	0	6	12	0
TCGA-AR-A1AY-01	4	6	12	11	8	6	5	13	3	4
TCGA-AR-A24H-01	20	8	10	0	0	0	52	20	0	42
TCGA-AR-A24K-01	0	0	3	0	0	4	12	11	4	0
TCGA-AR-A24L-01	4	0	0	5	20	0	24	0	0	0
TCGA-AR-A24M-01	0	1	6	0	0	8	0	0	0	10
TCGA-AR-A24N-01	0	7	16	0	11	0	0	9	4	0
TCGA-AR-A24O-01	2	0	4	0	0	0	0	16	0	0
TCGA-AR-A24P-01	0	0	4	0	0	0	0	5	10	0
TCGA-AR-A24Q-01	12	19	0	17	59	0	74	0	0	51
TCGA-AR-A24R-01	0	2	11	0	0	7	6	0	0	0
TCGA-AR-A24S-01	5	7	13	0	0	10	0	15	7	0
TCGA-AR-A24T-01	0	2	8	0	0	0	0	8	6	0
TCGA-AR-A24U-01	9	8	11	10	0	0	0	0	6	0
TCGA-AR-A24V-01	4	2	14	0	0	0	0	0	8	0
TCGA-AR-A24W-01	0	0	0	4	6	0	0	0	4	0
TCGA-AR-A24X-01	0	0	5	0	0	6	0	11	12	0
TCGA-AR-A24Z-01	3	4	13	6	0	0	0	11	0	19
TCGA-AR-A250-01	44	14	32	17	20	0	0	0	28	0
TCGA-AR-A251-01	32	7	14	0	0	18	85	0	0	49
TCGA-AR-A252-01	0	0	10	0	0	6	0	0	3	0
TCGA-AR-A254-01	0	4	10	0	0	0	0	13	15	0
TCGA-AR-A255-01	15	13	8	0	13	0	0	0	16	24
TCGA-AR-A256-01	9	12	10	43	50	0	100	0	0	0
TCGA-AR-A2LE-01	95	134	0	134	0	0	0	0	31	0
TCGA-AR-A2LH-01	9	17	0	17	18	0	0	0	10	0
TCGA-AR-A2LK-01	0	4	17	10	0	6	0	11	0	0
TCGA-AR-A2LL-01	0	0	7	4	0	0	0	26	0	0
TCGA-AR-A2LM-01	0	0	0	3	0	0	5	7	2	0
TCGA-AR-A2LN-01	3	12	6	15	0	0	0	0	18	0
TCGA-AR-A2LO-01	0	2	4	0	7	0	0	0	4	0
TCGA-AR-A2LQ-01	0	0	5	0	0	0	0	8	0	0
TCGA-AR-A2LR-01	1	2	13	3	4	2	10	10	5	20
TCGA-AR-A5QM-01	0	0	9	0	0	0	0	18	9	0
TCGA-AR-A5QN-01	0	5	19	0	8	6	0	0	11	0
TCGA-AR-A5QP-01	0	4	6	0	0	6	0	13	5	0
TCGA-AR-A5QQ-01	5	4	10	12	17	16	32	0	0	0
TCGA-B6-A0I1-01	0	6	5	0	0	0	12	51	6	0
TCGA-B6-A0IH-01	0	0	18	0	0	9	0	0	14	0
TCGA-B6-A0RH-01	5	8	0	8	0	0	0	24	0	0
TCGA-B6-A0RL-01	4	13	22	4	6	4	8	1	2	5
TCGA-B6-A0RM-01	0	7	9	0	7	0	0	9	4	0
TCGA-B6-A0RN-01	0	3	13	0	0	7	0	10	0	0
TCGA-B6-A0RO-01	0	3	0	0	10	7	10	0	13	0
TCGA-B6-A0RP-01	0	0	10	5	0	0	0	0	0	15
TCGA-B6-A0RQ-01	3	10	7	21	0	7	0	8	0	0
TCGA-B6-A0RT-01	13	0	0	0	39	0	0	0	0	20
TCGA-B6-A0RU-01	0	3	10	11	0	12	11	0	11	0
TCGA-B6-A0RV-01	20	27	0	0	0	0	0	20	0	0
TCGA-B6-A0WS-01	2	2	2	3	0	9	0	0	0	0
TCGA-B6-A0WT-01	0	0	6	4	0	6	0	0	6	0
TCGA-B6-A0WV-01	5	0	0	8	0	6	0	18	0	0
TCGA-B6-A0WW-01	4	7	12	10	0	0	0	0	0	14
TCGA-B6-A0WX-01	0	0	9	0	0	7	0	11	4	14
TCGA-B6-A0WY-01	2	5	10	0	0	7	7	0	4	0
TCGA-B6-A0WZ-01	15	41	0	17	22	0	0	0	0	0
TCGA-B6-A0X0-01	0	1	3	4	0	0	0	7	3	7
TCGA-B6-A0X1-01	14	0	0	17	0	18	26	0	17	0
TCGA-B6-A0X4-01	0	0	4	0	0	0	0	0	18	0
TCGA-B6-A0X5-01	0	3	0	7	0	9	0	0	14	15
TCGA-B6-A0X7-01	0	3	5	6	0	0	0	9	0	0
TCGA-B6-A1KN-01	0	0	14	11	0	9	0	0	0	38
TCGA-B6-A2IU-01	0	13	12	0	0	7	0	0	22	0
TCGA-B6-A401-01	0	0	11	0	10	0	0	0	7	0
TCGA-B6-A409-01	0	4	11	0	11	0	0	12	8	10
TCGA-B6-A40B-01	0	15	10	0	31	0	0	0	10	0
TCGA-B6-A40C-01	0	3	13	6	0	0	0	32	0	0
TCGA-BH-A0AU-01	0	1	4	0	13	0	0	5	0	0
TCGA-BH-A0AV-01	9	4	0	0	17	11	36	0	10	0
TCGA-BH-A0AY-01	0	6	7	0	0	0	0	13	11	9
TCGA-BH-A0AZ-01	5	13	0	0	26	0	0	0	0	26
TCGA-BH-A0B0-01	17	37	6	29	0	0	0	0	10	0
TCGA-BH-A0B3-01	1	1	6	2	0	0	8	0	0	0
TCGA-BH-A0B6-01	393	444	0	171	179	0	0	0	103	0
TCGA-BH-A0B7-01	8	4	14	0	0	0	0	0	16	0
TCGA-BH-A0B8-01	0	3	0	12	11	0	0	8	0	0
TCGA-BH-A0BA-01	3	5	5	0	0	4	7	5	0	0
TCGA-BH-A0BC-01	3	7	10	11	0	0	0	14	0	0
TCGA-BH-A0BF-01	7	0	7	0	0	4	0	6	0	9
TCGA-BH-A0BG-01	4	6	9	0	0	0	26	0	0	0
TCGA-BH-A0BJ-01	0	0	0	3	0	0	0	5	0	9
TCGA-BH-A0BL-01	3	0	11	0	0	0	20	12	0	23
TCGA-BH-A0BM-01	0	3	3	0	0	0	0	0	0	13
TCGA-BH-A0BO-01	2	0	3	0	12	9	0	0	5	0
TCGA-BH-A0BP-01	31	16	32	15	0	0	30	0	43	29
TCGA-BH-A0BQ-01	0	3	10	0	6	0	0	0	0	11
TCGA-BH-A0BS-01	0	2	4	0	0	0	10	7	0	0
TCGA-BH-A0BT-01	0	4	16	12	0	9	0	0	7	0
TCGA-BH-A0BV-01	0	3	0	0	7	0	0	8	6	0
TCGA-BH-A0BW-01	0	11	0	0	37	14	20	21	0	0
TCGA-BH-A0BZ-01	30	10	22	16	3	25	111	7	3	69
TCGA-BH-A0C0-01	0	4	5	0	0	13	19	0	7	0
TCGA-BH-A0C1-01	0	9	19	0	22	0	0	0	0	0
TCGA-BH-A0C3-01	0	0	0	0	0	5	0	13	0	0
TCGA-BH-A0C7-01	4	0	12	0	0	0	0	42	0	0
TCGA-BH-A0DD-01	3	3	16	5	0	6	0	0	4	0
TCGA-BH-A0DE-01	0	2	0	8	7	0	0	16	0	0
TCGA-BH-A0DG-01	10	6	0	0	0	10	0	0	21	0
TCGA-BH-A0DH-01	0	12	14	0	15	0	0	0	11	0
TCGA-BH-A0DI-01	11	10	15	6	0	0	20	0	0	0
TCGA-BH-A0DK-01	3	4	7	0	0	0	0	12	0	27
TCGA-BH-A0DL-01	0	16	21	0	28	0	0	0	0	0
TCGA-BH-A0DO-01	4	3	7	0	0	0	8	0	8	0
TCGA-BH-A0DP-01	0	3	3	6	0	0	7	0	0	0
TCGA-BH-A0DQ-01	0	0	15	0	20	0	0	0	0	0
TCGA-BH-A0DT-01	0	4	4	0	0	0	0	7	0	0
TCGA-BH-A0DV-01	0	4	0	0	5	0	6	0	0	0
TCGA-BH-A0DX-01	15	30	6	0	0	0	0	26	0	0
TCGA-BH-A0DZ-01	90	64	0	63	0	0	0	0	0	0
TCGA-BH-A0E0-01	0	0	10	5	0	0	0	5	4	0
TCGA-BH-A0E1-01	3	1	2	0	0	0	0	10	3	0
TCGA-BH-A0E9-01	0	2	13	0	0	0	9	0	4	0
TCGA-BH-A0EA-01	0	3	5	0	10	0	0	6	8	0
TCGA-BH-A0EI-01	0	0	9	9	0	6	0	0	0	0
TCGA-BH-A0H3-01	0	2	0	0	0	0	0	15	0	0
TCGA-BH-A0H5-01	51	53	0	41	0	0	0	0	24	0
TCGA-BH-A0H7-01	3	1	1	0	0	3	0	9	0	0
TCGA-BH-A0H9-01	0	3	0	0	0	4	7	5	4	0
TCGA-BH-A0HA-01	15	23	112	0	0	164	0	68	0	0
TCGA-BH-A0HI-01	0	5	7	6	0	0	0	10	0	7
TCGA-BH-A0HK-01	7	19	13	24	0	0	0	0	0	0
TCGA-BH-A0HN-01	0	4	9	7	0	0	0	8	6	0
TCGA-BH-A0HP-01	123	107	0	127	0	0	0	0	0	0
TCGA-BH-A0RX-01	0	4	25	0	0	0	0	8	12	0
TCGA-BH-A0W3-01	2	3	4	0	0	0	0	5	0	9
TCGA-BH-A0W4-01	3	5	0	0	0	5	0	11	15	0
TCGA-BH-A0W5-01	0	0	11	0	0	5	0	0	0	13
TCGA-BH-A0W7-01	93	93	0	32	43	0	0	0	0	0
TCGA-BH-A0WA-01	6	8	0	27	0	13	41	18	0	0
TCGA-BH-A18F-01	0	12	6	20	0	0	0	24	5	0
TCGA-BH-A18G-01	0	0	489	0	349	830	0	0	0	0
TCGA-BH-A18H-01	0	5	0	10	21	7	0	6	5	0
TCGA-BH-A18I-01	0	3	16	7	0	0	0	0	5	0
TCGA-BH-A18J-01	28	54	7	0	22	0	0	0	0	0
TCGA-BH-A18K-01	10	15	0	0	27	0	0	0	16	0
TCGA-BH-A18L-01	4	0	25	0	0	9	15	0	12	0
TCGA-BH-A18M-01	3	2	7	3	0	0	0	0	3	0
TCGA-BH-A18N-01	0	0	17	0	0	15	0	11	0	0
TCGA-BH-A18P-01	142	154	0	82	0	0	0	0	60	0
TCGA-BH-A18Q-01	5	0	0	11	21	0	35	18	0	17
TCGA-BH-A18R-01	0	4	0	8	8	0	15	7	0	0
TCGA-BH-A18S-01	4	0	3	0	0	12	0	0	8	10
TCGA-BH-A18T-01	8	7	6	0	31	0	50	0	0	0
TCGA-BH-A18U-01	26	47	22	37	26	0	0	20	0	0
TCGA-BH-A18V-01	59	22	0	37	32	0	59	0	0	41
TCGA-BH-A1EO-01	0	8	25	0	0	0	0	17	0	0
TCGA-BH-A1ET-01	0	2	10	0	0	6	0	0	0	15
TCGA-BH-A1EU-01	0	0	0	10	0	6	0	18	0	0
TCGA-BH-A1EV-01	34	27	20	23	0	0	0	0	25	0
TCGA-BH-A1EW-01	0	2	2	8	0	4	0	0	5	0
TCGA-BH-A1EX-01	0	0	10	5	0	9	0	0	11	0
TCGA-BH-A1EY-01	8	5	7	0	22	0	0	0	13	0
TCGA-BH-A1F0-01	12	0	0	18	48	0	0	0	17	0
TCGA-BH-A1F2-01	5	9	21	11	11	0	0	0	0	14
TCGA-BH-A1F5-01	0	4	10	10	0	0	0	14	6	0
TCGA-BH-A1F6-01	0	5	14	0	20	0	14	0	0	0
TCGA-BH-A1F8-01	41	70	13	41	27	0	0	0	0	0
TCGA-BH-A1FC-01	21	15	19	12	0	13	26	24	0	0
TCGA-BH-A1FE-01	0	4	4	5	5	0	0	0	0	8
TCGA-BH-A1FG-01	0	0	7	4	10	0	0	0	0	0
TCGA-BH-A1FH-01	0	2	3	7	0	0	0	21	0	0
TCGA-BH-A1FJ-01	0	0	9	13	0	0	0	23	0	0
TCGA-BH-A1FL-01	0	2	9	5	0	5	0	0	5	0
TCGA-BH-A1FM-01	9	12	15	0	0	0	0	11	15	0
TCGA-BH-A1FN-01	40	37	0	0	30	0	0	0	0	39
TCGA-BH-A1FR-01	1	0	5	3	0	0	8	0	0	0
TCGA-BH-A1FU-01	13	4	7	8	16	21	19	9	16	5
TCGA-BH-A201-01	0	1	3	7	0	9	0	0	0	7
TCGA-BH-A202-01	0	4	9	0	0	0	0	0	0	15
TCGA-BH-A203-01	13	13	29	0	0	0	0	24	20	0
TCGA-BH-A204-01	6	0	10	10	0	7	0	11	8	0
TCGA-BH-A208-01	22	16	9	10	0	0	0	15	10	0
TCGA-BH-A209-01	43	26	0	15	25	0	0	0	10	0
TCGA-BH-A28Q-01	2	2	14	0	0	0	0	0	0	8
TCGA-BH-A2L8-01	252	270	0	52	0	0	0	0	54	0
TCGA-BH-A42U-01	3	10	0	0	0	0	0	9	10	0
TCGA-BH-A42V-01	15	20	4	9	0	0	0	7	0	0
TCGA-BH-A5IZ-01	4	5	8	11	8	5	23	19	2	11
TCGA-BH-A5J0-01	9	32	12	25	14	0	0	0	10	0
