Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-C8-A8HP-01	106	101	5	61	0	0	0	0
TCGA-C8-A8HQ-01	139	160	20	53	0	0	0	0
TCGA-C8-A8HR-01	3	2	14	8	11	20	2	0
TCGA-C8-A9FZ-01	3	1	14	0	3	8	0	0
TCGA-D8-A13Y-01	10	12	9	7	11	8	25	0
TCGA-D8-A13Z-01	15	2	23	8	0	39	16	0
TCGA-D8-A140-01	3	24	24	13	15	0	37	18
TCGA-D8-A141-01	0	0	7	2	0	0	5	7
TCGA-D8-A142-01	14	0	39	38	5	42	0	28
TCGA-D8-A143-01	2	3	16	0	1	22	0	17
TCGA-D8-A145-01	4	1	16	0	8	2	0	16
TCGA-D8-A146-01	0	5	8	17	10	0	1	0
TCGA-D8-A147-01	45	14	0	34	12	84	11	0
TCGA-D8-A1J8-01	269	264	90	90	148	0	100	0
TCGA-D8-A1J9-01	108	110	0	51	0	9	0	0
TCGA-D8-A1JB-01	4	5	5	0	5	12	13	19
TCGA-D8-A1JC-01	32	31	6	42	0	11	0	0
TCGA-D8-A1JD-01	15	11	8	2	13	34	5	34
TCGA-D8-A1JE-01	2	1	11	0	5	5	8	8
TCGA-D8-A1JF-01	3	3	14	5	10	9	0	5
TCGA-D8-A1JG-01	7	3	15	57	0	0	87	0
TCGA-D8-A1JH-01	0	2	3	5	5	0	0	9
TCGA-D8-A1JI-01	0	1	1	12	7	0	20	1
TCGA-D8-A1JJ-01	17	33	13	15	8	0	0	12
TCGA-D8-A1JK-01	11	18	1	7	39	20	97	56
TCGA-D8-A1JL-01	11	2	1	22	22	34	0	35
TCGA-D8-A1JM-01	2	1	10	13	0	2	13	12
TCGA-D8-A1JN-01	48	88	5	61	0	0	6	0
TCGA-D8-A1JP-01	12	3	0	10	14	32	11	53
TCGA-D8-A1JS-01	0	2	6	3	3	2	13	0
TCGA-D8-A1JT-01	0	0	13	0	0	1	5	22
TCGA-D8-A1JU-01	0	1	6	0	5	0	0	8
TCGA-D8-A1X5-01	5	3	17	0	8	1	25	7
TCGA-D8-A1X6-01	0	3	19	0	3	8	9	0
TCGA-D8-A1X7-01	1	1	3	16	0	1	10	0
TCGA-D8-A1X9-01	10	0	1	0	17	5	20	49
TCGA-D8-A1XA-01	0	1	6	8	4	0	7	2
TCGA-D8-A1XB-01	2	7	16	11	9	0	0	5
TCGA-D8-A1XC-01	0	1	13	0	3	1	16	0
TCGA-D8-A1XF-01	2	1	15	27	1	5	0	0
TCGA-D8-A1XG-01	0	1	1	5	10	5	0	5
TCGA-D8-A1XK-01	8	0	9	93	1072	0	0	118
TCGA-D8-A1XL-01	6	5	6	12	19	42	0	20
TCGA-D8-A1XM-01	5	15	8	33	0	0	3	0
TCGA-D8-A1XO-01	5	6	6	0	1	0	0	11
TCGA-D8-A1XQ-01	29	19	193	60	491	109	24	106
TCGA-D8-A1XR-01	0	3	9	1	14	0	5	0
TCGA-D8-A1XS-01	1	4	4	17	0	0	0	0
TCGA-D8-A1XT-01	2	3	13	6	1	2	18	0
TCGA-D8-A1XU-01	3	10	6	0	2	5	4	5
TCGA-D8-A1XV-01	4	1	15	0	0	1	5	10
TCGA-D8-A1XW-01	10	7	10	12	14	49	0	20
TCGA-D8-A1XY-01	1	8	27	1	2	1	15	4
TCGA-D8-A1XZ-01	10	0	40	24	2	19	1	0
TCGA-D8-A1Y0-01	11	4	7	1	7	13	20	18
TCGA-D8-A1Y1-01	3	23	171	0	26	10	0	0
TCGA-D8-A1Y2-01	3	9	9	0	1	0	0	0
TCGA-D8-A1Y3-01	0	3	36	1	2	7	0	18
TCGA-D8-A27E-01	0	0	0	5	0	4	2	0
TCGA-D8-A27F-01	11	1	2	2	6	20	3	25
TCGA-D8-A27G-01	511	548	0	36	0	0	81	0
TCGA-D8-A27H-01	47	11	8	7	10	77	0	0
TCGA-D8-A27I-01	4	5	8	5	2	4	0	8
TCGA-D8-A27K-01	2	0	8	0	1	0	4	6
TCGA-D8-A27L-01	5	15	4	28	0	0	1	0
TCGA-D8-A27M-01	12	2	7	12	4	41	12	0
TCGA-D8-A27N-01	1	2	23	14	5	9	4	2
TCGA-D8-A27P-01	0	2	8	3	8	0	0	9
TCGA-D8-A27R-01	3	1	2	13	1	5	0	10
TCGA-D8-A27T-01	0	5	16	0	4	1	0	5
TCGA-D8-A27V-01	87	68	0	60	0	0	20	0
TCGA-D8-A27W-01	3	3	32	6	4	1	1	5
TCGA-D8-A3Z6-01	2	6	10	0	7	0	0	12
TCGA-D8-A4Z1-01	8	27	4	5	0	2	0	0
TCGA-D8-A73U-01	44	112	14	0	7	11	13	6
TCGA-D8-A73W-01	2	3	25	0	8	6	4	4
TCGA-D8-A73X-01	0	7	16	7	9	0	0	13
TCGA-E2-A105-01	3	7	18	0	7	4	23	5
TCGA-E2-A107-01	0	8	10	5	5	0	3	5
TCGA-E2-A108-01	74	57	6	0	11	17	0	21
TCGA-E2-A109-01	0	2	17	5	9	9	33	9
TCGA-E2-A10A-01	3	6	3	0	3	0	6	7
TCGA-E2-A10B-01	13	19	6	10	11	0	0	14
TCGA-E2-A10C-01	204	267	0	48	0	0	0	0
TCGA-E2-A10F-01	2	4	11	5	2	0	6	0
TCGA-E2-A14N-01	16	8	6	15	5	35	0	24
TCGA-E2-A14O-01	0	1	12	19	0	0	2	2
TCGA-E2-A14P-01	9	20	22	25	7	0	29	0
TCGA-E2-A14Q-01	2	5	15	0	1	0	1	16
TCGA-E2-A14R-01	17	0	5	16	18	38	13	36
TCGA-E2-A14T-01	4	4	10	11	7	0	0	7
TCGA-E2-A14V-01	36	23	21	40	5	9	0	7
TCGA-E2-A14W-01	12	0	0	27	6	40	12	5
TCGA-E2-A14X-01	1	5	19	10	1	1	0	0
TCGA-E2-A14Y-01	15	15	8	0	3	4	0	5
TCGA-E2-A14Z-01	8	22	7	21	0	17	11	9
TCGA-E2-A150-01	4	4	20	2	11	21	29	0
TCGA-E2-A152-01	57	49	0	65	0	0	0	0
TCGA-E2-A153-01	0	8	14	0	1	3	0	0
TCGA-E2-A154-01	1	0	17	21	0	11	5	3
TCGA-E2-A155-01	5	12	18	0	8	0	27	11
TCGA-E2-A156-01	1	4	4	0	2	0	5	9
TCGA-E2-A158-01	7	0	9	10	7	47	0	17
TCGA-E2-A159-01	82	64	14	0	3	15	5	18
TCGA-E2-A15A-01	3	2	12	0	2	7	36	0
TCGA-E2-A15C-01	1	2	21	0	4	0	6	16
TCGA-E2-A15D-01	1	0	15	1	8	0	9	0
TCGA-E2-A15E-01	6	1	11	0	9	4	0	9
TCGA-E2-A15F-01	1	0	10	4	1	3	9	0
TCGA-E2-A15G-01	0	9	13	12	6	3	0	30
TCGA-E2-A15H-01	1	0	13	3	4	0	12	0
TCGA-E2-A15I-01	0	5	17	0	0	1	9	11
TCGA-E2-A15J-01	0	0	7	0	3	1	11	0
TCGA-E2-A15K-01	2	0	14	9	3	0	24	1
TCGA-E2-A15L-01	3	0	13	12	3	3	0	0
TCGA-E2-A15M-01	17	18	26	0	7	7	14	19
TCGA-E2-A15O-01	0	2	8	9	0	0	0	15
TCGA-E2-A15P-01	0	2	9	0	6	0	11	0
TCGA-E2-A15R-01	0	4	17	15	0	0	11	0
TCGA-E2-A15S-01	5	8	7	0	12	19	0	17
TCGA-E2-A15T-01	2	1	14	6	1	0	0	16
TCGA-E2-A1AZ-01	18	7	0	37	7	5	0	5
TCGA-E2-A1B0-01	4	5	11	23	13	0	4	0
TCGA-E2-A1B1-01	16	15	7	10	0	0	18	0
TCGA-E2-A1B4-01	0	6	0	21	4	0	0	11
TCGA-E2-A1B5-01	8	16	11	4	2	0	0	5
TCGA-E2-A1B6-01	3	0	13	0	4	36	0	0
TCGA-E2-A1BC-01	4	0	9	0	5	3	2	18
TCGA-E2-A1BD-01	1	0	19	3	0	0	7	13
TCGA-E2-A1IE-01	0	0	8	2	2	4	0	14
TCGA-E2-A1IF-01	0	0	3	4	6	0	0	11
TCGA-E2-A1IG-01	0	7	7	32	0	3	4	4
TCGA-E2-A1IH-01	21	16	8	3	13	0	5	19
TCGA-E2-A1II-01	2	0	11	0	3	18	0	0
TCGA-E2-A1IJ-01	0	0	8	0	0	0	9	1
TCGA-E2-A1IK-01	1	0	0	14	2	0	0	0
TCGA-E2-A1IL-01	0	0	6	12	2	6	5	0
TCGA-E2-A1IN-01	100	89	15	0	13	14	0	17
TCGA-E2-A1IO-01	0	1	8	5	0	2	0	0
TCGA-E2-A1IU-01	0	4	0	23	0	4	0	0
TCGA-E2-A1L6-01	0	1	0	22	5	0	0	0
TCGA-E2-A1L7-01	4	2	5	3	7	14	6	40
TCGA-E2-A1L8-01	3	4	7	0	6	4	10	4
TCGA-E2-A1L9-01	0	4	8	0	4	11	1	0
TCGA-E2-A1LA-01	9	2	10	4	20	53	1	8
TCGA-E2-A1LB-01	12	11	1	17	3	3	8	0
TCGA-E2-A1LG-01	107	43	0	64	0	0	5	0
TCGA-E2-A1LH-01	48	14	10	10	17	90	42	0
TCGA-E2-A1LI-01	7	5	1	6	2	16	0	0
TCGA-E2-A1LK-01	3	0	32	17	2	0	0	0
TCGA-E2-A1LL-01	7	0	12	0	7	11	0	24
TCGA-E2-A2P6-01	37	87	16	38	8	0	0	0
TCGA-E2-A56Z-01	0	2	13	17	12	12	4	0
TCGA-E2-A570-01	1	0	9	4	0	2	14	0
TCGA-E2-A572-01	2	1	12	0	3	0	0	11
TCGA-E2-A573-01	5	2	13	9	12	24	7	0
TCGA-E2-A574-01	29	31	16	56	2	22	0	0
TCGA-E2-A576-01	1	0	25	13	0	7	19	5
TCGA-E2-A9RU-01	9	9	31	39	6	0	13	0
TCGA-E9-A1N3-01	3	1	3	0	5	0	0	19
TCGA-E9-A1N4-01	6	3	3	21	1	0	0	0
TCGA-E9-A1N5-01	7	9	3	0	11	7	0	2
TCGA-E9-A1N8-01	8	3	0	15	8	2	0	0
TCGA-E9-A1N9-01	2	8	18	0	6	25	0	7
TCGA-E9-A1NA-01	15	5	7	17	0	21	52	0
TCGA-E9-A1NE-01	4	4	6	0	5	38	5	0
TCGA-E9-A1NF-01	4	21	8	8	1	0	6	13
TCGA-E9-A1NG-01	0	1	6	0	0	0	2	12
TCGA-E9-A1NH-01	1	1	8	5	6	0	2	14
TCGA-E9-A1QZ-01	0	0	3	3	3	2	0	12
TCGA-E9-A1R0-01	4	3	12	16	0	0	0	0
TCGA-E9-A1R2-01	14	1	5	3	12	10	0	21
TCGA-E9-A1R3-01	0	3	6	4	5	7	0	0
TCGA-E9-A1R4-01	38	51	8	11	6	5	34	0
TCGA-E9-A1R5-01	2	3	13	12	4	8	0	9
TCGA-E9-A1R6-01	0	0	10	18	0	6	2	0
TCGA-E9-A1R7-01	4	8	8	0	5	1	21	16
TCGA-E9-A1RA-01	0	6	6	0	0	0	5	8
TCGA-E9-A1RB-01	0	0	9	0	11	5	11	2
TCGA-E9-A1RC-01	0	0	16	20	9	10	0	0
TCGA-E9-A1RD-01	2	6	6	0	1	4	4	0
TCGA-E9-A1RE-01	1	2	27	13	9	8	3	3
TCGA-E9-A1RF-01	18	4	25	19	4	72	6	22
TCGA-E9-A1RG-01	5	4	4	9	5	5	0	9
TCGA-E9-A1RH-01	9	7	19	10	5	19	34	8
TCGA-E9-A1RI-01	0	5	7	0	1	0	16	0
TCGA-E9-A226-01	23	16	4	36	0	0	0	0
TCGA-E9-A227-01	2	1	0	8	0	8	0	0
TCGA-E9-A228-01	6	7	24	0	0	3	8	4
TCGA-E9-A229-01	6	1	12	0	1	0	8	2
TCGA-E9-A22A-01	5	4	6	4	0	11	0	6
TCGA-E9-A22B-01	4	9	18	18	2	4	3	18
TCGA-E9-A22D-01	2	2	13	23	0	0	0	0
TCGA-E9-A22E-01	26	10	9	16	5	52	9	17
TCGA-E9-A22G-01	9	0	0	2	32	30	28	16
TCGA-E9-A22H-01	0	2	13	5	2	4	0	0
TCGA-E9-A243-01	13	5	5	10	16	33	7	0
TCGA-E9-A244-01	5	2	24	0	14	40	6	30
TCGA-E9-A245-01	0	0	0	5	1	0	16	1
TCGA-E9-A247-01	1	0	31	0	7	8	0	0
TCGA-E9-A248-01	2	5	13	0	5	1	2	0
TCGA-E9-A249-01	0	2	12	1	4	1	0	5
TCGA-E9-A24A-01	0	0	6	3	0	0	5	8
TCGA-E9-A295-01	4	1	34	6	0	23	29	12
TCGA-E9-A2JS-01	0	4	39	8	0	0	3	35
TCGA-E9-A2JT-01	14	13	0	0	0	1	0	0
TCGA-E9-A3HO-01	6	2	0	9	8	21	0	26
TCGA-E9-A3QA-01	16	8	3	2	1	20	0	12
TCGA-E9-A3X8-01	5	2	7	5	0	5	10	3
TCGA-E9-A54Y-01	4	16	18	0	1	0	13	6
TCGA-E9-A5FK-01	1	2	9	0	2	0	20	5
TCGA-E9-A5FL-01	20	6	9	17	20	30	0	31
TCGA-E9-A5UO-01	2	0	13	0	2	1	5	15
TCGA-E9-A6HE-01	0	1	7	7	3	0	4	0
TCGA-EW-A1IW-01	27	48	21	0	1	15	0	15
TCGA-EW-A1IX-01	14	12	0	0	3	7	6	0
TCGA-EW-A1IY-01	2	12	0	24	0	0	0	0
TCGA-EW-A1IZ-01	0	8	174	69	181	3	0	0
TCGA-EW-A1J1-01	0	0	9	6	0	5	0	3
TCGA-EW-A1J3-01	0	2	4	3	3	3	12	3
TCGA-EW-A1J5-01	217	287	9	0	0	19	8	0
TCGA-EW-A1J6-01	1	2	11	0	0	6	0	24
TCGA-EW-A1OV-01	36	74	11	0	0	6	0	13
TCGA-EW-A1OX-01	3	2	3	7	2	4	0	0
TCGA-EW-A1OZ-01	5	8	26	2	3	13	19	0
TCGA-EW-A1P0-01	1	0	2	0	6	0	2	17
TCGA-EW-A1P1-01	0	0	1	0	0	0	0	2
TCGA-EW-A1P3-01	0	2	7	3	0	0	2	14
TCGA-EW-A1P4-01	10	0	9	13	11	14	0	20
TCGA-EW-A1P5-01	2	0	13	0	3	0	2	0
TCGA-EW-A1P6-01	0	0	5	9	1	0	0	11
TCGA-EW-A1P7-01	0	0	1	0	4	13	1	0
TCGA-EW-A1P8-01	0	1	5	10	6	14	3	0
TCGA-EW-A1PA-01	2	2	1	27	3	6	0	0
TCGA-EW-A1PB-01	57	25	2	4	0	38	56	0
TCGA-EW-A1PD-01	12	7	0	0	9	28	37	0
TCGA-EW-A1PE-01	0	8	9	0	6	8	7	0
TCGA-EW-A1PG-01	0	0	0	10	1	0	0	0
TCGA-EW-A1PH-01	5	3	18	15	5	12	4	0
TCGA-EW-A2FR-01	8	5	10	8	0	2	19	2
TCGA-EW-A2FS-01	1	0	12	0	9	0	23	0
TCGA-EW-A2FV-01	0	1	1	20	2	0	0	8
TCGA-EW-A2FW-01	0	3	17	0	0	0	6	0
TCGA-EW-A423-01	10	12	22	15	7	9	13	0
TCGA-EW-A6S9-01	1	4	11	3	2	5	1	4
TCGA-EW-A6SA-01	8	10	19	24	13	21	28	0
TCGA-EW-A6SB-01	5	0	12	33	16	11	4	0
TCGA-EW-A6SC-01	0	8	5	0	12	1	5	8
TCGA-EW-A6SD-01	16	20	12	0	12	4	4	0
TCGA-GI-A2C8-01	18	7	23	0	13	56	1	30
TCGA-GM-A2D9-01	217	305	5	29	0	0	89	0
TCGA-GM-A2DA-01	6	3	12	14	1	4	0	5
TCGA-GM-A2DB-01	9	3	18	18	4	14	16	46
TCGA-GM-A2DC-01	0	0	14	0	0	0	0	13
TCGA-GM-A2DD-01	4	3	10	9	15	19	2	6
TCGA-GM-A2DF-01	5	2	16	11	3	9	1	6
TCGA-GM-A2DH-01	75	33	11	3	6	40	24	40
TCGA-GM-A2DI-01	31	34	0	26	0	0	0	0
TCGA-GM-A2DK-01	0	5	6	8	8	0	9	1
TCGA-GM-A2DL-01	4	7	8	0	0	0	30	0
TCGA-GM-A2DM-01	0	5	0	8	6	3	0	5
TCGA-GM-A2DN-01	0	3	4	5	0	2	0	5
TCGA-GM-A2DO-01	74	83	0	63	0	0	0	0
TCGA-GM-A3NW-01	29	21	16	17	0	4	8	0
TCGA-GM-A3XL-01	36	7	5	21	14	40	0	21
TCGA-GM-A4E0-01	0	0	10	12	1	0	0	11
TCGA-GM-A5PV-01	1	8	3	12	4	12	0	7
TCGA-GM-A5PX-01	3	6	11	0	7	2	10	3
TCGA-HN-A2NL-01	9	2	12	4	8	24	5	27
TCGA-HN-A2OB-01	1	3	8	0	0	1	0	6
TCGA-JL-A3YX-01	6	17	13	0	5	2	6	0
TCGA-LD-A66U-01	0	1	15	0	10	0	18	0
TCGA-LD-A74U-01	105	174	20	46	0	1	6	0
TCGA-LD-A7W5-01	8	9	23	5	6	1	3	10
TCGA-LD-A7W6-01	1	2	12	7	5	4	15	0
TCGA-LD-A9QF-01	1	1	16	12	0	2	0	7
TCGA-LL-A440-01	0	1	3	0	0	0	0	2
TCGA-LL-A50Y-01	0	3	15	1	8	0	2	14
TCGA-LL-A5YL-01	10	25	11	46	0	0	0	1
TCGA-LL-A5YM-01	2	1	8	11	2	5	11	0
TCGA-LL-A5YN-01	0	0	9	17	3	9	5	0
TCGA-LL-A5YO-01	14	2	2	4	9	12	12	6
TCGA-LL-A5YP-01	8	7	2	3	8	35	33	9
TCGA-LL-A6FP-01	3	13	3	19	3	0	30	4
TCGA-LL-A6FQ-01	0	5	27	8	6	0	9	14
TCGA-LL-A6FR-01	2	2	15	17	9	18	0	0
TCGA-LL-A73Y-01	92	30	0	51	20	0	0	0
TCGA-LL-A73Z-01	1	2	15	3	3	5	8	11
TCGA-LL-A740-01	1	7	14	0	9	2	33	2
TCGA-LL-A7SZ-01	2	7	16	25	13	0	12	0
TCGA-LL-A7T0-01	4	8	27	21	8	9	0	0
TCGA-LL-A8F5-01	16	2	9	33	26	65	9	40
TCGA-LL-A9Q3-01	0	11	20	11	10	10	0	6
TCGA-OK-A5Q2-01	0	4	8	31	0	0	0	0
TCGA-OL-A5D6-01	2	6	11	18	0	0	2	18
TCGA-OL-A5D7-01	9	6	14	0	7	27	12	5
TCGA-OL-A5D8-01	2	3	14	0	6	9	0	5
TCGA-OL-A5DA-01	31	27	4	51	1	0	0	0
TCGA-OL-A5RU-01	1	0	17	6	1	0	21	0
TCGA-OL-A5RV-01	0	0	9	2	0	6	0	0
TCGA-OL-A5RW-01	83	33	0	27	27	58	0	25
TCGA-OL-A5RX-01	2	1	13	10	7	0	0	2
TCGA-OL-A5RY-01	2	1	4	0	4	2	0	0
TCGA-OL-A5RZ-01	10	13	47	10	6	35	28	3
TCGA-OL-A5S0-01	2	4	18	8	4	7	0	1
TCGA-OL-A66H-01	0	0	5	0	3	5	14	0
TCGA-OL-A66I-01	2	3	10	21	2	14	4	0
TCGA-OL-A66J-01	2	9	21	0	11	6	8	11
TCGA-OL-A66K-01	1	3	21	4	5	8	5	0
TCGA-OL-A66L-01	24	44	12	0	8	0	0	6
TCGA-OL-A66N-01	1	2	23	13	6	0	0	13
TCGA-OL-A66O-01	1	1	18	0	4	8	0	6
TCGA-OL-A66P-01	1	2	8	24	18	30	23	17
TCGA-OL-A6VO-01	2	1	15	0	2	7	11	0
TCGA-OL-A6VQ-01	18	34	15	0	7	1	2	5
TCGA-OL-A6VR-01	0	1	7	0	5	4	0	0
TCGA-OL-A97C-01	1	2	15	0	15	13	16	8
TCGA-PE-A5DC-01	10	13	20	6	16	42	17	30
TCGA-PE-A5DD-01	15	26	15	9	0	0	13	7
TCGA-PE-A5DE-01	197	337	0	155	0	0	0	0
TCGA-PL-A8LV-01	29	15	9	7	16	43	8	28
TCGA-PL-A8LX-01	0	1	16	0	12	15	5	0
TCGA-PL-A8LY-01	0	0	1	0	4	0	0	2
TCGA-PL-A8LZ-01	0	15	4	19	8	29	22	39
TCGA-S3-A6ZF-01	5	2	27	0	0	0	4	14
TCGA-S3-A6ZG-01	0	1	10	47	2	0	0	0
TCGA-S3-A6ZH-01	0	3	14	13	3	12	0	0
TCGA-S3-AA0Z-01	8	11	18	0	7	0	21	12
TCGA-S3-AA10-01	15	9	10	0	12	74	19	11
TCGA-S3-AA11-01	0	2	0	23	8	5	51	7
TCGA-S3-AA12-01	3	4	14	5	0	0	0	34
TCGA-S3-AA14-01	3	3	13	0	0	5	0	0
TCGA-S3-AA15-01	20	14	3	15	2	6	0	0
TCGA-S3-AA17-01	13	7	11	23	18	28	0	41
TCGA-UL-AAZ6-01	13	9	12	6	22	20	31	27
TCGA-UU-A93S-01	13	9	23	4	20	57	25	45
TCGA-V7-A7HQ-01	4	1	7	2	1	11	0	5
TCGA-W8-A86G-01	1	2	12	0	5	1	0	14
TCGA-WT-AB41-01	1	24	13	0	3	0	10	11
TCGA-WT-AB44-01	0	0	23	1	6	0	21	9
TCGA-XX-A899-01	8	19	0	32	1	0	0	0
TCGA-XX-A89A-01	126	58	7	74	0	0	0	0
TCGA-Z7-A8R5-01	0	1	25	0	0	0	1	7
TCGA-Z7-A8R6-01	22	38	17	10	9	1	10	0
