Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-C8-A8HP-01	104	101	0	68	0	0	0	0
TCGA-C8-A8HQ-01	138	156	0	78	0	0	0	0
TCGA-C8-A8HR-01	0	0	13	13	11	23	0	0
TCGA-C8-A9FZ-01	4	0	15	0	0	10	0	0
TCGA-D8-A13Y-01	10	13	11	0	12	0	36	0
TCGA-D8-A13Z-01	16	0	25	0	0	39	23	0
TCGA-D8-A140-01	0	26	25	18	17	0	48	0
TCGA-D8-A141-01	0	0	7	0	0	0	6	8
TCGA-D8-A142-01	14	0	40	39	0	44	0	29
TCGA-D8-A143-01	0	3	17	0	0	23	0	18
TCGA-D8-A145-01	4	0	17	0	9	0	0	17
TCGA-D8-A146-01	0	5	8	18	10	0	0	0
TCGA-D8-A147-01	46	14	0	42	0	98	0	0
TCGA-D8-A1J8-01	282	278	96	134	171	0	0	0
TCGA-D8-A1J9-01	111	113	0	54	0	0	0	0
TCGA-D8-A1JB-01	4	5	6	0	0	0	20	28
TCGA-D8-A1JC-01	34	32	0	56	0	0	0	0
TCGA-D8-A1JD-01	15	11	8	2	13	34	5	34
TCGA-D8-A1JE-01	0	0	15	0	0	0	25	0
TCGA-D8-A1JF-01	3	4	15	0	12	15	0	0
TCGA-D8-A1JG-01	0	0	14	66	0	0	89	0
TCGA-D8-A1JH-01	0	2	3	5	5	0	0	9
TCGA-D8-A1JI-01	0	0	0	14	7	0	21	0
TCGA-D8-A1JJ-01	20	37	17	24	0	0	0	0
TCGA-D8-A1JK-01	11	18	1	7	39	20	97	56
TCGA-D8-A1JL-01	11	0	0	25	22	35	0	34
TCGA-D8-A1JM-01	0	0	10	19	0	0	24	0
TCGA-D8-A1JN-01	49	88	0	71	0	0	0	0
TCGA-D8-A1JP-01	13	0	0	16	15	36	0	55
TCGA-D8-A1JS-01	0	3	8	0	0	0	18	0
TCGA-D8-A1JT-01	0	0	14	0	0	0	0	27
TCGA-D8-A1JU-01	0	1	6	0	5	0	0	8
TCGA-D8-A1X5-01	6	3	18	0	9	0	30	0
TCGA-D8-A1X6-01	0	4	21	0	0	0	17	0
TCGA-D8-A1X7-01	0	0	0	20	0	0	12	0
TCGA-D8-A1X9-01	10	0	0	0	17	0	22	53
TCGA-D8-A1XA-01	0	0	7	10	0	0	11	0
TCGA-D8-A1XB-01	0	8	17	15	10	0	0	0
TCGA-D8-A1XC-01	0	0	14	0	0	0	20	0
TCGA-D8-A1XF-01	0	0	16	35	0	0	0	0
TCGA-D8-A1XG-01	0	0	0	9	11	7	0	0
TCGA-D8-A1XK-01	0	0	0	151	1149	0	0	0
TCGA-D8-A1XL-01	7	6	10	0	19	42	0	26
TCGA-D8-A1XM-01	5	15	8	36	0	0	0	0
TCGA-D8-A1XO-01	5	6	6	0	0	0	0	12
TCGA-D8-A1XQ-01	29	19	193	60	491	109	24	106
TCGA-D8-A1XR-01	0	4	12	0	16	0	0	0
TCGA-D8-A1XS-01	0	4	4	18	0	0	0	0
TCGA-D8-A1XT-01	0	4	15	0	0	0	26	0
TCGA-D8-A1XU-01	3	12	7	0	0	0	0	13
TCGA-D8-A1XV-01	5	0	16	0	0	0	0	15
TCGA-D8-A1XW-01	11	9	13	0	14	49	0	26
TCGA-D8-A1XY-01	1	8	27	1	2	1	15	4
TCGA-D8-A1XZ-01	10	0	40	25	0	21	0	0
TCGA-D8-A1Y0-01	11	4	7	1	7	13	20	18
TCGA-D8-A1Y1-01	0	27	206	0	0	0	0	0
TCGA-D8-A1Y2-01	4	9	9	0	0	0	0	0
TCGA-D8-A1Y3-01	0	4	38	0	0	0	0	25
TCGA-D8-A27E-01	0	0	0	7	0	4	0	0
TCGA-D8-A27F-01	11	1	2	2	6	20	3	25
TCGA-D8-A27G-01	564	612	0	0	0	0	0	0
TCGA-D8-A27H-01	49	13	13	0	0	85	0	0
TCGA-D8-A27I-01	5	6	11	0	0	0	0	14
TCGA-D8-A27K-01	2	0	9	0	0	0	0	10
TCGA-D8-A27L-01	6	15	4	28	0	0	0	0
TCGA-D8-A27M-01	13	0	8	19	0	50	0	0
TCGA-D8-A27N-01	1	2	23	14	5	9	4	2
TCGA-D8-A27P-01	0	3	9	0	8	0	0	10
TCGA-D8-A27R-01	3	0	0	19	0	0	0	13
TCGA-D8-A27T-01	0	6	19	0	6	0	0	0
TCGA-D8-A27V-01	91	72	0	72	0	0	0	0
TCGA-D8-A27W-01	3	3	32	6	4	1	1	5
TCGA-D8-A3Z6-01	0	6	11	0	7	0	0	13
TCGA-D8-A4Z1-01	9	30	7	0	0	0	0	0
TCGA-D8-A73U-01	52	134	21	0	0	0	0	0
TCGA-D8-A73W-01	0	4	27	0	9	12	0	0
TCGA-D8-A73X-01	0	8	18	0	9	0	0	17
TCGA-E2-A105-01	0	8	21	0	0	0	38	0
TCGA-E2-A107-01	0	9	10	10	7	0	0	0
TCGA-E2-A108-01	81	61	0	0	0	0	0	44
TCGA-E2-A109-01	0	0	23	0	0	0	61	0
TCGA-E2-A10A-01	3	6	4	0	0	0	15	0
TCGA-E2-A10B-01	14	19	9	0	11	0	0	20
TCGA-E2-A10C-01	204	267	0	48	0	0	0	0
TCGA-E2-A10F-01	2	4	14	0	0	0	10	0
TCGA-E2-A14N-01	16	9	7	16	0	35	0	26
TCGA-E2-A14O-01	0	0	13	23	0	0	0	0
TCGA-E2-A14P-01	9	21	24	26	0	0	32	0
TCGA-E2-A14Q-01	0	5	16	0	0	0	0	19
TCGA-E2-A14R-01	17	0	0	25	20	40	0	41
TCGA-E2-A14T-01	5	4	11	15	8	0	0	0
TCGA-E2-A14V-01	41	25	24	51	0	0	0	0
TCGA-E2-A14W-01	12	0	0	36	0	54	0	0
TCGA-E2-A14X-01	0	6	19	12	0	0	0	0
TCGA-E2-A14Y-01	19	19	12	0	0	0	0	0
TCGA-E2-A14Z-01	8	24	8	27	0	28	0	0
TCGA-E2-A150-01	4	4	21	0	11	22	29	0
TCGA-E2-A152-01	57	49	0	65	0	0	0	0
TCGA-E2-A153-01	0	9	17	0	0	0	0	0
TCGA-E2-A154-01	0	0	17	26	0	15	0	0
TCGA-E2-A155-01	5	13	22	0	0	0	41	0
TCGA-E2-A156-01	0	5	6	0	0	0	0	14
TCGA-E2-A158-01	8	0	13	0	0	50	0	26
TCGA-E2-A159-01	101	78	22	0	0	0	0	0
TCGA-E2-A15A-01	3	0	13	0	0	0	46	0
TCGA-E2-A15C-01	0	3	24	0	0	0	0	23
TCGA-E2-A15D-01	0	0	15	0	9	0	10	0
TCGA-E2-A15E-01	6	0	12	0	9	0	0	13
TCGA-E2-A15F-01	0	0	12	0	0	0	16	0
TCGA-E2-A15G-01	0	10	15	13	0	0	0	35
TCGA-E2-A15H-01	0	0	16	0	0	0	17	0
TCGA-E2-A15I-01	0	6	18	0	0	0	0	19
TCGA-E2-A15J-01	0	0	8	0	0	0	14	0
TCGA-E2-A15K-01	0	0	14	11	0	0	28	0
TCGA-E2-A15L-01	4	0	15	15	0	0	0	0
TCGA-E2-A15M-01	19	21	30	0	0	0	0	38
TCGA-E2-A15O-01	0	0	8	12	0	0	0	14
TCGA-E2-A15P-01	0	2	9	0	6	0	11	0
TCGA-E2-A15R-01	0	4	17	15	0	0	11	0
TCGA-E2-A15S-01	5	8	7	0	12	19	0	17
TCGA-E2-A15T-01	3	0	14	7	0	0	0	16
TCGA-E2-A1AZ-01	21	7	0	51	0	0	0	0
TCGA-E2-A1B0-01	4	5	12	25	14	0	0	0
TCGA-E2-A1B1-01	16	17	10	0	0	0	23	0
TCGA-E2-A1B4-01	0	6	0	23	0	0	0	13
TCGA-E2-A1B5-01	10	20	16	0	0	0	0	0
TCGA-E2-A1B6-01	3	0	14	0	0	39	0	0
TCGA-E2-A1BC-01	4	0	9	0	6	0	0	22
TCGA-E2-A1BD-01	0	0	21	0	0	0	0	22
TCGA-E2-A1IE-01	0	0	9	0	0	0	0	21
TCGA-E2-A1IF-01	0	0	5	0	6	0	0	13
TCGA-E2-A1IG-01	0	8	8	41	0	0	0	0
TCGA-E2-A1IH-01	20	17	9	0	14	0	0	25
TCGA-E2-A1II-01	0	0	13	0	0	21	0	0
TCGA-E2-A1IJ-01	0	0	8	0	0	0	10	0
TCGA-E2-A1IK-01	0	0	0	17	0	0	0	0
TCGA-E2-A1IL-01	0	0	7	15	0	9	0	0
TCGA-E2-A1IN-01	118	106	24	0	0	0	0	0
TCGA-E2-A1IO-01	0	2	8	6	0	0	0	0
TCGA-E2-A1IU-01	0	5	0	26	0	0	0	0
TCGA-E2-A1L6-01	0	0	0	23	5	0	0	0
TCGA-E2-A1L7-01	4	2	5	3	7	14	6	40
TCGA-E2-A1L8-01	3	4	8	0	7	0	16	0
TCGA-E2-A1L9-01	0	4	9	0	4	11	0	0
TCGA-E2-A1LA-01	9	2	10	4	20	53	1	8
TCGA-E2-A1LB-01	14	13	0	28	0	0	0	0
TCGA-E2-A1LG-01	108	44	0	67	0	0	0	0
TCGA-E2-A1LH-01	50	15	16	0	0	96	54	0
TCGA-E2-A1LI-01	7	5	0	8	0	17	0	0
TCGA-E2-A1LK-01	3	0	33	18	0	0	0	0
TCGA-E2-A1LL-01	7	0	12	0	7	11	0	24
TCGA-E2-A2P6-01	38	89	18	41	0	0	0	0
TCGA-E2-A56Z-01	0	0	13	22	12	13	0	0
TCGA-E2-A570-01	0	0	11	0	0	0	19	0
TCGA-E2-A572-01	3	0	13	0	0	0	0	13
TCGA-E2-A573-01	5	0	12	13	12	30	0	0
TCGA-E2-A574-01	29	31	16	58	0	22	0	0
TCGA-E2-A576-01	0	0	27	15	0	0	28	0
TCGA-E2-A9RU-01	10	10	37	50	0	0	0	0
TCGA-E9-A1N3-01	3	0	3	0	5	0	0	20
TCGA-E9-A1N4-01	6	3	4	21	0	0	0	0
TCGA-E9-A1N5-01	9	11	4	0	15	0	0	0
TCGA-E9-A1N8-01	8	3	0	16	9	0	0	0
TCGA-E9-A1N9-01	0	10	22	0	0	34	0	0
TCGA-E9-A1NA-01	15	5	7	17	0	21	52	0
TCGA-E9-A1NE-01	4	4	8	0	0	46	0	0
TCGA-E9-A1NF-01	5	22	11	0	0	0	0	23
TCGA-E9-A1NG-01	0	1	6	0	0	0	0	14
TCGA-E9-A1NH-01	0	0	8	8	6	0	0	15
TCGA-E9-A1QZ-01	0	0	5	0	0	0	0	18
TCGA-E9-A1R0-01	4	3	12	16	0	0	0	0
TCGA-E9-A1R2-01	16	0	6	0	13	0	0	31
TCGA-E9-A1R3-01	0	4	7	0	5	9	0	0
TCGA-E9-A1R4-01	40	54	12	0	0	0	47	0
TCGA-E9-A1R5-01	0	3	15	15	0	0	0	18
TCGA-E9-A1R6-01	0	0	12	24	0	0	0	0
TCGA-E9-A1R7-01	4	9	9	0	0	0	24	17
TCGA-E9-A1RA-01	0	6	6	0	0	0	0	13
TCGA-E9-A1RB-01	0	0	9	0	13	0	16	0
TCGA-E9-A1RC-01	0	0	16	20	9	10	0	0
TCGA-E9-A1RD-01	2	6	7	0	0	0	8	0
TCGA-E9-A1RE-01	1	2	27	13	9	8	3	3
TCGA-E9-A1RF-01	18	4	25	19	4	72	6	22
TCGA-E9-A1RG-01	5	4	4	9	6	0	0	13
TCGA-E9-A1RH-01	9	7	19	10	5	19	34	8
TCGA-E9-A1RI-01	0	5	7	0	0	0	17	0
TCGA-E9-A226-01	23	15	0	41	0	0	0	0
TCGA-E9-A227-01	2	1	0	8	0	8	0	0
TCGA-E9-A228-01	6	8	25	0	0	0	13	0
TCGA-E9-A229-01	6	0	12	0	0	0	12	0
TCGA-E9-A22A-01	5	5	8	0	0	18	0	0
TCGA-E9-A22B-01	4	9	18	18	2	4	3	18
TCGA-E9-A22D-01	0	0	13	27	0	0	0	0
TCGA-E9-A22E-01	26	10	9	16	5	52	9	17
TCGA-E9-A22G-01	9	0	0	0	32	37	39	0
TCGA-E9-A22H-01	0	3	16	7	0	0	0	0
TCGA-E9-A243-01	13	5	0	18	18	35	0	0
TCGA-E9-A244-01	6	0	25	0	14	42	0	34
TCGA-E9-A245-01	0	0	0	6	0	0	17	0
TCGA-E9-A247-01	0	0	37	0	10	0	0	0
TCGA-E9-A248-01	2	6	15	0	5	0	0	0
TCGA-E9-A249-01	0	2	16	0	7	0	0	0
TCGA-E9-A24A-01	0	0	8	0	0	0	0	14
TCGA-E9-A295-01	0	0	37	0	0	29	43	0
TCGA-E9-A2JS-01	0	5	43	0	0	0	0	41
TCGA-E9-A2JT-01	14	14	0	0	0	0	0	0
TCGA-E9-A3HO-01	7	0	0	14	0	24	0	27
TCGA-E9-A3QA-01	16	9	0	0	0	19	0	18
TCGA-E9-A3X8-01	6	2	9	0	0	0	20	0
TCGA-E9-A54Y-01	4	17	19	0	0	0	18	0
TCGA-E9-A5FK-01	0	2	10	0	0	0	27	0
TCGA-E9-A5FL-01	20	8	13	0	20	31	0	41
TCGA-E9-A5UO-01	2	0	15	0	0	0	0	21
TCGA-E9-A6HE-01	0	0	10	12	0	0	0	0
TCGA-EW-A1IW-01	28	50	23	0	0	26	0	0
TCGA-EW-A1IX-01	17	13	0	0	0	0	12	0
TCGA-EW-A1IY-01	2	12	0	24	0	0	0	0
TCGA-EW-A1IZ-01	0	0	173	80	182	0	0	0
TCGA-EW-A1J1-01	0	0	9	7	0	7	0	0
TCGA-EW-A1J3-01	0	3	6	0	0	0	21	0
TCGA-EW-A1J5-01	232	308	0	0	0	0	0	0
TCGA-EW-A1J6-01	0	2	11	0	0	0	0	31
TCGA-EW-A1OV-01	41	84	15	0	0	0	0	0
TCGA-EW-A1OX-01	4	3	3	11	0	0	0	0
TCGA-EW-A1OZ-01	5	9	31	0	0	0	31	0
TCGA-EW-A1P0-01	0	0	2	0	6	0	0	20
TCGA-EW-A1P1-01	0	0	1	0	0	0	0	2
TCGA-EW-A1P3-01	0	3	8	0	0	0	0	17
TCGA-EW-A1P4-01	11	0	9	14	12	0	0	31
TCGA-EW-A1P5-01	2	0	18	0	0	0	0	0
TCGA-EW-A1P6-01	0	0	5	10	0	0	0	11
TCGA-EW-A1P7-01	0	0	0	0	5	14	0	0
TCGA-EW-A1P8-01	0	0	5	12	6	16	0	0
TCGA-EW-A1PA-01	0	0	0	41	0	0	0	0
TCGA-EW-A1PB-01	58	25	0	0	0	37	62	0
TCGA-EW-A1PD-01	13	7	0	0	0	30	43	0
TCGA-EW-A1PE-01	0	9	10	0	7	12	0	0
TCGA-EW-A1PG-01	0	0	0	11	0	0	0	0
TCGA-EW-A1PH-01	5	3	20	18	0	16	0	0
TCGA-EW-A2FR-01	9	5	10	9	0	0	21	0
TCGA-EW-A2FS-01	0	0	12	0	9	0	24	0
TCGA-EW-A2FV-01	0	0	0	24	0	0	0	8
TCGA-EW-A2FW-01	0	3	17	0	0	0	6	0
TCGA-EW-A423-01	11	13	24	17	0	0	23	0
TCGA-EW-A6S9-01	1	4	11	3	2	5	1	4
TCGA-EW-A6SA-01	8	10	19	24	13	21	28	0
TCGA-EW-A6SB-01	5	0	12	35	16	13	0	0
TCGA-EW-A6SC-01	0	8	6	0	13	0	0	12
TCGA-EW-A6SD-01	18	21	14	0	15	0	0	0
TCGA-GI-A2C8-01	18	7	23	0	13	57	0	30
TCGA-GM-A2D9-01	219	310	0	0	0	0	116	0
TCGA-GM-A2DA-01	7	3	14	21	0	0	0	0
TCGA-GM-A2DB-01	9	3	18	18	4	14	16	46
TCGA-GM-A2DC-01	0	0	14	0	0	0	0	13
TCGA-GM-A2DD-01	4	3	10	9	15	19	2	6
TCGA-GM-A2DF-01	5	2	16	11	3	9	1	6
TCGA-GM-A2DH-01	75	33	11	3	6	40	24	40
TCGA-GM-A2DI-01	31	34	0	26	0	0	0	0
TCGA-GM-A2DK-01	0	5	6	9	8	0	9	0
TCGA-GM-A2DL-01	4	7	8	0	0	0	30	0
TCGA-GM-A2DM-01	0	6	0	12	9	0	0	0
TCGA-GM-A2DN-01	0	3	4	6	0	0	0	6
TCGA-GM-A2DO-01	74	83	0	63	0	0	0	0
TCGA-GM-A3NW-01	32	22	18	23	0	0	0	0
TCGA-GM-A3XL-01	36	7	0	34	18	49	0	0
TCGA-GM-A4E0-01	0	0	10	12	0	0	0	12
TCGA-GM-A5PV-01	0	7	0	19	6	15	0	0
TCGA-GM-A5PX-01	4	6	11	0	7	0	14	0
TCGA-HN-A2NL-01	9	2	12	4	8	24	5	27
TCGA-HN-A2OB-01	1	3	8	0	0	0	0	7
TCGA-JL-A3YX-01	7	19	16	0	7	0	0	0
TCGA-LD-A66U-01	0	0	15	0	10	0	19	0
TCGA-LD-A74U-01	105	173	0	74	0	0	0	0
TCGA-LD-A7W5-01	8	9	23	5	6	1	3	10
TCGA-LD-A7W6-01	0	3	16	0	0	0	27	0
TCGA-LD-A9QF-01	0	0	18	21	0	0	0	0
TCGA-LL-A440-01	0	1	3	0	0	0	0	2
TCGA-LL-A50Y-01	0	3	16	0	8	0	0	16
TCGA-LL-A5YL-01	10	26	11	46	0	0	0	0
TCGA-LL-A5YM-01	2	0	8	13	0	0	17	0
TCGA-LL-A5YN-01	0	0	10	20	0	13	0	0
TCGA-LL-A5YO-01	14	2	2	4	9	12	12	6
TCGA-LL-A5YP-01	8	7	2	3	8	35	33	9
TCGA-LL-A6FP-01	0	14	0	25	0	0	36	0
TCGA-LL-A6FQ-01	0	7	34	0	0	0	0	28
TCGA-LL-A6FR-01	0	0	15	20	9	19	0	0
TCGA-LL-A73Y-01	92	30	0	51	20	0	0	0
TCGA-LL-A73Z-01	1	2	15	3	3	5	8	11
TCGA-LL-A740-01	0	7	15	0	9	0	37	0
TCGA-LL-A7SZ-01	0	8	18	33	16	0	0	0
TCGA-LL-A7T0-01	5	9	28	25	10	0	0	0
TCGA-LL-A8F5-01	16	2	9	33	26	65	9	40
TCGA-LL-A9Q3-01	0	11	21	13	10	13	0	0
TCGA-OK-A5Q2-01	0	4	8	31	0	0	0	0
TCGA-OL-A5D6-01	0	6	11	21	0	0	0	19
TCGA-OL-A5D7-01	9	6	15	0	8	28	14	0
TCGA-OL-A5D8-01	0	4	15	0	7	13	0	0
TCGA-OL-A5DA-01	31	26	0	57	0	0	0	0
TCGA-OL-A5RU-01	0	0	20	0	0	0	26	0
TCGA-OL-A5RV-01	0	0	10	0	0	7	0	0
TCGA-OL-A5RW-01	83	33	0	34	30	73	0	0
TCGA-OL-A5RX-01	0	0	14	13	8	0	0	0
TCGA-OL-A5RY-01	2	1	5	0	5	0	0	0
TCGA-OL-A5RZ-01	10	13	47	10	6	35	28	3
TCGA-OL-A5S0-01	3	5	23	13	0	0	0	0
TCGA-OL-A66H-01	0	0	6	0	0	0	21	0
TCGA-OL-A66I-01	0	3	11	25	0	17	0	0
TCGA-OL-A66J-01	0	10	23	0	13	0	0	22
TCGA-OL-A66K-01	0	4	27	0	0	16	0	0
TCGA-OL-A66L-01	27	51	16	0	0	0	0	0
TCGA-OL-A66N-01	0	0	26	17	0	0	0	15
TCGA-OL-A66O-01	0	0	21	0	0	17	0	0
TCGA-OL-A66P-01	1	2	8	24	18	30	23	17
TCGA-OL-A6VO-01	0	0	18	0	0	0	20	0
TCGA-OL-A6VQ-01	22	40	20	0	0	0	0	0
TCGA-OL-A6VR-01	0	2	8	0	7	0	0	0
TCGA-OL-A97C-01	0	0	17	0	15	16	22	0
TCGA-PE-A5DC-01	10	13	20	6	16	42	17	30
TCGA-PE-A5DD-01	16	27	18	0	0	0	24	0
TCGA-PE-A5DE-01	197	337	0	155	0	0	0	0
TCGA-PL-A8LV-01	29	15	9	7	16	43	8	28
TCGA-PL-A8LX-01	0	0	17	0	13	19	0	0
TCGA-PL-A8LY-01	0	0	1	0	6	0	0	0
TCGA-PL-A8LZ-01	0	15	0	25	0	28	27	41
TCGA-S3-A6ZF-01	6	0	28	0	0	0	0	18
TCGA-S3-A6ZG-01	0	0	10	50	0	0	0	0
TCGA-S3-A6ZH-01	0	3	14	15	0	13	0	0
TCGA-S3-AA0Z-01	9	11	21	0	0	0	36	0
TCGA-S3-AA10-01	16	10	12	0	0	83	29	0
TCGA-S3-AA11-01	0	0	0	29	0	0	67	0
TCGA-S3-AA12-01	3	5	15	0	0	0	0	37
TCGA-S3-AA14-01	3	3	13	0	0	5	0	0
TCGA-S3-AA15-01	21	15	0	24	0	0	0	0
TCGA-S3-AA17-01	13	7	11	23	18	28	0	41
TCGA-UL-AAZ6-01	13	9	12	6	22	20	31	27
TCGA-UU-A93S-01	13	9	23	4	20	57	25	45
TCGA-V7-A7HQ-01	5	0	9	0	0	17	0	0
TCGA-W8-A86G-01	0	3	15	0	0	0	0	17
TCGA-WT-AB41-01	0	26	15	0	0	0	21	0
TCGA-WT-AB44-01	0	0	27	0	0	0	33	0
TCGA-XX-A899-01	8	20	0	32	0	0	0	0
TCGA-XX-A89A-01	126	57	0	82	0	0	0	0
TCGA-Z7-A8R5-01	0	0	34	0	0	0	0	0
TCGA-Z7-A8R6-01	23	41	18	15	10	0	0	0
